,Name,link,Games Played,MinPerGame,FGPerGame,FGAPerGame,FG%PerGame,3pPerGame,3PAPerGame,3p%PerGame,2pPerGame,2pAPerGame,2p%PerGame,eFG%PerGame,FTPerGame,FTAPerGame,FT%PerGame,ORGPerGame,DRBPerGame,TotalRebPerGame,AstPerGame,StealPerGame,BlkPerGame,TOVPerGame,FoulsPerGame,PtsPerGame,FGPer100Poss,FGAPer100Poss,FG%Per100Poss,3pPer100Poss,3PAPer100Poss,3p%Per100Poss,2pPer100Poss,2pAPer100Poss,2p%Per100Poss,FTPer100Poss,FTAPer100Poss,FT%Per100Poss,ORGPer100Poss,DRBPer100Poss,TotalRebPer100Poss,AstPer100Poss,StealPer100Poss,BlkPer100Poss,TOVPer100Poss,FoulsPer100Poss,PtsPer100Poss,ORtg,DRtg,Year,League,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,MVPs,All-Star Games,All-NBA Teams
2461,Rory White,whitero01,324,16.7,3.0,5.9,0.506,0.0,0.0,0.077,3.0,5.9,0.509,0.506,1.4,2.0,0.6809999999999999,1.1,1.2,2.3,0.7,0.6,0.2,1.0,1.6,7.4,8.4,16.7,0.506,0.0,0.1,0.077,8.4,16.6,0.509,3.9,5.7,0.6809999999999999,3.0,3.5,6.5,2.0,1.6,0.5,2.9,4.5,20.7,105.0,112.0,Career,NBA,12.4,0.541,0.006999999999999999,0.34,7.1,8.3,7.7,6.3,1.6,0.5,13.0,18.9,4.0,2.5,6.5,0.057999999999999996,-1.3,-1.6,-2.9,-1.3,0,0,0
2462,Royce White,whitero03,3,3.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,5.7,0.0,0.0,0.0,,0.0,5.7,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3,0.0,0.0,117.0,Career,NBA,-8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,-0.121,-9.1,-1.3,-10.4,0.0,0,0,0
2463,Rudy White,whiteru01,124,9.6,1.3,3.1,0.408,0.0,0.0,0.0,1.3,3.1,0.409,0.408,0.6,0.8,0.742,0.3,0.7,1.0,0.9,0.4,0.1,0.9,1.0,3.1,6.2,15.2,0.408,0.0,0.2,0.0,6.2,15.1,0.409,2.9,3.9,0.742,1.4,3.4,4.8,4.4,2.1,0.3,1.7,5.0,15.3,88.0,106.0,Career,NBA,9.2,0.452,0.003,0.254,3.3,7.7,5.5,12.5,2.1,0.3,17.7,17.8,-0.3,0.5,0.2,0.008,-3.5,-1.5,-5.1,-0.9,0,0,0
2464,Tony White,whiteto01,49,11.9,2.3,5.1,0.446,0.0,0.1,0.0,2.3,5.0,0.457,0.446,0.8,1.1,0.722,0.2,0.4,0.6,1.2,0.4,0.0,1.0,1.2,5.3,9.1,20.4,0.446,0.0,0.5,0.0,9.1,19.9,0.457,3.2,4.4,0.722,1.0,1.6,2.5,4.8,1.6,0.2,3.8,4.7,21.3,94.0,115.0,Career,NBA,9.4,0.478,0.024,0.217,2.2,3.8,3.0,15.0,1.6,0.2,14.7,22.3,-0.4,0.1,-0.3,-0.025,-3.9,-3.6,-7.5,-0.8,0,0,0
2465,Willie White,whitewi01,82,7.0,1.5,3.6,0.43200000000000005,0.1,0.4,0.313,1.4,3.2,0.446,0.449,0.5,0.7,0.741,0.4,0.6,1.0,1.0,0.3,0.0,0.7,0.6,3.7,9.8,22.7,0.43200000000000005,0.8,2.5,0.313,9.0,20.2,0.446,3.1,4.2,0.741,2.5,3.7,6.2,6.4,1.8,0.3,4.3,3.7,23.5,97.0,109.0,Career,NBA,13.2,0.478,0.11,0.185,5.5,9.3,7.3,19.4,1.8,0.4,14.8,24.5,-0.2,0.5,0.3,0.027999999999999997,-1.9,-2.3,-4.1,-0.3,0,0,0
2466,Jerome Whitehead,whiteje01,679,17.4,2.7,5.4,0.49700000000000005,0.0,0.0,0.0,2.7,5.4,0.49700000000000005,0.49700000000000005,1.2,1.6,0.718,1.7,3.1,4.8,0.6,0.4,0.3,1.0,2.7,6.5,7.2,14.5,0.49700000000000005,0.0,0.0,0.0,7.2,14.5,0.49700000000000005,3.2,4.4,0.718,4.5,8.4,13.0,1.5,1.0,0.8,2.8,7.3,17.6,107.0,111.0,Career,NBA,12.0,0.535,0.001,0.307,10.5,21.2,15.6,4.3,1.0,1.0,14.4,16.3,9.8,6.6,16.4,0.067,-1.9,-1.5,-3.5,-4.4,0,0,0
2467,Donald Whiteside,whitedo01,30,9.2,0.6,1.9,0.33299999999999996,0.4,1.2,0.324,0.2,0.7,0.35,0.439,0.4,0.6,0.647,0.1,0.4,0.4,1.2,0.4,0.0,0.6,0.8,2.0,3.7,11.0,0.33299999999999996,2.3,7.1,0.324,1.4,3.9,0.35,2.1,3.3,0.647,0.4,2.1,2.5,7.1,2.1,0.0,3.5,4.4,11.8,96.0,112.0,Career,NBA,7.2,0.473,0.649,0.298,0.8,4.8,2.8,20.4,2.1,0.0,21.8,13.4,0.0,0.1,0.1,0.012,-3.4,-3.4,-6.9,-0.3,0,0,0
2468,Hassan Whiteside,whiteha01,266,26.9,5.6,9.7,0.5770000000000001,0.0,0.0,1.0,5.6,9.7,0.5770000000000001,0.5770000000000001,2.4,3.9,0.626,3.2,8.2,11.4,0.5,0.6,2.4,1.7,2.6,13.7,10.7,18.5,0.5770000000000001,0.0,0.0,1.0,10.7,18.5,0.5770000000000001,4.6,7.3,0.626,6.1,15.7,21.7,1.0,1.2,4.6,3.2,4.9,25.9,114.0,98.0,Career,NBA,24.2,0.597,0.001,0.397,13.6,34.5,24.1,3.4,1.2,7.3,12.7,22.1,14.1,15.9,30.1,0.20199999999999999,-1.7,2.0,0.3,4.2,0,0,0
2469,Dwayne Whitfield,whitfdw01,8,15.3,1.6,3.8,0.433,0.0,0.0,,1.6,3.8,0.433,0.433,1.8,2.8,0.636,1.1,2.0,3.1,0.3,0.4,0.3,1.0,1.8,5.0,5.5,12.7,0.433,0.0,0.0,,5.5,12.7,0.433,5.9,9.3,0.636,3.8,6.8,10.6,0.8,1.3,0.8,3.4,5.9,16.9,97.0,113.0,Career,NBA,9.3,0.504,0.0,0.733,8.7,15.7,12.2,2.4,1.3,1.2,16.8,17.2,0.0,0.0,0.0,0.01,-5.4,-3.2,-8.5,-0.2,0,0,0
2470,Chris Whitney,whitnch01,579,17.4,2.1,5.4,0.395,1.0,2.6,0.361,1.2,2.7,0.42700000000000005,0.483,1.3,1.4,0.875,0.2,1.2,1.4,2.8,0.6,0.1,1.1,1.7,6.5,6.4,16.3,0.395,2.9,8.0,0.361,3.5,8.3,0.42700000000000005,3.8,4.4,0.875,0.5,3.8,4.3,8.4,1.8,0.2,3.2,5.1,19.5,109.0,108.0,Career,NBA,13.8,0.537,0.491,0.26899999999999996,1.1,8.4,4.7,25.5,1.8,0.2,15.1,18.3,15.3,5.9,21.2,0.10099999999999999,1.3,-2.5,-1.2,2.0,0,0,0
2471,Hawkeye Whitney,whitnha02,70,15.0,2.5,5.4,0.462,0.0,0.1,0.28600000000000003,2.5,5.3,0.465,0.46399999999999997,0.8,1.0,0.75,0.6,1.5,2.1,1.2,0.8,0.1,0.9,1.8,5.8,7.9,17.0,0.462,0.1,0.3,0.28600000000000003,7.8,16.7,0.465,2.4,3.3,0.75,1.9,4.7,6.6,3.9,2.7,0.3,2.8,5.8,18.2,98.0,105.0,Career,NBA,11.8,0.494,0.019,0.191,4.4,11.1,7.8,11.4,2.7,0.4,13.2,18.6,0.1,1.2,1.3,0.062,-2.1,0.3,-1.8,0.0,0,0,0
2472,Mitchell Wiggins,wiggimi01,389,20.8,4.1,8.9,0.46,0.0,0.2,0.192,4.1,8.7,0.466,0.462,1.7,2.3,0.755,1.5,1.7,3.2,1.6,1.0,0.1,1.2,2.4,10.0,9.4,20.4,0.46,0.1,0.4,0.192,9.3,20.0,0.466,3.9,5.2,0.755,3.4,3.8,7.3,3.6,2.3,0.2,2.7,5.5,22.8,106.0,107.0,Career,NBA,13.8,0.502,0.021,0.256,8.0,8.9,8.4,11.0,2.3,0.2,10.5,21.6,6.4,8.8,15.2,0.09,-0.3,-0.5,-0.8,2.5,0,0,0
2473,Chris Wilcox,wilcoch01,628,19.9,3.3,6.2,0.541,0.0,0.0,0.0,3.3,6.2,0.5429999999999999,0.541,1.5,2.3,0.643,1.5,3.4,4.9,0.7,0.5,0.4,1.1,2.4,8.2,8.8,16.3,0.541,0.0,0.1,0.0,8.8,16.2,0.5429999999999999,4.0,6.2,0.643,4.1,8.8,12.9,1.9,1.3,1.0,3.0,6.3,21.6,109.0,108.0,Career,NBA,15.5,0.568,0.005,0.38,9.0,19.8,14.4,6.2,1.3,1.5,13.5,19.0,16.0,10.8,26.9,0.10300000000000001,-1.0,-0.6,-1.6,1.2,0,0,0
2474,Michael Wiley,wileymi01,94,13.7,3.0,5.3,0.561,0.0,0.1,0.0,3.0,5.2,0.569,0.561,1.4,2.0,0.7090000000000001,0.9,1.7,2.6,0.7,0.5,0.2,1.1,1.8,7.4,10.3,18.3,0.561,0.0,0.3,0.0,10.3,18.0,0.569,4.9,6.9,0.7090000000000001,3.3,5.8,9.0,2.3,1.8,0.8,3.6,6.1,25.4,112.0,111.0,Career,NBA,17.0,0.596,0.013999999999999999,0.38,8.0,14.4,11.2,7.2,1.8,1.0,14.6,21.4,2.3,0.6,2.9,0.107,0.5,-2.1,-1.6,0.1,0,0,0
2475,Morlon Wiley,wileymo01,295,13.0,1.4,3.5,0.41200000000000003,0.4,1.2,0.354,1.0,2.2,0.444,0.475,0.4,0.5,0.7070000000000001,0.3,0.9,1.2,2.4,0.8,0.1,1.1,1.5,3.7,5.3,13.0,0.41200000000000003,1.6,4.7,0.354,3.7,8.3,0.444,1.3,1.9,0.7070000000000001,1.1,3.2,4.3,9.1,3.1,0.2,3.9,5.6,13.7,99.0,111.0,Career,NBA,10.6,0.495,0.359,0.147,2.4,7.4,4.8,25.7,3.1,0.3,22.2,14.9,0.0,2.8,2.7,0.034,-1.9,-1.1,-3.0,-0.9,0,0,0
2476,Bob Wilkerson,wilkebo01,536,27.8,4.2,9.9,0.425,0.0,0.2,0.16699999999999998,4.2,9.8,0.428,0.426,1.7,2.2,0.7509999999999999,1.1,3.1,4.2,3.4,1.3,0.3,2.5,2.4,10.1,7.0,16.5,0.425,0.1,0.4,0.16699999999999998,7.0,16.3,0.428,2.8,3.7,0.7509999999999999,1.8,5.1,7.0,5.7,2.1,0.4,3.6,4.1,16.9,93.0,105.0,Career,NBA,11.1,0.46399999999999997,0.012,0.226,4.2,11.9,8.0,17.1,2.1,0.5,18.1,19.0,-4.7,13.0,8.2,0.027000000000000003,-2.1,0.3,-1.8,0.6,0,0,0
2477,Jamaal Wilkes,wilkeja01,828,32.9,7.5,15.1,0.499,0.0,0.1,0.135,7.5,15.0,0.501,0.5,2.6,3.5,0.759,2.0,4.2,6.2,2.5,1.3,0.3,2.1,2.8,17.7,10.4,20.9,0.499,0.0,0.2,0.135,10.4,20.8,0.501,3.7,4.8,0.759,2.7,5.8,8.6,3.4,1.8,0.4,2.0,3.8,24.5,110.0,103.0,Career,NBA,16.5,0.5329999999999999,0.004,0.231,6.5,12.9,9.8,10.2,1.8,0.5,11.0,22.5,43.5,27.8,71.3,0.125,0.9,-0.6,0.3,16.1,0,3,0
2478,James Wilkes,wilkeja02,114,13.4,2.0,4.2,0.46299999999999997,0.0,0.0,0.0,2.0,4.2,0.466,0.46299999999999997,0.9,1.2,0.723,0.9,1.5,2.4,0.9,0.5,0.3,0.9,1.9,4.8,7.0,15.1,0.46299999999999997,0.0,0.1,0.0,7.0,15.1,0.466,3.1,4.3,0.723,3.3,5.2,8.6,3.3,1.8,1.0,3.2,6.9,17.1,102.0,107.0,Career,NBA,11.2,0.502,0.006,0.28300000000000003,8.2,11.9,10.1,9.5,1.8,1.1,15.7,17.4,0.6,1.4,2.0,0.063,-1.9,-0.4,-2.3,-0.1,0,0,0
2479,Damien Wilkins,wilkida02,582,18.9,2.3,5.4,0.426,0.4,1.1,0.327,2.0,4.3,0.45,0.45799999999999996,1.2,1.6,0.7829999999999999,0.8,1.6,2.3,1.4,0.7,0.2,0.9,1.6,6.2,6.3,14.9,0.426,1.0,3.0,0.327,5.4,11.9,0.45,3.3,4.3,0.7829999999999999,2.1,4.3,6.4,3.8,2.0,0.6,2.5,4.5,17.0,103.0,111.0,Career,NBA,11.5,0.507,0.19899999999999998,0.28800000000000003,4.6,9.8,7.2,11.2,2.0,0.9,12.8,16.6,5.8,6.3,12.1,0.053,-1.4,-0.4,-1.8,0.7,0,0,0
2480,Dominique Wilkins,wilkido01,1074,35.5,9.3,20.1,0.461,0.7,2.1,0.319,8.6,18.0,0.478,0.478,5.6,6.9,0.8109999999999999,2.7,3.9,6.7,2.5,1.3,0.6,2.5,1.9,24.8,13.0,28.1,0.461,0.9,2.9,0.319,12.0,25.2,0.478,7.8,9.7,0.8109999999999999,3.8,5.5,9.3,3.5,1.8,0.8,3.5,2.7,34.7,112.0,108.0,Career,NBA,21.6,0.536,0.10300000000000001,0.345,8.5,12.5,10.4,12.1,1.8,1.0,9.7,30.3,82.3,35.1,117.5,0.14800000000000002,3.4,-1.1,2.3,41.8,0,9,7
2481,Eddie Lee Wilkins,wilkied01,322,11.8,1.9,3.9,0.47,0.0,0.0,0.0,1.9,3.9,0.474,0.47,1.1,1.9,0.564,1.2,1.9,3.1,0.2,0.3,0.2,0.9,1.9,4.8,7.6,16.2,0.47,0.0,0.1,0.0,7.6,16.1,0.474,4.4,7.8,0.564,5.1,7.7,12.8,0.8,1.1,0.8,3.7,7.8,19.6,97.0,109.0,Career,NBA,10.2,0.5,0.006999999999999999,0.478,11.9,18.0,15.0,2.3,1.1,0.9,15.8,19.9,-1.0,3.6,2.5,0.032,-4.2,-2.6,-6.8,-4.6,0,0,0
2482,Gerald Wilkins,wilkige01,900,29.0,5.3,11.7,0.45,0.5,1.5,0.316,4.8,10.3,0.469,0.47,2.0,2.7,0.745,1.1,1.9,2.9,3.0,1.0,0.2,1.9,2.1,13.0,9.1,20.3,0.45,0.8,2.5,0.316,8.3,17.8,0.469,3.5,4.7,0.745,1.9,3.2,5.1,5.2,1.7,0.4,3.2,3.6,22.6,103.0,109.0,Career,NBA,13.0,0.504,0.125,0.23,4.2,7.3,5.8,16.1,1.7,0.5,12.7,21.8,12.9,21.1,33.9,0.062,-0.4,-0.8,-1.1,5.6,0,0,0
2483,Jeff Wilkins,wilkije01,454,22.0,3.3,7.2,0.45899999999999996,0.0,0.0,0.0,3.3,7.2,0.46,0.45899999999999996,1.3,1.7,0.743,1.3,4.4,5.7,1.0,0.4,0.5,1.4,2.6,7.9,6.9,15.0,0.45899999999999996,0.0,0.0,0.0,6.9,15.0,0.46,2.6,3.5,0.743,2.7,9.1,11.8,2.1,0.8,1.1,2.9,5.5,16.4,97.0,107.0,Career,NBA,10.5,0.495,0.003,0.23600000000000002,6.5,20.7,13.7,6.2,0.8,1.3,14.9,16.9,-1.4,10.3,8.8,0.042,-3.6,-0.3,-3.9,-4.8,0,0,0
2484,Dale Wilkinson,wilkida01,12,3.8,0.3,1.3,0.25,0.0,0.1,0.0,0.3,1.3,0.267,0.25,0.5,0.6,0.857,0.1,0.3,0.3,0.2,0.0,0.0,0.3,0.8,1.2,4.2,16.8,0.25,0.0,1.1,0.0,4.2,15.8,0.267,6.3,7.4,0.857,1.1,3.2,4.2,2.1,0.0,0.0,4.2,10.5,14.7,75.0,115.0,Career,NBA,-1.3,0.36700000000000005,0.063,0.43799999999999994,2.5,7.2,4.8,5.6,0.0,0.0,17.3,20.8,-0.1,0.0,-0.1,-0.124,-9.0,-4.4,-13.4,-0.1,0,0,0
2485,Mike Wilks,wilksmi01,233,9.6,0.9,2.3,0.402,0.1,0.5,0.321,0.8,1.9,0.42200000000000004,0.433,0.5,0.7,0.741,0.2,0.7,1.0,1.2,0.4,0.0,0.5,0.9,2.5,5.1,12.7,0.402,0.8,2.5,0.321,4.3,10.2,0.42200000000000004,2.9,3.9,0.741,1.3,4.0,5.4,6.4,1.9,0.2,2.7,5.0,13.9,101.0,108.0,Career,NBA,10.0,0.48200000000000004,0.196,0.307,3.0,8.8,5.9,18.5,1.9,0.3,16.0,14.9,0.9,1.6,2.5,0.053,-2.4,-1.1,-3.5,-0.8,0,0,0
2486,Aaron Williams,williaa01,715,16.8,2.2,4.5,0.493,0.0,0.0,0.063,2.2,4.4,0.495,0.493,1.4,1.8,0.74,1.4,2.5,3.9,0.7,0.4,0.8,0.9,2.4,5.8,6.9,14.0,0.493,0.0,0.1,0.063,6.9,13.9,0.495,4.3,5.8,0.74,4.5,7.8,12.3,2.1,1.2,2.4,2.9,7.7,18.1,107.0,102.0,Career,NBA,13.9,0.546,0.005,0.413,9.7,17.3,13.5,6.7,1.2,3.4,15.0,16.8,13.7,15.0,28.7,0.115,-2.0,0.9,-1.1,2.8,0,0,0
2487,Alvin Williams,willial02,460,27.4,3.6,8.6,0.42100000000000004,0.5,1.4,0.313,3.2,7.1,0.44299999999999995,0.44799999999999995,1.4,1.8,0.76,0.5,1.9,2.5,4.1,1.2,0.2,1.4,2.0,9.0,7.1,16.8,0.42100000000000004,0.9,2.8,0.313,6.2,14.0,0.44299999999999995,2.7,3.5,0.76,1.1,3.8,4.8,8.0,2.3,0.5,2.6,3.8,17.7,103.0,106.0,Career,NBA,13.7,0.483,0.168,0.20800000000000002,2.2,8.2,5.2,25.1,2.3,0.6,12.6,17.9,11.5,10.2,21.7,0.08199999999999999,-0.2,-0.7,-0.9,3.6,0,0,0
2488,Brandon Williams,willibr01,18,9.1,0.9,3.2,0.298,0.2,0.6,0.3,0.8,2.6,0.298,0.325,0.2,0.4,0.5,0.4,0.6,1.0,0.2,0.4,0.2,0.7,1.2,2.3,5.5,18.4,0.298,1.0,3.2,0.3,4.5,15.2,0.298,1.3,2.6,0.5,2.3,3.5,5.8,1.0,2.6,1.0,3.9,7.1,13.2,68.0,106.0,Career,NBA,1.9,0.33899999999999997,0.175,0.14,4.7,7.4,6.0,3.1,2.6,1.3,16.5,19.6,-0.5,0.1,-0.4,-0.114,-8.3,-1.0,-9.3,-0.3,0,0,0
2489,Buck Williams,willibu01,1307,32.5,4.9,8.9,0.5489999999999999,0.0,0.0,0.16699999999999998,4.9,8.9,0.55,0.5489999999999999,3.0,4.6,0.664,3.5,6.5,10.0,1.3,0.8,0.8,2.1,3.3,12.8,7.2,13.2,0.5489999999999999,0.0,0.0,0.16699999999999998,7.2,13.2,0.55,4.5,6.8,0.664,5.1,9.6,14.7,1.9,1.2,1.2,3.2,4.8,19.0,112.0,104.0,Career,NBA,15.3,0.5870000000000001,0.003,0.513,11.8,22.8,17.2,5.5,1.2,1.6,16.3,16.4,58.3,61.8,120.1,0.136,-0.1,1.3,1.2,34.8,0,3,1
2490,Corey Williams,willico01,39,7.4,0.9,2.5,0.36700000000000005,0.0,0.1,0.25,0.9,2.4,0.37200000000000005,0.37200000000000005,0.5,0.6,0.826,0.5,0.4,0.9,0.7,0.2,0.1,0.3,0.8,2.4,6.5,17.6,0.36700000000000005,0.2,0.7,0.25,6.3,16.9,0.37200000000000005,3.4,4.1,0.826,3.6,3.1,6.6,5.2,1.1,0.4,2.3,5.4,16.5,101.0,111.0,Career,NBA,9.1,0.425,0.040999999999999995,0.235,7.8,7.0,7.4,13.9,1.1,0.5,10.7,18.2,0.0,0.2,0.2,0.037000000000000005,-3.2,-2.4,-5.6,-0.3,0,0,0
2491,Deron Williams,willide01,845,34.2,5.8,13.0,0.445,1.4,3.9,0.35700000000000004,4.4,9.1,0.48200000000000004,0.498,3.4,4.1,0.8220000000000001,0.4,2.7,3.1,8.1,1.0,0.2,2.8,2.5,16.3,8.8,19.9,0.445,2.1,6.0,0.35700000000000004,6.7,13.9,0.48200000000000004,5.2,6.3,0.8220000000000001,0.6,4.1,4.7,12.4,1.6,0.4,4.4,3.9,25.0,112.0,110.0,Career,NBA,18.2,0.552,0.301,0.319,1.4,9.3,5.4,39.5,1.6,0.6,16.1,23.5,58.4,18.9,77.3,0.129,3.2,-2.0,1.3,23.8,0,3,2
2492,Derrick Williams,willide02,428,20.7,3.1,7.2,0.434,0.6,2.0,0.3,2.5,5.2,0.484,0.475,2.1,3.0,0.71,0.8,3.1,4.0,0.7,0.5,0.3,0.9,1.2,8.9,7.7,17.6,0.434,1.4,4.8,0.3,6.2,12.8,0.484,5.2,7.3,0.71,2.0,7.7,9.7,1.7,1.1,0.6,2.3,3.1,21.9,105.0,108.0,Career,NBA,13.4,0.526,0.273,0.414,4.4,17.0,10.7,5.4,1.1,0.9,9.9,20.2,7.2,6.8,14.1,0.076,-1.6,-1.6,-3.2,-2.6,0,0,0
2493,Duck Williams,willidu01,77,23.3,3.0,6.7,0.447,0.0,0.2,0.0,3.0,6.6,0.45799999999999996,0.447,0.5,0.8,0.7,0.3,1.1,1.4,2.4,1.3,0.1,1.4,2.2,6.6,6.4,14.2,0.447,0.0,0.3,0.0,6.4,13.9,0.45799999999999996,1.2,1.6,0.7,0.6,2.3,2.9,5.0,2.7,0.3,2.9,4.6,13.9,91.0,111.0,Career,NBA,8.6,0.46399999999999997,0.023,0.11599999999999999,1.4,5.3,3.5,14.1,2.7,0.3,16.4,15.6,-0.9,0.6,-0.3,-0.009000000000000001,-3.2,-1.3,-4.4,-1.1,0,0,0
2494,Elliot Williams,williel01,109,13.5,1.8,4.2,0.42100000000000004,0.5,1.6,0.31,1.3,2.6,0.489,0.48,0.9,1.3,0.669,0.3,1.1,1.5,0.9,0.4,0.1,0.7,1.4,4.9,6.5,15.3,0.42100000000000004,1.8,5.8,0.31,4.7,9.5,0.489,3.2,4.9,0.669,1.3,4.1,5.4,3.1,1.5,0.2,2.6,5.3,18.0,99.0,112.0,Career,NBA,9.5,0.515,0.38,0.317,2.7,9.5,6.0,9.8,1.5,0.3,13.0,17.6,0.2,0.5,0.7,0.024,-2.6,-2.7,-5.3,-1.2,0,0,0
2495,Eric Williams,willier01,658,23.9,2.8,6.8,0.415,0.3,1.0,0.318,2.5,5.8,0.433,0.44,2.6,3.5,0.736,1.1,2.2,3.3,1.4,0.8,0.2,1.2,2.4,8.6,6.1,14.8,0.415,0.7,2.3,0.318,5.4,12.5,0.433,5.6,7.6,0.736,2.3,4.7,7.0,3.1,1.8,0.3,2.6,5.2,18.5,104.0,108.0,Career,NBA,11.7,0.513,0.153,0.512,4.9,10.7,7.7,9.7,1.8,0.5,12.5,17.9,12.6,10.5,23.2,0.071,-1.6,-0.8,-2.4,-1.8,0,0,0
2496,Fly Williams,willifl01,71,17.5,4.2,9.1,0.462,0.0,0.2,0.14300000000000002,4.2,8.9,0.469,0.46299999999999997,1.0,1.4,0.6829999999999999,1.0,1.5,2.5,2.0,0.9,0.1,2.5,2.2,9.4,10.9,23.6,0.462,0.1,0.5,0.14300000000000002,10.8,23.1,0.469,2.5,3.7,0.6829999999999999,2.6,4.0,6.6,5.2,2.3,0.4,6.5,5.7,24.4,90.0,107.0,Career,ABA,11.8,0.484,0.022000000000000002,0.157,5.7,9.0,7.3,16.6,2.3,0.4,20.5,26.5,-1.2,0.9,-0.3,-0.013999999999999999,-2.7,-1.6,-4.3,-0.7,0,0,0
2497,Frank Williams,willifr02,86,11.1,1.1,3.0,0.35200000000000004,0.3,0.9,0.3,0.8,2.1,0.376,0.39799999999999996,0.5,0.6,0.833,0.2,0.7,0.9,1.9,0.4,0.1,1.0,1.0,2.9,5.2,14.6,0.35200000000000004,1.3,4.5,0.3,3.8,10.1,0.376,2.5,3.0,0.833,0.7,3.6,4.3,9.3,1.9,0.6,4.7,4.9,14.2,89.0,106.0,Career,NBA,9.2,0.444,0.307,0.207,1.6,7.7,4.7,27.6,1.9,0.9,22.6,17.9,-0.6,0.7,0.1,0.003,-3.3,-1.7,-5.0,-0.7,0,0,0
2498,Freeman Williams,willifr01,323,20.5,6.1,13.0,0.467,0.5,1.5,0.331,5.7,11.8,0.48,0.48200000000000004,2.1,2.6,0.8240000000000001,0.8,0.8,1.6,1.6,0.8,0.1,1.8,1.7,14.7,14.0,29.9,0.467,1.1,3.4,0.331,13.1,27.2,0.48,4.9,6.0,0.8240000000000001,1.8,1.8,3.6,3.7,1.8,0.1,4.1,3.8,33.8,104.0,112.0,Career,NBA,17.9,0.519,0.091,0.2,4.2,4.4,4.3,13.2,1.8,0.1,11.1,31.2,8.4,1.6,10.0,0.07200000000000001,1.2,-4.4,-3.2,-2.1,0,0,0
2499,Gus Williams,willigu01,825,31.1,7.0,15.2,0.461,0.2,0.9,0.23800000000000002,6.9,14.7,0.469,0.465,2.9,3.8,0.7559999999999999,1.0,1.7,2.7,5.6,2.0,0.4,2.5,2.0,17.1,10.6,23.0,0.461,0.3,1.3,0.23800000000000002,10.4,22.2,0.469,4.4,5.8,0.7559999999999999,1.5,2.6,4.1,8.4,3.0,0.5,3.0,3.0,25.8,106.0,102.0,Career,NBA,18.5,0.505,0.036000000000000004,0.252,3.4,5.8,4.6,27.1,3.0,0.6,11.9,25.5,34.5,33.4,67.9,0.127,2.1,-0.2,1.9,25.5,0,2,2
2500,Guy Williams,willigu02,26,5.5,1.2,2.6,0.456,0.0,0.2,0.25,1.2,2.5,0.469,0.46299999999999997,0.2,0.4,0.455,0.6,0.7,1.3,0.3,0.2,0.2,0.3,0.9,2.6,10.2,22.5,0.456,0.3,1.3,0.25,9.9,21.1,0.469,1.7,3.6,0.455,5.0,5.9,10.9,3.0,2.0,1.3,2.6,7.9,22.5,97.0,105.0,Career,NBA,13.6,0.467,0.059000000000000004,0.162,11.2,14.1,12.6,9.7,2.0,1.6,9.9,23.2,0.0,0.2,0.2,0.055,-2.1,-1.0,-3.1,0.0,0,0,0
2501,Hank Williams,williha01,39,11.6,1.8,4.2,0.436,0.1,0.6,0.136,1.7,3.6,0.48200000000000004,0.445,0.5,0.6,0.7829999999999999,0.8,1.5,2.3,0.6,0.4,0.1,0.8,1.9,4.2,7.7,17.6,0.436,0.3,2.4,0.136,7.3,15.2,0.48200000000000004,1.9,2.5,0.7829999999999999,3.3,6.3,9.6,2.7,1.5,0.4,3.5,7.9,17.6,95.0,105.0,Career,ABA,9.6,0.47100000000000003,0.135,0.141,7.5,12.8,10.3,8.1,1.5,0.5,15.6,18.8,-0.1,0.5,0.4,0.042,-2.5,-0.8,-3.3,-0.2,0,0,0
2502,Herb Williams,willihe01,1102,25.8,4.6,9.8,0.467,0.0,0.1,0.095,4.6,9.7,0.47,0.46799999999999997,1.7,2.4,0.696,1.5,4.4,5.9,1.7,0.5,1.5,1.8,2.6,10.8,8.6,18.4,0.467,0.0,0.1,0.095,8.6,18.3,0.47,3.2,4.6,0.696,2.8,8.4,11.1,3.2,1.0,2.7,3.3,4.9,20.4,99.0,105.0,Career,NBA,13.6,0.499,0.008,0.248,6.2,18.9,12.5,9.7,1.0,3.4,13.9,20.3,-1.2,37.3,36.1,0.061,-2.6,1.5,-1.1,6.7,0,0,0
