,Name,link,Year,Age,Team,League,Position,Games Played,TotalMin,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,blank,OWS,DWS,WS,WS/48,blank,OBPM,DBPM,BPM,VORP
2451,Kevon Looney,looneke01,2015-16,19,GSW,NBA,PF,5,21,18.6,.643,.286,.000,21.8,29.1,25.6,0.0,0.0,0.0,12.5,16.5,,0.1,0.0,0.1,.192,,-1.2,-8.2,-9.5,0.0
2452,Brook Lopez,lopezbr01,2008-09,20,NJN,NBA,C,82,2501,17.9,.568,.002,.257,10.6,21.2,15.8,6.2,0.9,4.9,13.5,20.3,,3.2,2.7,5.8,.112,,-1.2,1.2,0.0,1.2
2453,Felipe Lopez,lopezfe01,1998-99,24,VAN,NBA,SG,47,1218,11.8,.498,.116,.356,6.6,9.5,8.0,9.5,2.2,0.9,15.8,19.6,,0.3,0.2,0.5,.021,,-1.4,-1.1,-2.5,-0.2
2454,Raul Lopez,lopezra01,2003-04,23,UTA,NBA,PG,82,1617,12.0,.503,.164,.226,1.8,10.2,5.9,34.8,2.1,0.1,23.4,21.4,,0.1,1.2,1.4,.041,,-1.2,-2.3,-3.5,-0.6
2455,Robin Lopez,lopezro01,2008-09,20,PHO,NBA,C,60,614,11.6,.566,.007,.496,10.3,12.1,11.2,1.8,0.9,4.9,14.4,14.0,,0.6,0.4,1.1,.083,,-2.1,-0.2,-2.3,0.0
2456,Ryan Lorthridge,lorthry01,1994-95,22,GSW,NBA,SG,37,672,12.9,.520,.063,.395,3.9,7.8,5.8,23.1,2.0,0.1,17.9,20.0,,0.2,0.2,0.4,.032,,-2.0,-1.7,-3.7,-0.3
2461,Kevin Love,loveke01,2008-09,20,MIN,NBA,C,81,2048,18.3,.538,.028,.488,15.1,27.3,21.0,6.8,0.9,1.9,12.4,21.0,,3.4,1.9,5.3,.124,,-0.7,-0.4,-1.1,0.5
2462,Stan Love,lovest01,1971-72,22,BAL,NBA,PF,74,1327,12.8,.491,,.261,,,12.0,5.6,,,,,,0.9,1.3,2.2,.079,,,,,
2464,Sidney Lowe,lowesi01,1983-84,24,IND,NBA,PG,78,1238,12.2,.506,.069,.537,2.7,8.2,5.4,27.7,3.5,0.2,24.9,14.2,,0.1,1.6,1.7,.066,,-2.9,0.3,-2.6,-0.2
2466,Kyle Lowry,lowryky01,2006-07,20,MEM,NBA,PG,10,175,18.3,.556,.211,.737,8.2,13.0,10.6,27.3,4.1,0.4,19.3,16.1,,0.4,0.2,0.5,.148,,2.3,1.0,3.3,0.2
2469,John Lucas,lucasjo01,1976-77,23,HOU,NBA,SG,82,2531,15.0,.512,,.210,2.5,6.8,4.7,24.7,2.3,0.4,,,,3.6,1.2,4.8,.091,,1.2,-0.6,0.6,1.7
2470,Kalin Lucas,lucaska01,2014-15,25,MEM,NBA,PG,1,6,-0.7,.000,.000,.000,0.0,0.0,0.0,0.0,8.7,0.0,0.0,7.6,,0.0,0.0,0.0,-0.057,,-7.9,6.6,-1.3,0.0
2471,Maurice Lucas,lucasma01,1974-75,22,SSL,ABA,C,80,2464,16.4,.510,.010,.244,11.2,22.1,16.5,15.5,1.6,1.4,16.7,19.2,,2.8,2.7,5.5,.108,,0.4,1.1,1.6,2.2
2472,John Lucas III,lucasjo02,2005-06,23,HOU,NBA,PG,13,107,7.7,.417,.250,.000,2.2,3.2,2.7,20.3,2.5,0.0,16.3,19.2,,-0.2,0.1,-0.1,-0.027,,-4.9,-2.0,-7.0,-0.1
2474,Tyronn Lue,luety01,1998-99,21,LAL,NBA,PG,15,188,11.2,.505,.246,.323,1.3,2.4,1.9,21.6,1.4,0.0,12.9,20.4,,0.2,0.0,0.2,.062,,-0.6,-5.1,-5.7,-0.2
2479,Timothe Luwawu-Cabarrot,luwawti01,2016-17,21,PHI,NBA,SF,69,1190,8.5,.536,.446,.341,2.3,11.5,6.9,9.6,1.3,0.7,15.0,17.8,,0.0,0.8,0.8,.034,,-2.8,-1.2,-4.0,-0.6
2480,Tyler Lydon,lydonty01,2017-18,21,DEN,NBA,PF,1,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.016,,-5.6,-0.9,-6.5,0.0
2481,Trey Lyles,lylestr01,2015-16,20,UTA,NBA,PF,80,1382,11.6,.517,.294,.188,5.0,20.2,12.6,7.1,1.0,1.1,12.1,17.9,,0.6,1.7,2.3,.079,,-2.4,-0.4,-2.8,-0.3
2483,George Lynch,lynchge01,1993-94,23,LAL,NBA,SF,71,1762,16.1,.527,.009,.290,13.0,12.2,12.6,8.2,2.9,1.0,11.9,17.5,,2.4,1.5,3.9,.107,,0.9,0.5,1.5,1.5
2484,Kevin Lynch,lynchke01,1991-92,23,CHH,NBA,SG,55,819,7.7,.460,.036,.206,3.9,7.3,5.6,12.7,2.1,0.6,15.3,14.2,,-0.3,0.4,0.2,.011,,-3.6,-0.6,-4.1,-0.4
2487,Sheldon Mac,mcclesh01,2016-17,24,WAS,NBA,SG,30,287,10.1,.518,.400,.360,1.6,11.7,6.7,7.0,1.4,0.6,5.4,14.0,,0.3,0.2,0.5,.076,,-2.1,-1.4,-3.6,-0.1
2490,Todd MacCulloch,maccuto01,1999-00,24,PHI,NBA,C,56,528,16.1,.557,.000,.335,9.9,20.8,15.3,4.2,1.1,5.1,12.3,17.5,,0.7,1.0,1.7,.150,,-2.3,1.5,-0.8,0.2
2492,Scott Machado,machasc01,2012-13,22,HOU,NBA,PG,6,21,6.0,.581,.167,.333,0.0,5.3,2.7,44.2,4.8,0.0,53.8,31.0,,-0.1,0.0,-0.1,-0.230,,-12.2,-2.9,-15.1,-0.1
2493,Arvydas Macijauskas,macijar01,2005-06,26,NOK,NBA,SG,19,135,8.3,.462,.293,.366,2.6,6.3,4.4,6.1,2.8,0.0,14.4,19.2,,-0.1,0.1,0.0,-0.001,,-3.8,-1.5,-5.3,-0.1
2494,Ollie Mack,mackol01,1979-80,22,TOT,NBA,SG,50,681,10.9,.528,.025,.256,5.5,6.1,5.8,10.4,1.7,0.2,13.6,15.3,,0.6,0.4,1.0,.067,,-1.1,-1.3,-2.4,-0.1
2495,Sam Mack,macksa01,1992-93,22,SAS,NBA,SF,40,267,13.7,.495,.186,.492,8.1,12.3,10.3,8.5,2.6,1.2,13.3,27.3,,0.0,0.4,0.3,.060,,-2.0,-1.5,-3.4,-0.1
2496,Shelvin Mack,macksh01,2011-12,21,WAS,NBA,PG,64,779,11.9,.468,.191,.268,1.7,11.7,6.7,26.0,1.9,0.2,16.3,16.9,,0.2,0.5,0.7,.042,,-2.2,-1.8,-3.9,-0.4
2497,Malcolm Mackey,mackema01,1993-94,23,PHO,NBA,C,22,69,12.6,.395,.054,.216,19.8,19.4,19.6,2.2,0.0,2.7,4.7,25.8,,0.0,0.1,0.1,.036,,-4.7,-5.9,-10.7,-0.2
2498,Rudy Macklin,macklru01,1981-82,23,ATL,NBA,SF,79,1516,9.3,.495,.006,.357,8.4,11.2,9.8,4.6,1.3,0.8,16.7,19.2,,-0.4,1.8,1.4,.043,,-3.1,-0.5,-3.6,-0.6
2499,Vernon Macklin,macklve01,2011-12,25,DET,NBA,C,23,135,18.2,.559,.000,.400,12.0,18.3,15.0,6.4,1.6,2.3,6.8,15.1,,0.3,0.1,0.5,.161,,-0.2,-0.5,-0.6,0.0
2501,Don MacLean,macledo01,1992-93,23,WSB,NBA,PF,62,674,14.0,.497,.017,.307,5.4,15.2,10.2,9.6,0.8,0.4,9.3,28.5,,0.1,0.3,0.4,.030,,-3.2,-4.2,-7.4,-0.9
2502,Mark Macon,maconma01,1991-92,22,DEN,NBA,SG,76,2304,8.3,.415,.034,.208,3.5,6.9,5.1,10.7,3.3,0.4,13.8,19.8,,-3.1,2.3,-0.8,-0.016,,-4.0,0.6,-3.4,-0.8
2503,Kyle Macy,macyky01,1980-81,23,PHO,NBA,PG,82,1469,14.5,.567,.096,.224,3.4,6.5,5.0,15.1,2.4,0.2,14.0,18.0,,2.3,2.2,4.5,.148,,0.1,-0.3,-0.2,0.7
2505,Tito Maddox,maddoti01,2002-03,21,HOU,NBA,SG,9,35,11.2,.354,.250,.667,3.4,19.3,11.5,22.8,4.6,2.0,16.2,24.4,,-0.1,0.1,0.0,-0.011,,-4.7,2.5,-2.2,0.0
2506,Gerald Madkins,madkige01,1993-94,24,CLE,NBA,SG,22,149,7.4,.494,.484,.323,0.8,7.8,4.3,17.8,3.2,0.0,26.9,14.6,,-0.1,0.2,0.1,.019,,-3.7,-0.6,-4.3,-0.1
2507,Mark Madsen,madsema01,2000-01,25,LAL,NBA,PF,70,641,9.2,.530,.009,.327,13.2,13.6,13.4,5.4,0.7,0.9,17.3,10.9,,0.8,0.3,1.1,.085,,-1.4,-1.4,-2.8,-0.1
2509,Josh Magette,magetjo01,2017-18,28,ATL,NBA,PG,17,197,11.6,.450,.500,.190,1.1,9.1,5.1,38.4,1.7,0.0,16.5,12.1,,0.3,0.1,0.3,.084,,-2.5,-3.5,-6.0,-0.2
2510,Corey Maggette,maggeco01,1999-00,20,ORL,NBA,SF,77,1370,14.1,.553,.023,.557,9.8,14.3,12.0,7.0,0.9,1.3,19.1,22.1,,1.2,1.4,2.6,.091,,-1.5,-0.8,-2.3,-0.1
2511,Dave Magley,magleda01,1982-83,23,CLE,NBA,SF,14,56,3.9,.307,.063,.500,4.0,16.7,10.2,4.8,1.8,0.0,9.3,16.1,,-0.1,0.0,-0.1,-0.066,,-7.6,-1.4,-8.9,-0.1
2512,Jamaal Magloire,magloja01,2000-01,22,CHH,NBA,C,74,1095,13.4,.506,.007,.535,10.8,19.9,15.4,4.2,0.9,5.2,15.4,16.7,,0.6,2.0,2.6,.114,,-4.2,1.4,-2.8,-0.2
2514,Ian Mahinmi,mahinia01,2007-08,21,SAS,NBA,C,6,23,35.3,.658,.000,.750,0.0,25.3,12.8,9.0,0.0,13.2,11.1,37.4,,0.1,0.1,0.2,.372,,-0.9,3.3,2.3,0.0
2518,Rick Mahorn,mahorri01,1980-81,22,WSB,NBA,PF,52,696,13.6,.526,.000,.183,10.0,22.5,16.2,4.9,1.4,3.4,13.8,15.8,,0.4,1.3,1.8,.123,,-2.4,2.4,0.0,0.4
2519,Dan Majerle,majerda01,1988-89,23,PHO,NBA,SG,54,1354,11.3,.479,.190,.294,5.1,11.1,8.2,11.8,2.1,0.6,9.0,15.7,,0.9,1.7,2.5,.090,,-0.1,1.3,1.2,1.1
2520,Renaldo Major,majorre01,2006-07,24,GSW,NBA,PF,1,27,-3.7,.230,.000,.200,0.0,8.3,4.1,0.0,3.6,0.0,8.4,18.7,,-0.1,0.0,-0.1,-0.196,,-13.0,-2.3,-15.2,-0.1
2521,Thon Maker,makerth01,2016-17,19,MIL,NBA,C,57,562,14.0,.558,.409,.271,8.4,15.2,11.8,6.2,0.9,4.1,7.7,17.8,,0.8,0.5,1.3,.113,,-0.5,-1.0,-1.5,0.1
2523,Jeff Malone,malonje01,1983-84,22,WSB,NBA,SG,81,1976,11.3,.494,.081,.187,3.4,5.8,4.6,12.1,0.6,0.4,10.0,23.8,,0.2,1.1,1.3,.032,,-2.0,-2.7,-4.7,-1.3
2524,Karl Malone,malonka01,1985-86,22,UTA,NBA,PF,81,2475,13.7,.504,.002,.399,7.8,23.6,15.8,14.2,2.0,1.0,18.9,24.1,,-2.4,4.3,1.9,.036,,-2.4,2.0,-0.5,1.0
2525,Moses Malone,malonmo01,1974-75,19,UTS,ABA,C,83,3205,19.6,.601,.001,.571,15.5,23.6,19.7,3.9,1.3,2.2,19.8,20.9,,5.1,5.1,10.2,.153,,1.2,0.8,2.0,3.2
2526,Matt Maloney,malonma01,1996-97,25,HOU,NBA,PG,82,2386,12.3,.585,.620,.151,1.0,6.5,3.9,19.5,1.8,0.0,15.7,14.8,,3.2,2.1,5.3,.107,,0.9,-1.1,-0.1,1.1
2527,Steve Malovic,malovst01,1979-80,23,TOT,NBA,PF,39,445,7.2,.507,.000,.403,8.4,12.3,10.3,6.9,0.8,0.7,22.6,9.0,,0.1,0.1,0.3,.027,,-3.0,-0.7,-3.7,-0.2
2532,Danny Manning,mannida01,1988-89,22,LAC,NBA,PF,26,950,13.4,.538,.014,.288,7.9,11.3,9.6,12.2,2.1,1.5,18.7,20.6,,0.0,0.7,0.7,.034,,-1.0,0.5,-0.5,0.4
2533,Ed Manning,mannied01,1967-68,24,BAL,NBA,PF,71,951,11.0,.469,,.382,,,,4.1,,,,,,0.2,1.2,1.4,.071,,,,,
2535,Rich Manning,manniri01,1995-96,25,VAN,NBA,PF,29,311,7.6,.449,.009,.124,5.8,15.2,10.4,4.2,0.5,1.5,12.5,20.0,,-0.4,0.2,-0.2,-0.035,,-7.3,-2.3,-9.6,-0.6
2536,Pace Mannion,mannipa01,1983-84,23,GSW,NBA,SF,57,469,8.5,.444,.103,.183,5.0,9.0,6.8,12.8,2.5,0.2,14.5,13.2,,0.0,0.4,0.4,.040,,-3.1,-0.4,-3.5,-0.2
2538,Pete Maravich,maravpe01,1970-71,23,ATL,NBA,SG,81,2926,17.8,.512,,.313,,,4.6,18.3,,,,,,5.2,1.0,6.2,.102,,,,,
2540,Devyn Marble,marblde01,2014-15,22,ORL,NBA,SG,16,208,5.9,.362,.500,.364,2.7,14.4,8.4,11.5,2.2,0.8,15.0,13.1,,-0.3,0.2,-0.1,-0.031,,-4.7,0.2,-4.5,-0.1
2541,Roy Marble,marblro01,1989-90,23,ATL,NBA,SG,24,162,5.5,.360,.034,.500,10.4,6.6,8.5,8.9,2.2,0.4,16.5,21.9,,-0.4,0.1,-0.3,-0.089,,-5.1,-2.0,-7.1,-0.2
2542,Stephon Marbury,marbust01,1996-97,19,MIN,NBA,PG,67,2324,16.1,.519,.331,.387,2.8,6.6,4.7,38.1,1.5,0.6,17.1,24.2,,2.5,1.2,3.7,.077,,2.0,-3.0,-1.0,0.6
2543,Sarunas Marciulionis,marcisa01,1989-90,25,GSW,NBA,SG,75,1695,15.5,.616,.070,.724,5.6,8.2,7.0,10.0,2.5,0.2,15.7,20.5,,3.1,0.7,3.8,.107,,1.2,-1.5,-0.3,0.7
2546,Shawn Marion,mariosh01,1999-00,21,PHO,NBA,SF,51,1260,17.1,.511,.047,.180,9.5,19.7,14.7,9.1,1.5,3.0,9.1,19.6,,1.7,2.4,4.1,.158,,-0.9,1.8,0.9,0.9
2547,Boban Marjanovic,marjabo01,2015-16,27,SAS,NBA,C,54,508,27.7,.662,.000,.655,16.9,26.2,21.7,6.6,1.2,3.5,11.5,22.8,,2.3,1.2,3.4,.325,,2.7,0.9,3.6,0.7
2548,Lauri Markkanen,markkla01,2017-18,20,CHI,NBA,PF,64,1925,15.0,.547,.467,.188,3.9,23.6,13.4,6.2,0.9,1.7,8.3,21.6,,1.3,1.6,2.9,.073,,-0.9,-1.2,-2.1,0.0
2549,Damir Markota,markoda01,2006-07,21,MIL,NBA,PF,30,170,5.0,.449,.308,.212,7.5,14.0,10.7,5.2,0.9,0.5,20.9,19.1,,-0.3,0.0,-0.2,-0.070,,-5.7,-3.3,-9.0,-0.3
2550,Sean Marks,marksse01,1998-99,23,TOR,NBA,PF,8,28,7.8,.619,.000,.250,0.0,4.2,2.1,0.0,1.9,0.0,25.3,19.2,,0.0,0.0,0.0,-0.036,,-5.7,-4.6,-10.3,-0.1
2554,Donny Marshall,marshdo02,1995-96,23,CLE,NBA,SF,34,208,10.5,.462,.441,.515,5.7,11.1,8.3,5.8,2.2,0.9,7.7,22.0,,0.0,0.2,0.2,.051,,-2.8,-2.7,-5.5,-0.2
2555,Donyell Marshall,marshdo01,1994-95,21,TOT,NBA,SF,72,2086,12.5,.465,.277,.253,7.6,15.0,11.3,8.6,1.1,3.0,10.6,22.9,,-0.9,1.2,0.3,.007,,-2.2,-0.7,-2.9,-0.5
2556,Kendall Marshall,marshke01,2012-13,21,PHO,NBA,PG,48,702,7.8,.455,.483,.093,0.6,6.3,3.4,29.4,1.6,0.4,26.6,13.6,,-0.4,0.2,-0.2,-0.012,,-4.1,-3.2,-7.3,-0.9
2557,Rawle Marshall,marshra01,2005-06,23,DAL,NBA,SF,23,241,10.1,.488,.050,.483,4.1,11.3,7.7,6.5,1.8,2.2,17.1,17.0,,-0.1,0.3,0.2,.043,,-3.7,0.2,-3.5,-0.1
2560,Bill Martin,martibi01,1985-86,23,IND,NBA,SF,66,691,11.5,.516,.027,.181,6.6,9.4,8.0,11.3,1.4,0.6,15.3,22.6,,0.0,0.7,0.6,.045,,-2.3,-1.5,-3.8,-0.3
2561,Bob Martin,martibo01,1993-94,24,LAC,NBA,C,53,535,6.9,.503,.000,.580,7.2,15.9,11.6,4.1,0.7,3.7,20.8,10.8,,-0.1,0.4,0.3,.030,,-5.2,0.7,-4.5,-0.3
2562,Brian Martin,martibr01,1985-86,23,TOT,NBA,SF-PF,8,21,-1.6,.381,.000,.286,5.5,17.3,11.3,0.0,0.0,2.9,20.2,19.0,,-0.1,0.0,-0.1,-0.132,,-11.5,-4.3,-15.8,-0.1
2563,Cartier Martin,martica01,2008-09,24,CHA,NBA,SF,33,266,9.2,.489,.429,.325,3.3,12.0,7.7,8.0,1.6,1.2,9.3,17.2,,0.1,0.3,0.4,.070,,-2.7,-0.9,-3.5,-0.1
2564,Cuonzo Martin,marticu01,1995-96,24,VAN,NBA,SG,4,19,20.6,.765,.600,.400,6.0,6.4,6.2,19.5,2.8,0.0,14.5,16.5,,0.1,0.0,0.1,.170,,5.0,-2.0,3.0,0.0
2565,Darrick Martin,martida01,1994-95,23,MIN,NBA,PG,34,803,10.3,.485,.163,.279,2.2,7.6,4.9,28.2,2.2,0.0,19.2,18.4,,-0.2,0.3,0.1,.004,,-2.6,-2.4,-4.9,-0.6
2568,Fernando Martin,martife01,1986-87,24,POR,NBA,C,24,146,-0.9,.307,.032,.355,6.3,15.0,10.7,7.2,2.2,0.4,35.8,15.0,,-0.6,0.2,-0.4,-0.144,,-9.5,0.8,-8.7,-0.2
2569,Jarell Martin,martija01,2015-16,21,MEM,NBA,PF,27,380,14.0,.534,.017,.534,11.2,14.7,12.9,6.4,1.1,1.7,11.7,19.2,,0.5,0.2,0.8,.100,,-1.6,-1.6,-3.2,-0.1
2570,Jeff Martin,martije01,1989-90,23,LAC,NBA,SG,69,1351,8.7,.460,.036,.312,6.7,6.8,6.7,4.6,1.5,0.7,9.1,16.0,,0.0,0.9,0.9,.031,,-3.1,-1.1,-4.2,-0.7
2571,Kenyon Martin,martike01,2000-01,23,NJN,NBA,PF,68,2272,13.4,.472,.014,.247,6.7,19.0,12.7,10.4,1.8,3.7,13.8,19.9,,-0.4,2.5,2.1,.044,,-2.6,1.9,-0.7,0.8
2572,Kevin Martin,martike02,2004-05,21,SAC,NBA,PG,45,455,8.7,.464,.214,.470,7.1,7.1,7.1,6.8,1.8,0.5,14.5,16.1,,-0.1,0.2,0.1,.016,,-3.2,-1.7,-5.0,-0.3
2574,Maurice Martin,martima01,1986-87,22,DEN,NBA,SF,43,286,9.4,.448,.111,.489,4.1,11.4,7.5,15.9,2.1,1.2,16.7,26.5,,-0.5,0.2,-0.2,-0.042,,-4.8,-2.1,-6.9,-0.4
2578,Jamal Mashburn,mashbja01,1993-94,21,DAL,NBA,SF,79,2896,13.2,.480,.216,.317,3.9,10.3,6.8,15.8,1.6,0.3,13.5,26.6,,-0.2,1.0,0.9,.014,,-0.2,-2.2,-2.5,-0.4
2580,Anthony Mason,masonan01,1989-90,23,NJN,NBA,PF,21,108,6.9,.397,.000,.375,10.2,24.2,16.7,9.7,0.9,1.1,19.1,21.4,,-0.2,0.1,-0.1,-0.055,,-7.2,-1.0,-8.2,-0.2
2581,Desmond Mason,masonde01,2000-01,23,SEA,NBA,SF,78,1522,10.5,.483,.153,.207,5.5,13.3,9.4,6.5,1.3,1.0,10.0,15.8,,1.0,0.8,1.7,.055,,-1.9,-1.1,-3.0,-0.4
2582,Frank Mason III,masonfr01,2017-18,23,SAC,NBA,PG,50,959,13.3,.483,.224,.300,3.4,11.9,7.5,22.9,1.8,0.9,12.9,22.5,,0.1,0.5,0.6,.031,,-1.7,-1.5,-3.2,-0.3
2583,Roger Mason,masonro01,2002-03,22,CHI,NBA,SF,17,113,7.4,.471,.581,.065,2.0,9.6,5.9,16.3,1.8,0.0,13.6,14.5,,0.0,0.1,0.1,.038,,-1.6,-2.3,-3.8,-0.1
2584,Tony Massenburg,masseto01,1990-91,23,SAS,NBA,PF,35,161,16.3,.514,.000,.750,16.7,22.8,19.9,3.6,1.2,3.4,14.0,24.0,,0.1,0.3,0.4,.129,,-3.2,-1.5,-4.6,-0.1
2586,Mangok Mathiang,mathima01,2017-18,25,CHO,NBA,C,4,20,18.1,.538,.000,.143,15.9,38.8,27.1,0.0,2.4,0.0,0.0,16.1,,0.0,0.0,0.1,.182,,-4.2,-5.8,-10.0,0.0
2588,Wes Matthews,matthwe01,1980-81,21,TOT,NBA,PG,79,2266,13.1,.549,.027,.323,2.2,4.6,3.4,26.2,2.3,0.4,22.7,20.7,,0.7,1.9,2.6,.055,,-0.7,-1.0,-1.7,0.2
2589,Wesley Matthews,matthwe02,2009-10,23,UTA,NBA,SG,82,2025,12.3,.592,.292,.342,3.0,8.0,5.6,9.0,1.6,0.6,12.5,16.5,,2.6,1.9,4.6,.108,,0.3,-0.5,-0.2,0.9
2591,Marlon Maxey,maxeyma01,1992-93,23,MIN,NBA,PF,43,520,15.8,.578,.006,.414,15.4,22.5,19.0,3.9,1.1,2.2,16.0,20.3,,0.5,0.4,0.9,.087,,-2.0,-2.5,-4.5,-0.3
2592,Jason Maxiell,maxieja01,2005-06,22,DET,NBA,PF,26,159,8.0,.414,.000,.778,8.9,12.1,10.5,3.1,1.4,2.3,13.2,24.9,,-0.4,0.2,-0.2,-0.054,,-7.7,-2.1,-9.8,-0.3
2593,Cedric Maxwell,maxwece01,1977-78,22,BOS,NBA,SF,72,1213,17.8,.620,,.791,11.8,19.7,15.9,7.6,2.0,2.0,22.3,17.5,,2.4,1.8,4.2,.166,,0.3,1.3,1.6,1.1
2594,Vernon Maxwell,maxweve01,1988-89,23,SAS,NBA,SG,79,2065,12.1,.496,.156,.294,2.5,8.5,5.4,20.7,1.9,0.2,16.0,20.9,,0.1,1.4,1.5,.035,,-1.6,-1.7,-3.3,-0.7
2596,Scott May,maysc01,1976-77,22,CHI,NBA,SF,72,2369,14.1,.498,,.238,6.1,13.2,9.6,9.6,1.6,0.4,,,,2.6,2.9,5.4,.110,,-0.8,0.1,-0.7,0.8
2597,Sean May,mayse01,2005-06,21,CHA,NBA,PF,23,398,15.3,.474,.029,.374,11.5,20.9,15.9,9.7,2.2,2.3,14.2,25.9,,-0.1,0.5,0.4,.047,,-3.1,0.3,-2.8,-0.1
2598,Lee Mayberry,maybele01,1992-93,22,MIL,NBA,PG,82,1503,11.0,.524,.293,.181,2.0,7.1,4.5,25.4,2.0,0.3,17.3,14.0,,1.1,0.6,1.8,.056,,-1.4,-2.2,-3.6,-0.6
2600,Tharon Mayes,mayesth01,1991-92,23,TOT,NBA,SG,24,255,6.4,.431,.414,.364,1.4,5.8,3.6,20.0,3.2,0.5,21.3,25.1,,-0.6,0.2,-0.4,-0.075,,-4.3,-2.2,-6.5,-0.3
2601,Bill Mayfield,mayfibi01,1980-81,23,GSW,NBA,SF,7,54,6.8,.450,.000,.111,14.2,4.2,9.2,2.5,0.0,1.0,13.7,16.1,,0.0,0.0,0.0,.000,,-2.6,-3.8,-6.4,-0.1
2603,Eric Maynor,maynoer01,2009-10,22,TOT,NBA,PG,81,1269,11.8,.478,.193,.196,2.0,9.6,5.9,31.5,1.6,0.6,17.5,17.1,,0.5,1.4,1.9,.071,,-2.0,-1.4,-3.3,-0.4
2604,O.J. Mayo,mayooj01,2008-09,21,MEM,NBA,SG,82,3120,14.2,.539,.295,.219,2.2,10.1,6.1,15.5,1.6,0.3,13.8,24.5,,1.5,1.8,3.4,.052,,0.7,-1.6,-0.9,0.9
2605,Travis Mays,maystr01,1990-91,22,SAC,NBA,PG,64,2145,12.3,.526,.272,.457,2.8,6.7,4.7,18.3,1.9,0.3,15.5,21.0,,0.8,1.3,2.1,.047,,-0.1,-1.4,-1.5,0.2
2607,Luc Mbah a Moute,mbahalu01,2008-09,22,MIL,NBA,PF,82,2114,12.3,.516,.008,.391,10.1,17.4,13.6,6.3,2.1,1.8,14.8,14.3,,1.2,2.8,4.0,.092,,-1.9,2.2,0.2,1.2
2608,Bob McAdoo,mcadobo01,1972-73,21,BUF,NBA,PF,80,2562,16.8,.498,,.271,,,13.3,8.1,,,,,,3.1,0.7,3.8,.071,,,,,
2609,James Michael McAdoo,mcadoja01,2014-15,22,GSW,NBA,PF,15,137,17.7,.564,.000,.568,12.2,16.8,14.6,2.1,1.8,4.9,9.8,19.4,,0.2,0.3,0.5,.177,,-2.3,0.5,-1.8,0.0
2611,Ray McCallum,mccalra01,2013-14,22,SAC,NBA,PG,45,897,9.7,.439,.197,.143,2.2,7.8,5.0,21.0,1.2,0.8,10.9,17.6,,0.0,0.4,0.4,.020,,-2.3,-1.7,-4.1,-0.5
2612,Bob McCann,mccanbo01,1989-90,25,DAL,NBA,SF,10,62,12.4,.479,.000,.667,7.4,14.4,11.0,13.7,1.6,2.0,18.1,23.5,,0.0,0.1,0.1,.041,,-4.2,0.0,-4.2,0.0
2614,Mel McCants,mccanme01,1989-90,22,LAL,NBA,SF,13,65,5.1,.373,.000,.308,1.8,8.5,5.3,4.1,2.3,0.9,3.3,20.0,,-0.1,0.1,0.0,-0.003,,-6.7,-1.9,-8.5,-0.1
2615,Rashad McCants,mccanra01,2005-06,21,MIN,NBA,SG,79,1362,12.6,.539,.336,.198,2.6,9.8,6.3,8.4,1.7,1.2,12.9,23.3,,0.2,1.4,1.6,.058,,-1.1,-1.8,-2.9,-0.3
2617,Andre McCarter,mccaran01,1976-77,23,KCK,NBA,PG,59,725,11.6,.488,,.175,2.2,5.8,3.9,18.6,1.4,0.0,,,,0.5,0.4,0.8,.055,,-2.1,-2.7,-4.8,-0.5
2621,Kelly McCarty,mccarke01,1998-99,23,DEN,NBA,SG,2,4,31.7,.667,.000,.000,56.0,29.9,43.3,0.0,0.0,0.0,40.0,56.6,,0.0,0.0,0.0,-0.238,,-7.2,-17.5,-24.8,0.0
2622,Walter McCarty,mccarwa01,1996-97,22,NYK,NBA,PF,35,192,6.4,.431,.206,.206,5.2,9.1,7.2,11.5,1.9,3.8,18.6,21.9,,-0.4,0.3,0.0,-0.007,,-6.0,1.2,-4.7,-0.1
2623,Amal McCaskill,mccasam01,1996-97,23,ORL,NBA,C,17,109,6.1,.376,.063,.375,4.2,19.9,11.8,10.3,1.5,3.6,22.8,20.4,,-0.3,0.2,-0.2,-0.086,,-9.6,1.1,-8.5,-0.2
2624,Patrick McCaw,mccawpa01,2016-17,21,GSW,NBA,SG,71,1074,8.6,.540,.502,.151,2.3,7.6,5.1,9.0,1.4,1.1,12.1,11.9,,0.5,1.2,1.7,.077,,-1.6,-0.2,-1.8,0.1
2625,Dwayne McClain,mccladw01,1985-86,22,IND,NBA,SF,45,461,8.3,.402,.050,.194,3.3,3.7,3.5,20.2,3.9,0.5,17.0,21.0,,-0.9,0.6,-0.3,-0.026,,-4.6,-0.2,-4.8,-0.3
2626,Ted McClain,mcclate01,1971-72,25,CAR,ABA,SG,64,900,7.6,.439,.128,.342,4.3,8.2,6.2,17.1,,,19.5,24.3,,-1.0,0.8,-0.1,-0.007,,,,,
2627,Dan McClintock,mcclida01,2000-01,23,DEN,NBA,C,6,58,9.9,.446,.000,.278,18.5,13.3,15.9,2.9,0.0,2.4,12.9,17.8,,0.0,0.0,0.0,.007,,-3.4,-3.2,-6.6,-0.1
