,Name,link,Year,Age,Team,League,Position,Games Played,Games Started,MinPerGame,FGPerGame,FGAPerGame,FG%PerGame,3pPerGame,3PAPerGame,3p%PerGame,2pPerGame,2pAPerGame,2p%PerGame,eFG%PerGame,FTPerGame,FTAPerGame,FT%PerGame,ORGPerGame,DRBPerGame,TotalRebPerGame,AstPerGame,StealPerGame,BlkPerGame,TOVPerGame,FoulsPerGame,PtsPerGame
142,Chucky Atkins,atkinch01,1999-00,25,ORL,NBA,PG,82,0,19.8,3.8,9.0,.424,0.7,2.0,.350,3.1,7.0,.445,.462,1.2,1.6,.729,0.2,1.3,1.5,3.7,0.6,0.0,1.7,1.7,9.5
145,Stacey Augmon,augmost01,1991-92,23,ATL,NBA,SG,82,82,30.5,5.4,11.0,.489,0.0,0.1,.167,5.4,10.9,.492,.490,2.6,3.9,.666,2.3,2.8,5.1,2.5,1.5,0.3,2.2,2.0,13.3
146,D.J. Augustin,augusdj01,2008-09,21,CHA,NBA,PG,72,12,26.5,3.7,8.6,.430,1.5,3.4,.439,2.2,5.2,.424,.517,2.9,3.2,.893,0.2,1.6,1.8,3.5,0.6,0.0,1.7,1.9,11.8
147,James Augustine,augusja01,2006-07,22,ORL,NBA,PF,2,0,3.5,0.5,1.5,.333,0.0,0.0,,0.5,1.5,.333,.333,0.0,0.0,,0.5,1.0,1.5,1.0,0.0,0.0,0.0,1.0,1.0
148,Isaac Austin,austiis01,1991-92,22,UTA,NBA,C,31,0,3.6,0.7,1.5,.457,0.0,0.0,,0.7,1.5,.457,.457,0.6,1.0,.633,0.4,0.8,1.1,0.2,0.1,0.1,0.3,0.6,2.0
150,Ken Austin,austike01,1983-84,22,DET,NBA,SF,7,0,4.0,0.9,1.9,.462,0.0,0.0,,0.9,1.9,.462,.462,0.0,0.0,,0.3,0.1,0.4,0.1,0.1,0.1,0.4,1.0,1.7
151,Anthony Avent,aventan01,1992-93,23,MIL,NBA,PF,82,78,27.9,4.2,9.8,.433,0.0,0.0,.000,4.2,9.8,.434,.433,1.4,2.1,.651,2.2,4.0,6.2,1.1,0.7,0.9,1.7,2.9,9.8
152,Bird Averitt,averibi01,1973-74,21,SAA,ABA,SG,74,,22.1,4.6,12.3,.376,0.1,0.7,.180,4.5,11.6,.387,.381,2.1,3.0,.696,0.6,1.0,1.6,1.8,0.9,0.1,1.9,2.2,11.5
153,William Avery,averywi01,1999-00,20,MIN,NBA,PG,59,1,8.2,0.9,3.1,.309,0.3,1.1,.286,0.6,2.0,.322,.359,0.4,0.6,.667,0.1,0.5,0.7,1.5,0.2,0.0,0.7,1.0,2.6
154,Dennis Awtrey,awtrede01,1970-71,22,PHI,NBA,C,70,,18.5,2.9,6.0,.475,,,,2.9,6.0,.475,.475,1.5,2.2,.662,,,6.1,1.3,,,,3.0,7.2
155,Gustavo Ayon,ayongu01,2011-12,26,NOH,NBA,PF,54,24,20.1,2.6,4.8,.536,0.0,0.0,.000,2.6,4.8,.538,.536,0.7,1.2,.619,1.6,3.3,4.9,1.4,1.0,0.9,0.9,2.2,5.9
156,Jeff Ayres,pendeje02,2009-10,22,POR,NBA,C,39,4,10.4,1.1,1.7,.662,0.0,0.0,,1.1,1.7,.662,.662,0.5,0.5,.900,0.6,1.9,2.5,0.0,0.2,0.4,0.3,1.9,2.7
157,Kelenna Azubuike,azubuke01,2006-07,23,GSW,NBA,SG,41,9,16.3,2.4,5.4,.445,0.8,1.9,.430,1.6,3.4,.454,.523,1.5,1.9,.782,0.6,1.7,2.3,0.7,0.5,0.2,1.0,1.2,7.1
158,Chris Babb,babbch01,2013-14,23,BOS,NBA,SG,14,0,9.4,0.6,2.1,.267,0.4,1.9,.222,0.1,0.2,.667,.367,0.0,0.0,,0.3,0.9,1.2,0.2,0.4,0.0,0.2,0.9,1.6
159,Luke Babbitt,babbilu01,2010-11,21,POR,NBA,SF,24,0,5.7,0.6,2.3,.273,0.1,0.7,.188,0.5,1.6,.308,.300,0.1,0.4,.333,0.3,1.0,1.3,0.3,0.1,0.1,0.3,0.6,1.5
160,Milos Babic,babicmi01,1990-91,22,CLE,NBA,PF,12,0,4.3,0.5,1.6,.316,0.0,0.0,,0.5,1.6,.316,.316,0.6,1.0,.583,0.5,0.3,0.8,0.3,0.1,0.1,0.4,0.6,1.6
162,Dwayne Bacon,bacondw01,2017-18,22,CHO,NBA,SG,53,6,13.5,1.4,3.6,.375,0.2,0.8,.256,1.2,2.8,.409,.404,0.4,0.5,.800,0.1,2.3,2.3,0.7,0.3,0.0,0.4,0.9,3.3
163,Henry Bacon,baconhe01,1972-73,24,SDA,ABA,SG,47,,9.0,1.3,3.5,.366,0.0,0.2,.200,1.2,3.3,.377,.372,0.9,1.6,.603,0.9,0.9,1.7,0.8,,,1.4,1.5,3.5
165,Dalibor Bagaric,bagarda01,2000-01,20,CHI,NBA,C,35,0,7.4,0.5,1.9,.262,0.0,0.0,.000,0.5,1.8,.266,.262,0.4,0.8,.464,0.6,1.0,1.6,0.3,0.3,0.5,0.6,1.3,1.3
166,John Bagley,baglejo01,1982-83,22,CLE,NBA,PG,68,3,14.6,2.4,5.5,.432,0.0,0.2,.000,2.4,5.3,.448,.432,0.9,1.2,.762,0.3,1.2,1.4,2.5,0.8,0.1,1.7,1.1,5.7
167,Carl Bailey,baileca01,1981-82,23,POR,NBA,C,1,0,7.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0
168,Gus Bailey,bailegu01,1974-75,23,HOU,NBA,SG,47,,9.5,1.1,2.7,.405,,,,1.1,2.7,.405,.405,0.4,0.9,.488,0.5,1.3,1.7,1.3,0.4,0.3,,1.1,2.6
169,James Bailey,baileja01,1979-80,22,SEA,NBA,PF,67,,10.8,1.8,4.0,.450,0.0,0.0,,1.8,4.0,.450,.450,1.0,1.5,.673,1.1,1.9,2.9,0.4,0.3,0.8,1.2,1.7,4.7
170,Thurl Bailey,baileth01,1983-84,22,UTA,NBA,PF,81,54,24.8,3.7,7.3,.512,0.0,0.0,,3.7,7.3,.512,.512,1.1,1.4,.752,1.4,4.3,5.7,1.6,0.5,1.5,1.3,2.4,8.5
171,Toby Bailey,baileto01,1998-99,23,PHO,NBA,SG,27,10,9.2,1.3,3.2,.395,0.0,0.2,.200,1.2,3.0,.407,.401,0.3,0.5,.692,0.9,1.1,2.0,0.5,0.3,0.1,0.4,0.9,2.9
172,Cameron Bairstow,bairsca01,2014-15,24,CHI,NBA,PF,18,1,3.6,0.2,0.8,.214,0.0,0.0,,0.2,0.8,.214,.214,0.2,0.3,.800,0.3,0.1,0.4,0.1,0.1,0.1,0.2,0.4,0.6
173,Jimmie Baker,bakerji01,1975-76,22,KEN,ABA,PF,5,,8.0,0.6,3.0,.200,0.0,0.0,,0.6,3.0,.200,.200,0.0,0.4,.000,0.8,2.0,2.8,0.8,0.0,0.6,1.2,2.2,1.2
174,LaMark Baker,bakerla01,1998-99,29,TOR,NBA,PG,1,0,2.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
175,Maurice Baker,bakerma01,2004-05,25,TOT,NBA,PG,5,0,3.8,0.0,0.2,.000,0.0,0.0,,0.0,0.2,.000,.000,0.0,0.0,,0.2,0.2,0.4,0.2,0.2,0.0,0.2,0.6,0.0
177,Ron Baker,bakerro01,2016-17,23,NYK,NBA,SG,52,13,16.5,1.6,4.2,.378,0.4,1.7,.267,1.1,2.5,.450,.431,0.5,0.8,.651,0.2,1.7,1.9,2.1,0.7,0.2,1.1,1.4,4.1
178,Vin Baker,bakervi01,1993-94,22,MIL,NBA,C,82,63,31.2,5.3,10.6,.501,0.0,0.1,.200,5.3,10.5,.502,.501,2.9,5.0,.569,3.4,4.2,7.6,2.0,0.7,1.4,2.0,2.8,13.5
179,Wade Baldwin,baldwwa01,2016-17,20,MEM,NBA,PG,33,1,12.3,1.1,3.5,.313,0.1,0.7,.136,1.0,2.8,.355,.326,0.9,1.1,.838,0.3,1.1,1.4,1.8,0.5,0.2,1.2,1.2,3.2
180,Renaldo Balkman,balkmre01,2006-07,22,NYK,NBA,SF,68,1,15.6,2.0,4.0,.505,0.1,0.4,.185,2.0,3.6,.540,.515,0.8,1.3,.567,1.4,2.9,4.3,0.6,0.8,0.6,0.7,2.1,4.9
181,Cedric Ball,ballce01,1990-91,22,LAC,NBA,PF,7,0,3.7,0.4,1.1,.375,0.0,0.0,,0.4,1.1,.375,.375,0.3,0.3,1.000,0.7,0.9,1.6,0.0,0.0,0.3,0.3,0.7,1.1
182,Lonzo Ball,balllo01,2017-18,20,LAL,NBA,PG,52,50,34.2,3.9,10.8,.360,1.7,5.7,.305,2.2,5.2,.420,.440,0.6,1.4,.451,1.3,5.6,6.9,7.2,1.7,0.8,2.6,2.3,10.2
183,Greg Ballard,ballagr01,1977-78,23,WSB,NBA,SF,76,,12.3,1.9,4.4,.425,,,,1.9,4.4,.425,.425,1.2,1.5,.772,1.3,2.2,3.5,0.8,0.4,0.2,0.8,1.2,4.9
185,Gene Banks,banksge01,1981-82,22,SAS,NBA,SF,80,4,21.3,3.9,8.2,.477,0.0,0.1,.000,3.9,8.1,.483,.477,1.8,2.7,.684,2.0,3.2,5.1,1.8,0.7,0.2,1.3,2.5,9.6
186,Marcus Banks,banksma01,2003-04,22,BOS,NBA,PG,81,2,17.1,2.2,5.5,.400,0.3,1.1,.314,1.9,4.4,.421,.431,1.2,1.6,.756,0.4,1.3,1.6,2.2,1.1,0.2,1.5,2.1,5.9
188,Ken Bannister,bannike01,1984-85,24,NYK,NBA,PF,75,50,18.7,2.8,5.9,.470,0.0,0.0,,2.8,5.9,.470,.470,1.2,2.6,.474,1.4,3.0,4.4,0.5,0.5,0.5,1.9,3.7,6.8
189,Mike Bantom,bantomi01,1973-74,22,PHO,NBA,PF,76,,26.1,4.1,10.4,.399,,,,4.1,10.4,.399,.399,1.9,2.8,.662,2.3,4.6,6.8,2.1,0.7,0.6,,3.8,10.1
191,Leandro Barbosa,barbole01,2003-04,21,PHO,NBA,PG,70,46,21.4,3.0,6.7,.447,1.2,3.0,.395,1.8,3.7,.488,.535,0.7,0.9,.770,0.3,1.4,1.8,2.4,1.3,0.1,1.7,2.6,7.9
192,Steve Bardo,bardost01,1991-92,23,SAS,NBA,SG,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
193,J.J. Barea,bareajo01,2006-07,22,DAL,NBA,PG,33,1,5.8,0.8,2.4,.359,0.2,0.6,.286,0.7,1.7,.386,.397,0.5,0.7,.667,0.2,0.5,0.8,0.7,0.0,0.0,0.4,0.6,2.4
194,Andrea Bargnani,bargnan01,2006-07,21,TOR,NBA,PF,65,2,25.1,4.1,9.6,.427,1.5,4.1,.373,2.6,5.5,.468,.507,1.8,2.2,.824,0.8,3.1,3.9,0.8,0.5,0.8,1.6,2.8,11.6
197,Charles Barkley,barklch01,1984-85,21,PHI,NBA,PF,82,60,28.6,5.2,9.5,.545,0.0,0.1,.167,5.2,9.5,.548,.546,3.6,4.9,.733,3.2,5.3,8.6,1.9,1.2,1.0,2.5,3.7,14.0
198,Erick Barkley,barkler01,2000-01,22,POR,NBA,PG,8,0,4.8,1.0,2.8,.364,0.4,1.0,.375,0.6,1.8,.357,.432,0.0,0.0,,0.0,0.4,0.4,0.8,0.3,0.0,0.6,0.3,2.4
200,Harrison Barnes,barneha02,2012-13,20,GSW,NBA,SF,81,81,25.4,3.4,7.8,.439,0.6,1.8,.359,2.8,6.0,.464,.481,1.8,2.3,.758,0.7,3.5,4.1,1.2,0.6,0.2,1.2,1.7,9.2
203,Marvin Barnes,barnema01,1974-75,22,SSL,ABA,PF,77,,39.9,10.1,20.3,.498,0.0,0.0,.000,10.1,20.2,.499,.498,3.8,5.7,.670,5.4,10.2,15.6,3.2,1.2,1.8,4.0,4.3,24.0
204,Matt Barnes,barnema02,2003-04,23,LAC,NBA,SF,38,9,19.1,1.7,3.6,.457,0.1,0.3,.154,1.6,3.3,.488,.464,1.1,1.6,.705,1.4,2.6,4.0,1.3,0.7,0.1,1.2,2.0,4.5
207,Nathaniel Barnett,barnena01,1975-76,23,INA,ABA,PG,12,,6.1,1.0,2.2,.462,0.0,0.1,.000,1.0,2.1,.480,.462,0.3,0.7,.375,0.3,0.4,0.7,0.7,0.3,0.1,0.7,1.8,2.3
212,Mike Barr,barrmi01,1972-73,22,VIR,ABA,SG,79,,26.3,3.7,7.7,.472,0.0,0.1,.250,3.6,7.7,.474,.473,1.8,2.4,.750,1.0,1.9,2.9,3.2,,,2.3,2.8,9.1
214,Andre Barrett,barrean01,2004-05,22,TOT,NBA,PG,38,1,12.7,1.2,3.3,.363,0.4,1.4,.269,0.8,1.9,.431,.419,0.4,0.5,.737,0.3,0.8,1.1,1.8,0.5,0.0,0.7,1.3,3.1
216,Mike Barrett,barremi01,1969-70,26,WSA,ABA,SG,84,,26.9,5.7,13.4,.425,0.7,2.1,.344,5.0,11.3,.441,.453,2.8,3.6,.761,1.7,1.9,3.5,3.1,,,2.7,2.9,14.9
217,Earl Barron,barroea01,2005-06,24,MIA,NBA,C,8,0,5.6,0.6,2.0,.313,0.0,0.0,,0.6,2.0,.313,.313,0.4,0.5,.750,0.3,1.0,1.3,0.0,0.0,0.0,0.6,1.3,1.6
218,Dana Barros,barroda01,1989-90,22,SEA,NBA,PG,81,25,20.1,3.7,9.1,.405,1.2,2.9,.399,2.5,6.2,.408,.470,1.1,1.4,.809,0.4,1.2,1.6,2.5,0.7,0.0,1.5,1.2,9.7
219,Brent Barry,barrybr01,1995-96,24,LAC,NBA,SG,79,44,24.0,3.6,7.6,.474,1.6,3.7,.416,2.0,3.8,.532,.577,1.4,1.7,.810,0.5,1.6,2.1,2.9,1.2,0.3,1.5,2.5,10.1
220,Drew Barry,barrydr01,1997-98,24,ATL,NBA,PG,27,0,9.5,0.7,1.4,.474,0.3,0.8,.429,0.3,0.6,.529,.592,0.4,0.5,.846,0.2,1.1,1.3,1.8,0.4,0.0,1.1,1.0,2.1
221,Jon Barry,barryjo01,1992-93,23,MIL,NBA,SG,47,0,11.7,1.6,4.4,.369,0.4,1.3,.333,1.2,3.0,.385,.420,0.7,1.0,.673,0.2,0.7,0.9,1.4,0.7,0.1,0.9,1.2,4.4
222,Rick Barry,barryri01,1965-66,21,SFW,NBA,SF,80,,37.4,9.3,21.2,.439,,,,9.3,21.2,.439,.439,7.1,8.3,.862,,,10.6,2.2,,,,3.7,25.7
225,Will Barton,bartowi01,2012-13,22,POR,NBA,SG,73,5,12.2,1.6,4.2,.382,0.1,0.9,.138,1.5,3.3,.447,.396,0.7,0.9,.769,0.5,1.5,2.0,0.8,0.5,0.1,0.8,0.8,4.0
226,Eddie Basden,basdeed01,2005-06,22,CHI,NBA,SF,19,0,7.4,0.8,1.9,.405,0.1,0.4,.143,0.7,1.6,.467,.419,0.4,0.5,.800,0.4,1.1,1.5,0.4,0.5,0.1,0.5,0.9,2.1
228,Brandon Bass,bassbr01,2005-06,20,NOK,NBA,PF,29,1,9.2,1.0,2.4,.400,0.0,0.0,,1.0,2.4,.400,.400,0.4,0.7,.632,0.6,1.7,2.3,0.1,0.1,0.2,0.4,0.6,2.3
229,Tim Bassett,basseti01,1973-74,22,SDA,ABA,PF,82,,22.6,2.8,6.1,.467,0.0,0.0,.000,2.8,6.0,.471,.467,1.2,2.0,.593,3.1,4.2,7.3,1.3,0.7,0.4,1.1,2.3,6.9
230,Maceo Baston,bastoma01,2002-03,27,TOR,NBA,PF,16,0,6.6,0.9,1.6,.600,0.0,0.0,,0.9,1.6,.600,.600,0.6,0.8,.833,0.3,1.2,1.4,0.0,0.3,0.7,0.4,1.0,2.5
231,Mengke Bateer,bateeme01,2001-02,26,DEN,NBA,C,27,10,15.1,2.0,4.9,.402,0.1,0.4,.333,1.8,4.4,.408,.417,1.1,1.4,.784,1.2,2.4,3.6,0.8,0.4,0.2,1.2,3.5,5.1
232,Billy Ray Bates,batesbi01,1979-80,23,POR,NBA,SG,16,,14.7,4.5,9.1,.493,0.5,1.2,.421,4.0,7.9,.504,.521,1.8,2.4,.718,0.8,1.0,1.8,1.9,0.9,0.1,1.3,1.6,11.3
233,Esteban Batista,batises01,2005-06,22,ATL,NBA,PF,57,3,8.7,0.6,1.4,.425,0.0,0.0,.000,0.6,1.4,.430,.425,0.6,0.9,.623,1.1,1.5,2.5,0.1,0.3,0.2,0.7,1.9,1.8
234,Mike Batiste,batismi01,2002-03,25,MEM,NBA,PF,75,2,16.6,2.6,6.2,.422,0.2,1.1,.222,2.4,5.1,.464,.441,0.9,1.2,.784,1.1,2.3,3.4,0.7,0.6,0.2,0.9,1.6,6.4
235,Tony Battie,battito01,1997-98,21,DEN,NBA,PF,65,49,23.2,3.6,8.1,.446,0.0,0.2,.214,3.6,7.9,.452,.449,1.1,1.6,.702,2.1,3.3,5.4,0.9,0.8,1.1,1.5,3.1,8.4
236,Shane Battier,battish01,2001-02,23,MEM,NBA,SF,78,78,39.7,5.3,12.3,.429,1.3,3.5,.373,4.0,8.8,.451,.482,2.5,3.6,.700,2.3,3.1,5.4,2.8,1.6,1.0,2.0,2.8,14.4
237,John Battle,battljo01,1985-86,23,ATL,NBA,SG,64,0,10.0,1.6,3.5,.455,0.0,0.1,.000,1.6,3.4,.470,.455,1.2,1.6,.728,0.2,0.8,1.0,1.2,0.4,0.0,0.7,1.3,4.3
238,Kenny Battle,battlke01,1989-90,25,PHO,NBA,SG,59,8,12.4,1.6,2.9,.547,0.0,0.1,.250,1.6,2.8,.554,.550,0.9,1.4,.671,0.7,1.4,2.1,0.6,0.6,0.2,0.5,1.6,4.1
239,Dave Batton,battoda01,1982-83,26,WSB,NBA,C,54,5,10.3,1.6,3.5,.445,0.0,0.1,.000,1.6,3.5,.452,.445,0.1,0.3,.471,0.8,1.4,2.2,0.5,0.3,0.2,0.5,1.0,3.3
240,Lloyd Batts,battsll01,1974-75,23,VIR,ABA,SG,58,,22.7,4.3,11.7,.366,0.7,2.5,.286,3.6,9.2,.388,.397,1.0,1.6,.617,1.2,2.2,3.4,1.8,1.3,0.1,1.5,1.8,10.3
241,Nicolas Batum,batumni01,2008-09,20,POR,NBA,SF,79,76,18.4,2.0,4.6,.446,0.8,2.1,.369,1.3,2.4,.513,.532,0.5,0.7,.808,1.1,1.7,2.8,0.9,0.6,0.5,0.6,1.8,5.4
242,Johnny Baum,baumjo01,1969-70,23,CHI,NBA,SF,3,,4.3,1.0,3.7,.273,,,,1.0,3.7,.273,.273,0.0,0.0,,,,1.3,0.0,,,,0.3,2.0
244,Lonny Baxter,baxtelo01,2002-03,24,CHI,NBA,C,55,0,12.4,1.7,3.7,.466,0.0,0.0,.000,1.7,3.7,.471,.466,1.3,1.9,.680,1.2,1.8,3.0,0.3,0.2,0.4,0.8,2.5,4.8
245,Jerryd Bayless,bayleje01,2008-09,20,POR,NBA,PG,53,0,12.4,1.3,3.6,.365,0.1,0.5,.259,1.2,3.1,.383,.384,1.6,1.9,.806,0.2,0.9,1.1,1.5,0.3,0.0,1.1,1.5,4.3
248,Aron Baynes,baynear01,2012-13,26,SAS,NBA,C,16,0,8.8,1.1,2.3,.500,0.0,0.1,.000,1.1,2.2,.514,.500,0.4,0.8,.583,0.8,1.3,2.0,0.3,0.1,0.4,0.7,1.4,2.7
249,Sergei Bazarevich,bazarse01,1994-95,29,ATL,NBA,PG,10,0,7.4,1.1,2.2,.500,0.1,0.6,.167,1.0,1.6,.625,.523,0.7,0.9,.778,0.1,0.6,0.7,1.4,0.1,0.1,0.7,1.0,3.0
250,Kent Bazemore,bazemke01,2012-13,23,GSW,NBA,SG,61,0,4.4,0.7,1.9,.371,0.2,0.6,.294,0.5,1.3,.402,.414,0.4,0.7,.614,0.1,0.3,0.4,0.4,0.3,0.1,0.3,0.4,2.0
252,Bradley Beal,bealbr01,2012-13,19,WAS,NBA,SG,56,46,31.2,5.0,12.3,.410,1.6,4.2,.386,3.4,8.1,.424,.477,2.2,2.8,.786,0.8,3.0,3.8,2.4,0.9,0.5,1.6,2.0,13.9
257,Jerome Beasley,beaslje01,2003-04,23,MIA,NBA,PF,2,0,2.5,0.5,1.5,.333,0.0,0.0,,0.5,1.5,.333,.333,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0
258,John Beasley,beasljo01,1967-68,23,DLC,ABA,C,77,,36.9,8.1,16.4,.492,0.0,0.0,.000,8.1,16.4,.493,.492,3.5,4.2,.842,3.6,9.1,12.8,1.5,,,1.4,3.2,19.7
259,Malik Beasley,beaslma01,2016-17,20,DEN,NBA,SG,22,1,7.5,1.5,3.3,.452,0.4,1.3,.321,1.1,2.0,.533,.514,0.4,0.5,.800,0.2,0.5,0.8,0.5,0.3,0.0,0.4,0.5,3.8
260,Michael Beasley,beaslmi01,2008-09,20,MIA,NBA,PF,81,19,24.8,5.6,11.8,.472,0.4,1.0,.407,5.2,10.8,.478,.490,2.3,3.0,.772,1.4,4.1,5.4,1.0,0.5,0.5,1.5,2.3,13.9
261,Zelmo Beaty,beatyze01,1962-63,23,STL,NBA,C,80,,24.0,3.7,8.5,.439,,,,3.7,8.5,.439,.439,2.8,3.8,.717,,,8.3,1.1,,,,3.9,10.2
262,Rodrigue Beaubois,beaubro01,2009-10,21,DAL,NBA,PG,56,16,12.5,2.8,5.3,.518,0.8,2.0,.409,2.0,3.4,.582,.594,0.8,0.9,.808,0.2,1.2,1.4,1.3,0.5,0.2,1.0,1.5,7.1
263,Byron Beck,beckby01,1967-68,23,DNR,ABA,C,71,,22.9,3.9,8.0,.482,0.0,0.0,.000,3.9,8.0,.484,.482,1.7,2.2,.748,,,7.9,0.5,,,1.0,3.1,9.4
264,Corey Beck,beckco01,1995-96,24,CHH,NBA,PG,5,0,6.6,0.4,1.6,.250,0.0,0.0,,0.4,1.6,.250,.250,0.2,0.4,.500,0.6,0.8,1.4,1.0,0.2,0.0,0.8,1.6,1.0
266,Arthur Becker,beckear01,1967-68,26,HSM,ABA,PF,76,,35.4,7.4,15.8,.468,0.1,0.2,.333,7.4,15.7,.469,.469,3.9,4.8,.820,3.3,6.1,9.4,1.3,,,2.0,4.2,18.8
269,William Bedford,bedfowi01,1986-87,23,PHO,NBA,C,50,18,19.6,2.8,7.2,.397,0.0,0.0,.000,2.8,7.1,.398,.397,1.0,1.7,.581,1.6,3.3,4.9,1.1,0.4,0.7,1.7,2.5,6.7
271,Ron Behagen,behagro01,1973-74,23,KCO,NBA,PF,80,,25.7,4.5,10.3,.432,,,,4.5,10.3,.432,.432,2.0,2.7,.764,2.4,4.7,7.1,1.7,0.7,0.5,,3.6,11.0
273,Marco Belinelli,belinma01,2007-08,21,GSW,NBA,SG,33,0,7.3,1.1,2.8,.387,0.5,1.2,.390,0.6,1.6,.385,.473,0.2,0.3,.778,0.1,0.3,0.4,0.5,0.2,0.0,0.4,0.5,2.9
274,Charlie Bell,bellch01,2001-02,22,TOT,NBA,SG,7,0,6.3,0.4,1.6,.273,0.0,0.9,.000,0.4,0.7,.600,.273,0.3,0.3,1.000,0.3,0.4,0.7,0.3,0.0,0.0,0.7,0.4,1.1
276,Jordan Bell,belljo01,2017-18,23,GSW,NBA,C,52,13,14.5,2.1,3.3,.636,0.0,0.1,.000,2.1,3.3,.647,.636,0.6,0.8,.690,1.1,2.7,3.8,1.9,0.7,1.0,0.9,1.7,4.8
277,Raja Bell,bellra01,2000-01,24,PHI,NBA,SG,5,0,6.0,0.4,1.4,.286,0.2,0.6,.333,0.2,0.8,.250,.357,0.0,0.0,,0.0,0.2,0.2,0.0,0.2,0.0,0.4,0.2,1.0
278,Troy Bell,belltr01,2003-04,23,MEM,NBA,PG,6,0,5.7,0.7,3.0,.222,0.0,0.7,.000,0.7,2.3,.286,.222,0.5,0.5,1.000,0.5,0.2,0.7,0.7,0.2,0.0,1.0,1.0,1.8
281,DeAndre' Bembry,bembrde01,2016-17,22,ATL,NBA,SF,38,1,9.8,1.2,2.6,.480,0.0,0.5,.056,1.2,2.1,.575,.485,0.2,0.4,.375,0.4,1.2,1.6,0.7,0.2,0.1,0.4,0.6,2.7
284,Dragan Bender,bendedr01,2016-17,19,PHO,NBA,PF,43,0,13.3,1.3,3.7,.354,0.7,2.3,.277,0.7,1.4,.483,.441,0.1,0.3,.364,0.5,1.9,2.4,0.5,0.2,0.5,0.7,1.7,3.4
285,Jonathan Bender,bendejo01,1999-00,19,IND,NBA,SF,24,1,5.4,1.0,2.9,.329,0.1,0.5,.167,0.9,2.4,.362,.343,0.7,1.0,.667,0.2,0.7,0.9,0.1,0.0,0.2,0.3,0.8,2.7
286,Jerrelle Benimon,benimje01,2014-15,23,UTA,NBA,PF,2,0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.5,1.0,1.5,0.0,0.0,0.0,0.5,0.0,0.0
287,Benoit Benjamin,benjabe01,1985-86,21,LAC,NBA,C,79,37,26.4,4.1,8.4,.490,0.0,0.0,.333,4.1,8.3,.491,.491,2.9,3.9,.746,2.0,5.6,7.6,1.0,0.8,2.6,1.8,3.6,11.1
288,Corey Benjamin,benjaco01,1998-99,20,CHI,NBA,PG,31,1,10.3,1.4,3.8,.376,0.1,0.5,.214,1.3,3.3,.398,.389,0.9,1.3,.675,0.5,0.8,1.3,0.3,0.4,0.3,0.7,1.5,3.8
289,Anthony Bennett,bennean01,2013-14,20,CLE,NBA,PF,52,0,12.8,1.5,4.3,.356,0.3,1.0,.245,1.3,3.3,.390,.384,0.8,1.3,.638,0.9,2.0,3.0,0.3,0.4,0.2,0.9,1.8,4.2
290,Elmer Bennett,benneel01,1994-95,24,CLE,NBA,PG,4,0,4.5,1.5,2.8,.545,0.0,0.5,.000,1.5,2.3,.667,.545,0.8,1.0,.750,0.0,0.3,0.3,0.8,1.0,0.0,0.8,0.8,3.8
291,Mario Bennett,bennema01,1995-96,22,PHO,NBA,SF,19,14,12.1,1.5,3.4,.453,0.0,0.1,.000,1.5,3.3,.460,.453,1.4,2.2,.643,1.1,1.5,2.6,0.3,0.6,0.6,0.6,2.4,4.5
292,Mel Bennett,benneme01,1975-76,21,VIR,ABA,PF,75,,29.2,4.4,10.9,.402,0.0,0.0,.000,4.4,10.9,.403,.402,3.3,5.4,.610,3.3,3.7,7.0,1.3,1.0,0.6,2.3,3.5,12.1
294,Tony Bennett,benneto01,1992-93,23,CHH,NBA,PG,75,2,11.4,1.5,3.5,.423,0.3,1.1,.325,1.1,2.4,.467,.473,0.4,0.5,.732,0.2,0.7,0.8,1.8,0.4,0.0,0.7,1.5,3.7
295,Winston Bennett,bennewi01,1989-90,24,CLE,NBA,SF,55,34,18.0,2.5,5.2,.479,0.0,0.0,,2.5,5.2,.479,.479,1.2,1.7,.667,1.5,1.9,3.4,1.0,0.4,0.2,1.1,2.4,6.1
296,David Benoit,benoida01,1991-92,23,UTA,NBA,SF,77,2,15.1,2.3,4.9,.467,0.0,0.2,.214,2.2,4.7,.476,.471,1.1,1.3,.810,1.4,2.5,3.8,0.4,0.2,0.6,0.9,1.6,5.6
297,Keith Benson,bensoke02,2011-12,23,GSW,NBA,C,3,0,3.0,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.0,,0.7,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
298,Kent Benson,bensoke01,1977-78,23,MIL,NBA,C,69,,18.7,3.2,6.9,.465,,,,3.2,6.9,.465,.465,1.3,2.0,.652,1.3,3.0,4.3,1.4,1.0,0.8,1.7,2.6,7.7
