,Name,link,Year,Age,Team,League,Position,Games Played,Games Started,TotalMin,FGPer100Poss,FGAPer100Poss,FG%Per100Poss,3pPer100Poss,3PAPer100Poss,3p%Per100Poss,2pPer100Poss,2pAPer100Poss,2p%Per100Poss,FTPer100Poss,FTAPer100Poss,FT%Per100Poss,ORGPer100Poss,DRBPer100Poss,TotalRebPer100Poss,AstPer100Poss,StealPer100Poss,BlkPer100Poss,TOVPer100Poss,FoulsPer100Poss,PtsPer100Poss,blank,ORtg,DRtg
1477,Danny Granger,grangda01,2005-06,22,IND,NBA,SF,78,17,1765,6.7,14.5,.462,0.9,2.8,.323,5.8,11.7,.496,3.5,4.5,.777,4.0,7.7,11.6,2.7,1.8,1.9,2.4,6.4,17.8,,110,101
1478,Stewart Granger,grangst01,1983-84,22,CLE,NBA,PG,56,13,738,6.5,15.1,.429,0.3,0.9,.308,6.2,14.2,.437,3.5,4.7,.757,0.5,3.1,3.7,9.0,1.6,0.0,3.8,6.5,16.8,,99,111
1479,Brian Grant,grantbr01,1994-95,22,SAC,NBA,PF,80,59,2289,9.4,18.4,.511,0.0,0.1,.250,9.4,18.3,.512,5.2,8.2,.636,4.7,8.9,13.6,2.2,1.1,2.6,3.7,6.3,24.0,,106,104
1481,Gary Grant,grantga01,1988-89,23,LAC,NBA,PG,71,48,1924,8.6,19.8,.435,0.1,0.5,.227,8.5,19.3,.441,2.8,3.9,.735,1.9,3.8,5.7,12.1,3.4,0.2,6.2,4.1,20.2,,93,109
1482,Greg Grant,grantgr01,1989-90,23,PHO,NBA,PG,67,3,678,5.8,15.2,.384,0.2,1.1,.188,5.6,14.1,.400,2.7,4.1,.661,1.1,3.0,4.1,11.8,2.5,0.1,5.4,4.1,14.6,,90,108
1483,Harvey Grant,grantha01,1988-89,23,WSB,NBA,PF,71,1,1193,7.2,15.6,.464,0.0,0.0,.000,7.2,15.5,.465,1.4,2.3,.596,3.0,3.5,6.5,3.2,1.4,1.2,1.1,5.9,15.8,,108,110
1484,Horace Grant,grantho01,1987-88,22,CHI,NBA,PF,81,6,1827,7.0,14.0,.501,0.0,0.1,.000,7.0,13.9,.503,3.1,5.0,.626,4.3,8.0,12.3,2.4,1.4,1.5,2.4,6.1,17.1,,109,105
1485,Jerami Grant,grantje01,2014-15,20,PHI,NBA,SF,65,11,1377,4.5,12.8,.352,1.8,5.7,.314,2.7,7.1,.383,4.2,7.0,.591,1.8,5.4,7.2,2.9,1.5,2.5,3.1,5.2,15.0,,91,106
1486,Jerian Grant,grantje02,2015-16,23,NYK,NBA,PG,76,6,1265,6.3,15.9,.394,0.9,4.1,.220,5.4,11.8,.454,3.9,5.0,.780,0.9,4.9,5.8,7.2,2.0,0.4,3.5,3.9,17.3,,97,108
1487,Josh Grant,grantjo01,1993-94,26,GSW,NBA,PF,53,0,382,7.5,18.5,.404,2.2,7.7,.279,5.3,10.8,.494,2.8,3.7,.759,3.4,7.9,11.3,3.0,2.3,1.0,3.8,7.9,19.9,,98,104
1488,Paul Grant,grantpa01,1998-99,25,TOT,NBA,C,6,0,13,8.3,24.8,.333,0.0,0.0,,8.3,24.8,.333,0.0,0.0,,4.1,0.0,4.1,0.0,4.1,0.0,8.3,16.5,16.5,,56,102
1489,Travis Grant,granttr01,1973-74,24,TOT,TOT,SF,59,,1330,11.8,22.6,.523,0.0,0.1,.250,11.8,22.5,.524,4.7,5.9,.793,3.5,6.4,9.9,2.1,1.5,0.4,2.9,3.9,28.4,,112,106
1491,Butch Graves,gravebu01,1984-85,23,CLE,NBA,SG,4,0,11,8.6,25.7,.333,0.0,4.3,.000,8.6,21.4,.400,4.3,21.4,.200,0.0,8.6,8.6,4.3,4.3,0.0,4.3,17.1,21.4,,63,101
1492,Aaron Gray,grayaa01,2007-08,23,CHI,NBA,C,61,1,613,8.7,17.2,.505,0.0,0.1,.000,8.7,17.1,.507,4.7,8.3,.566,5.9,8.2,14.1,3.5,1.8,1.3,4.8,9.8,22.0,,100,105
1493,Devin Gray,grayde01,1996-97,24,TOT,NBA,PF,6,0,49,8.8,28.5,.308,0.0,0.0,,8.8,28.5,.308,2.2,5.5,.400,6.6,8.8,15.4,2.2,4.4,0.0,5.5,12.1,19.8,,70,103
1494,Ed Gray,grayed01,1997-98,22,ATL,NBA,SG,30,3,472,8.9,23.4,.381,2.1,5.3,.391,6.8,18.1,.378,6.4,7.5,.846,1.0,4.2,5.2,3.9,1.7,1.3,3.5,8.5,26.3,,102,106
1495,Evric Gray,grayev01,1996-97,27,NJN,NBA,SF,5,0,42,4.9,18.6,.267,1.2,4.9,.250,3.7,13.6,.273,4.9,4.9,1.000,1.2,2.5,3.7,2.5,1.2,0.0,3.7,6.2,16.1,,83,115
1497,Josh Gray,grayjo01,2017-18,24,PHO,NBA,PG,5,0,86,6.1,22.8,.268,1.7,7.2,.231,4.5,15.6,.286,3.9,6.1,.636,1.1,4.5,5.6,6.7,4.5,1.1,3.9,4.5,17.8,,76,108
1499,Stuart Gray,grayst01,1984-85,21,IND,NBA,C,52,0,391,4.1,10.7,.380,0.0,0.0,,4.1,10.7,.380,3.7,5.5,.681,3.4,11.0,14.4,1.8,1.1,1.6,6.0,9.6,11.9,,75,105
1500,Sylvester Gray,graysy01,1988-89,21,MIA,NBA,SF,55,15,1220,6.6,15.8,.420,0.0,0.2,.250,6.6,15.6,.421,4.2,6.2,.673,4.6,6.7,11.4,4.6,1.4,1.0,4.1,5.7,17.5,,96,109
1502,Jeff Grayer,grayeje01,1988-89,23,MIL,NBA,SG,11,2,200,7.8,17.8,.438,0.0,0.5,.000,7.8,17.3,.451,4.1,4.9,.850,3.4,5.1,8.5,5.4,2.4,0.2,4.6,3.7,19.7,,98,107
1504,A.C. Green,greenac01,1985-86,22,LAL,NBA,PF,82,1,1542,6.3,11.8,.539,0.0,0.2,.167,6.3,11.6,.545,3.1,5.1,.611,4.8,6.7,11.5,1.6,1.5,1.5,3.0,6.9,15.8,,108,105
1505,Danny Green,greenda02,2009-10,22,CLE,NBA,SG,20,0,115,6.9,17.8,.385,2.7,10.1,.273,4.1,7.8,.529,1.8,2.7,.667,3.7,4.1,7.8,2.3,2.7,1.4,2.3,4.1,18.3,,100,103
1506,Devin Green,greende01,2005-06,23,LAL,NBA,SG,27,0,135,2.3,11.0,.214,0.0,0.8,.000,2.3,10.2,.231,5.1,8.2,.619,3.9,5.5,9.4,2.7,1.2,0.0,2.0,5.1,9.8,,85,109
1507,Draymond Green,greendr01,2012-13,22,GSW,NBA,SF,79,1,1061,4.0,12.3,.327,0.7,3.2,.209,3.4,9.1,.368,2.2,2.6,.818,2.8,9.7,12.5,2.5,2.0,1.2,2.4,7.6,10.9,,87,102
1508,Erick Green,greener01,2014-15,23,DEN,NBA,PG,43,1,410,7.4,19.7,.377,1.7,5.7,.298,5.7,14.0,.409,1.2,1.5,.833,0.9,2.9,3.8,4.8,1.5,0.0,1.7,3.2,17.8,,95,112
1509,Gerald Green,greenge01,2005-06,20,BOS,NBA,SG,32,3,374,9.2,19.2,.478,0.8,2.8,.300,8.4,16.4,.508,4.0,5.2,.784,1.4,4.3,5.7,2.5,1.8,0.6,3.1,5.7,23.3,,102,108
1510,JaMychal Green,greenja01,2014-15,24,TOT,NBA,PF,24,1,164,8.6,14.9,.574,0.0,1.9,.000,8.6,13.0,.659,2.5,3.2,.800,6.0,8.3,14.3,1.3,1.6,1.6,4.4,7.9,19.7,,105,101
1511,Jeff Green,greenje02,2007-08,21,SEA,NBA,SF,80,52,2253,7.1,16.6,.427,0.5,1.7,.276,6.6,14.9,.444,3.9,5.3,.744,2.2,6.1,8.4,2.6,1.0,1.1,3.5,4.4,18.5,,94,111
1513,Ken Green,greenke01,1985-86,26,NYK,NBA,PF,7,0,72,8.8,18.3,.481,0.0,0.0,,8.8,18.3,.481,3.4,6.1,.556,8.1,10.1,18.3,1.4,2.7,0.0,0.7,5.4,21.0,,116,100
1514,Kenny Green,greenke02,1985-86,21,TOT,NBA,SF,41,0,453,8.8,20.4,.432,0.0,0.1,.000,8.8,20.3,.435,3.7,5.2,.714,2.9,4.9,7.8,1.0,0.5,1.0,3.7,5.6,21.3,,92,109
1515,Lamar Green,greenla01,1973-74,26,PHO,NBA,PF,72,,1103,5.1,12.6,.407,,,,5.1,12.6,.407,1.5,2.7,.559,3.4,10.5,13.9,1.7,1.3,1.5,,6.0,11.8,,,98
1516,Litterial Green,greenli01,1992-93,22,ORL,NBA,PG,52,4,626,6.9,15.8,.439,0.1,0.8,.100,6.8,15.0,.457,4.8,7.6,.625,0.9,1.8,2.7,9.2,1.8,0.3,3.3,5.6,18.7,,104,110
1518,Mike Green,greenmi01,1973-74,22,DNR,ABA,C,79,,1648,10.4,22.5,.459,0.0,0.1,.500,10.3,22.5,.459,4.8,6.4,.748,6.4,10.1,16.5,1.8,1.3,3.6,3.6,5.4,25.5,,104,99
1519,Rickey Green,greenri01,1977-78,23,GSW,NBA,PG,76,,1098,5.9,15.5,.381,,,,5.9,15.5,.381,2.2,3.7,.600,2.0,2.8,4.8,6.1,2.4,0.0,3.3,3.9,14.0,,87,101
1520,Sean Green,greense01,1991-92,21,IND,NBA,SG,35,0,256,11.7,29.9,.392,0.4,1.9,.200,11.4,28.0,.405,2.8,5.3,.536,4.2,3.8,8.0,4.2,2.5,1.1,5.1,5.9,26.7,,85,110
1522,Sidney Green,greensi02,1983-84,23,CHI,NBA,PF,49,0,667,7.2,16.4,.439,0.0,0.0,,7.2,16.4,.439,4.0,5.6,.714,4.2,8.4,12.6,1.8,1.3,1.2,4.3,9.2,18.4,,92,106
1523,Steve Green,greenst01,1975-76,22,TOT,ABA,SF,52,,1068,8.4,18.8,.445,0.0,0.2,.000,8.4,18.6,.450,3.6,4.6,.778,3.6,4.7,8.3,2.7,1.3,0.4,3.1,6.4,20.4,,102,109
1524,Taurean Green,greenta01,2007-08,21,TOT,NBA,SG-PG,17,0,74,4.9,17.5,.280,1.4,7.7,.182,3.5,9.8,.357,7.7,8.4,.917,0.0,7.0,7.0,7.7,1.4,0.0,6.3,3.5,18.9,,84,109
1526,Willie Green,greenwi01,2003-04,22,PHI,NBA,SG,53,0,767,10.2,25.4,.401,1.4,4.3,.311,8.8,21.0,.419,4.2,5.8,.728,1.1,3.5,4.6,3.8,1.8,0.4,4.2,5.9,25.9,,89,105
1527,Donte Greene,greendo01,2008-09,20,SAC,NBA,SF,55,4,725,5.4,16.6,.326,1.8,7.0,.260,3.6,9.6,.375,2.0,2.4,.853,1.3,4.7,6.0,2.1,1.1,1.0,2.6,4.8,14.7,,84,116
1528,Orien Greene,greenor01,2005-06,23,BOS,NBA,PG,80,5,1235,4.2,10.7,.395,0.4,1.7,.225,3.8,9.0,.427,1.9,2.9,.662,1.6,4.6,6.1,5.4,3.2,0.4,4.6,7.6,10.7,,83,105
1530,Dave Greenwood,greenda01,1979-80,22,CHI,NBA,PF,82,,2791,8.4,17.7,.474,0.0,0.1,.143,8.4,17.6,.476,5.7,7.0,.810,3.8,9.3,13.1,3.1,1.0,2.2,3.5,5.3,22.5,,107,105
1532,Lynn Greer,greerly01,2006-07,27,MIL,NBA,SG,41,0,432,7.3,17.0,.433,2.2,6.3,.346,5.2,10.7,.483,3.2,3.9,.844,0.2,3.0,3.2,6.4,2.0,0.1,2.2,3.9,20.1,,112,113
1533,Gary Gregor,gregoga01,1973-74,28,NYA,ABA,SF,25,,313,5.8,12.4,.471,0.3,0.4,.667,5.5,12.0,.463,1.3,1.6,.818,3.2,7.2,10.4,2.2,0.6,0.1,1.5,7.0,13.3,,110,101
1534,Claude Gregory,gregocl01,1985-86,27,WSB,NBA,PF,2,0,2,24.2,48.5,.500,0.0,0.0,,24.2,48.5,.500,0.0,0.0,,48.5,0.0,48.5,0.0,24.2,0.0,48.5,24.2,48.5,,65,64
1535,John Greig,greigjo01,1982-83,21,SEA,NBA,SF,9,0,26,12.5,23.3,.538,0.0,0.0,,12.5,23.3,.538,8.9,10.7,.833,3.6,7.2,10.7,0.0,0.0,1.8,3.6,7.2,34.0,,115,105
1537,Kevin Grevey,greveke01,1975-76,22,WSB,NBA,SF,56,,504,7.2,19.5,.371,,,,7.2,19.5,.371,4.8,5.3,.897,2.2,3.3,5.5,2.5,1.2,0.3,,5.9,19.2,,,99
1539,Adrian Griffin,griffad01,1999-00,25,BOS,NBA,SG,72,47,1927,4.6,10.9,.424,0.4,1.5,.281,4.2,9.4,.447,3.1,4.2,.753,3.4,6.4,9.8,4.7,3.1,0.4,2.4,5.8,12.8,,107,104
1540,Blake Griffin,griffbl01,2010-11,21,LAC,NBA,PF,82,82,3112,11.6,22.9,.506,0.1,0.4,.292,11.4,22.5,.510,7.4,11.5,.642,4.5,11.9,16.4,5.2,1.0,0.7,3.7,4.2,30.7,,111,107
1541,Eddie Griffin,griffed01,2001-02,19,HOU,NBA,PF,73,24,1896,7.0,19.1,.366,2.6,7.8,.330,4.4,11.3,.392,1.8,2.5,.744,3.4,8.6,11.9,1.5,0.5,3.8,1.3,3.4,18.4,,101,107
1543,Paul Griffin,griffpa01,1976-77,23,NOJ,NBA,PF,81,,1645,3.8,7.0,.547,,,,3.8,7.0,.547,3.9,5.5,.721,4.5,8.9,13.5,4.5,1.4,1.2,,6.6,11.6,,,97
1544,Taylor Griffin,griffta01,2009-10,23,PHO,NBA,SF,8,0,32,6.3,15.7,.400,0.0,3.1,.000,6.3,12.6,.500,3.1,6.3,.500,0.0,3.1,3.1,1.6,0.0,3.1,1.6,6.3,15.7,,87,113
1545,Darrell Griffith,griffda01,1980-81,22,UTA,NBA,SG,81,,2867,12.3,26.5,.464,0.2,0.9,.192,12.1,25.6,.473,3.9,5.5,.716,1.4,3.6,4.9,3.3,1.8,0.7,4.0,3.8,28.6,,95,111
1547,Derek Grimm,grimmde01,1997-98,23,SAC,NBA,SF,9,0,34,6.1,21.5,.286,6.1,18.4,.333,0.0,3.1,.000,3.1,3.1,1.000,0.0,6.1,6.1,0.0,4.6,1.5,4.6,9.2,21.5,,82,100
1550,Bob Gross,grossbo01,1975-76,22,POR,NBA,SF,76,,1474,6.3,12.1,.523,,,,6.3,12.1,.523,2.9,4.3,.683,4.2,5.1,9.3,4.9,2.8,1.3,,5.6,15.6,,,96
1555,Anthony Grundy,grundan01,2005-06,26,ATL,NBA,SG,12,0,108,9.3,18.7,.500,2.5,7.4,.333,6.9,11.3,.609,4.4,6.9,.643,0.5,7.9,8.4,4.4,3.4,0.0,4.4,6.9,25.6,,106,107
1556,Ernie Grunfeld,grunfer01,1977-78,22,MIL,NBA,SG,73,,1261,7.1,16.1,.443,,,,7.1,16.1,.443,3.3,5.0,.657,2.5,4.3,6.8,5.1,1.9,0.7,3.4,5.3,17.6,,97,104
1558,Petur Gudmundsson,gudmupe01,1981-82,23,POR,NBA,C,68,6,845,4.7,9.4,.500,0.1,0.1,1.000,4.6,9.3,.497,2.9,4.3,.684,2.9,7.6,10.5,3.3,0.7,1.7,4.1,9.2,12.4,,95,108
1560,Tom Gugliotta,guglito01,1992-93,23,WSB,NBA,PF,81,81,2795,8.5,20.0,.426,0.7,2.4,.281,7.8,17.6,.446,3.2,4.9,.644,3.9,9.9,13.7,5.4,2.4,0.6,4.0,3.4,20.9,,95,107
1561,Andres Guibert,guibean01,1993-94,25,MIN,NBA,C,5,0,33,9.2,30.7,.300,0.0,0.0,,9.2,30.7,.300,4.6,9.2,.500,15.4,9.2,24.6,3.1,0.0,1.5,9.2,9.2,23.0,,74,110
1562,Jay Guidinger,guidija01,1992-93,23,CLE,NBA,C,32,5,215,4.5,13.0,.345,0.0,0.0,,4.5,13.0,.345,3.1,5.9,.520,6.1,8.9,15.1,4.0,2.1,2.4,2.4,11.3,12.0,,96,102
1568,Jorge Gutierrez,gutiejo01,2013-14,25,BRK,NBA,PG,15,2,244,5.4,11.6,.463,0.6,2.6,.250,4.7,9.0,.524,1.9,2.6,.750,0.6,4.1,4.7,6.5,2.2,0.2,3.0,8.0,13.3,,101,109
1569,A.J. Guyton,guytoaj01,2000-01,22,CHI,NBA,PG,33,8,630,6.7,16.4,.406,2.3,5.9,.391,4.4,10.5,.415,1.3,1.5,.833,0.9,2.2,3.1,5.5,0.8,0.4,2.0,3.0,16.9,,101,113
1570,Rudy Hackett,hackeru01,1975-76,22,SSL,ABA,PF,22,,414,6.0,14.4,.420,0.0,0.0,,6.0,14.4,.420,3.4,5.4,.633,2.2,6.4,8.6,3.1,1.6,0.9,2.6,5.3,15.5,,96,105
1571,Hamed Haddadi,haddaha01,2008-09,23,MEM,NBA,C,19,0,120,6.7,13.8,.484,0.0,0.0,,6.7,13.8,.484,8.0,13.3,.600,7.1,13.8,20.9,3.5,0.4,5.3,4.0,8.9,21.3,,109,103
1573,Scott Haffner,haffnsc01,1989-90,23,MIA,NBA,PG,43,6,559,7.5,18.4,.406,0.3,1.8,.143,7.2,16.7,.434,1.4,2.1,.680,0.6,3.7,4.3,6.8,1.1,0.2,2.8,4.5,16.7,,93,112
1575,Glenn Hagan,hagangl01,1981-82,26,DET,NBA,PG,4,0,25,5.5,12.9,.429,0.0,0.0,,5.5,12.9,.429,1.8,1.8,1.000,3.7,3.7,7.4,14.7,5.5,0.0,1.8,12.9,12.9,,123,101
1581,Malik Hairston,hairsma01,2008-09,21,SAS,NBA,SG,15,0,155,8.4,17.2,.490,0.0,0.4,.000,8.4,16.8,.500,0.7,2.5,.286,3.9,6.0,9.8,4.6,2.1,2.5,4.2,6.7,17.5,,92,101
1582,P.J. Hairston,hairspj02,2014-15,22,CHO,NBA,SG,45,2,687,6.5,20.2,.323,3.7,12.3,.301,2.9,8.0,.358,2.3,2.7,.861,1.7,5.3,6.9,1.6,1.6,1.0,1.7,4.6,19.1,,91,104
1583,Marcus Haislip,haislma01,2002-03,22,MIL,NBA,PF,39,8,441,7.9,18.4,.431,0.4,1.4,.250,7.6,17.0,.447,3.1,4.6,.684,2.5,3.9,6.4,1.1,0.8,2.2,2.5,6.6,19.4,,94,111
1588,Jack Haley,haleyja01,1988-89,25,CHI,NBA,PF,51,1,289,6.3,13.4,.474,0.0,0.0,,6.3,13.4,.474,6.2,7.9,.783,3.6,8.6,12.2,1.7,1.9,0.0,4.5,9.6,18.8,,100,107
1590,Mike Hall,hallmi01,2006-07,22,WAS,NBA,SF,2,0,13,3.9,15.7,.250,0.0,0.0,,3.9,15.7,.250,0.0,0.0,,3.9,3.9,7.8,3.9,0.0,0.0,0.0,3.9,7.8,,82,117
1592,Darvin Ham,hamda01,1996-97,23,TOT,NBA,SF,36,3,318,5.4,10.1,.532,0.0,0.0,,5.4,10.1,.532,2.8,5.7,.486,4.7,4.4,9.2,2.3,1.5,1.3,3.6,9.3,13.6,,98,112
1593,Steve Hamer,hamerst01,1996-97,23,BOS,NBA,C,35,3,268,5.6,10.7,.526,0.0,0.4,.000,5.6,10.3,.545,3.0,5.4,.552,3.2,8.0,11.2,1.3,0.4,0.7,2.4,7.3,14.2,,103,113
1595,Daniel Hamilton,hamilda02,2017-18,22,OKC,NBA,SG,5,0,26,9.6,21.0,.455,3.8,9.6,.400,5.7,11.5,.500,0.0,0.0,,0.0,9.6,9.6,13.4,1.9,0.0,3.8,0.0,22.9,,115,107
1597,Joe Hamilton,hamiljo01,1973-74,25,TOT,ABA,PG,73,,1961,8.3,21.0,.397,0.9,3.6,.257,7.4,17.3,.426,2.9,3.6,.818,1.0,3.1,4.1,6.1,1.9,0.1,2.8,3.9,20.5,,98,103
1598,Jordan Hamilton,hamiljo02,2011-12,21,DEN,NBA,SF,26,2,258,9.5,21.9,.432,3.4,9.3,.362,6.1,12.6,.484,0.4,1.0,.400,2.2,10.1,12.2,4.0,0.8,0.6,3.2,3.0,22.7,,99,107
1599,Justin Hamilton,hamilju01,2013-14,23,TOT,NBA,C,8,0,72,6.6,14.6,.450,2.2,6.6,.333,4.4,8.0,.545,3.7,3.7,1.000,2.9,2.2,5.1,0.0,3.7,0.0,2.9,5.8,19.0,,105,106
1601,Richard Hamilton,hamilri01,1999-00,21,WAS,NBA,SG,71,12,1373,9.6,22.8,.420,1.1,2.9,.364,8.5,19.9,.428,3.9,5.0,.774,1.4,3.4,4.9,4.1,1.1,0.2,3.2,5.4,24.1,,98,111
1602,Roy Hamilton,hamilro01,1979-80,22,DET,NBA,PG,72,,1116,4.6,11.5,.401,0.0,0.1,.000,4.6,11.4,.404,4.1,6.0,.687,1.8,2.5,4.3,7.7,1.9,0.2,4.7,3.3,13.4,,91,112
1604,Tang Hamilton,hamilta01,2001-02,23,MIA,NBA,SF,9,2,98,5.6,10.6,.526,0.0,0.6,.000,5.6,10.1,.556,0.0,0.6,.000,3.4,6.7,10.1,2.8,2.2,0.0,1.1,5.6,11.2,,110,100
1605,Thomas Hamilton,hamilth01,1995-96,20,BOS,NBA,C,11,0,70,6.4,22.1,.290,0.0,0.0,,6.4,22.1,.290,5.0,12.8,.389,7.1,8.5,15.7,0.7,0.0,6.4,6.4,8.5,17.8,,67,106
1606,Zendon Hamilton,hamilze01,2000-01,25,LAC,NBA,C,3,0,19,5.6,25.4,.222,0.0,0.0,,5.6,25.4,.222,14.1,22.5,.625,8.5,14.1,22.5,0.0,0.0,0.0,5.6,11.3,25.4,,79,103
1607,Geert Hammink,hammige01,1993-94,24,ORL,NBA,C,1,0,3,16.8,50.4,.333,0.0,0.0,,16.8,50.4,.333,0.0,0.0,,16.8,0.0,16.8,16.8,0.0,0.0,0.0,16.8,33.6,,106,116
1609,Tom Hammonds,hammoto01,1989-90,22,WSB,NBA,PF,61,8,805,7.7,17.7,.437,0.0,0.1,.000,7.7,17.6,.439,3.8,5.9,.643,3.7,6.4,10.1,3.1,0.7,0.8,2.8,5.9,19.3,,99,111
1610,A.J. Hammons,hammoaj01,2016-17,24,DAL,NBA,C,22,0,163,5.4,13.4,.405,1.6,3.2,.500,3.8,10.2,.375,2.9,6.4,.450,2.6,8.9,11.5,1.3,0.3,4.2,3.2,6.7,15.3,,87,106
1612,Darrin Hancock,hancoda01,1994-95,23,CHH,NBA,SF,46,7,424,8.4,15.0,.562,0.1,0.4,.333,8.3,14.7,.568,2.0,4.8,.410,1.7,4.8,6.6,3.7,2.4,0.5,3.7,6.0,19.0,,97,106
1613,Ben Handlogten,handlbe01,2003-04,30,UTA,NBA,C,17,0,172,8.1,15.1,.532,0.0,0.0,,8.1,15.1,.532,5.8,8.7,.667,7.1,10.6,17.7,1.9,1.0,1.3,3.2,10.3,21.9,,114,102
1619,Ben Hansbrough,hansbbe01,2012-13,25,IND,NBA,PG,28,0,200,4.0,12.0,.333,1.6,6.1,.261,2.4,5.9,.409,5.6,7.2,.778,0.5,4.3,4.8,5.6,1.9,0.5,4.8,6.1,15.2,,92,102
1620,Tyler Hansbrough,hansbty01,2009-10,24,IND,NBA,PF,29,1,511,7.8,21.8,.360,0.0,0.4,.000,7.8,21.4,.367,8.1,10.9,.743,5.8,7.5,13.4,2.7,1.6,0.8,2.0,6.8,23.8,,101,106
1621,Bob Hansen,hansebo01,1983-84,23,UTA,NBA,SG,55,0,419,7.1,15.8,.448,0.0,0.9,.000,7.1,15.0,.474,2.0,3.1,.643,1.4,3.8,5.2,4.8,1.6,0.4,3.8,6.8,16.2,,90,110
1624,Travis Hansen,hansetr01,2003-04,25,ATL,NBA,SF,41,4,507,4.8,13.6,.354,0.9,3.1,.300,3.9,10.4,.370,2.3,2.8,.815,3.1,4.2,7.3,2.0,1.0,0.9,1.6,7.0,12.8,,97,109
1625,Reggie Hanson,hansore01,1997-98,29,BOS,NBA,SF,8,0,26,5.9,11.9,.500,0.0,0.0,,5.9,11.9,.500,0.0,0.0,,5.9,5.9,11.9,2.0,4.0,2.0,5.9,15.8,11.9,,81,100
1626,Bill Hanzlik,hanzlbi01,1980-81,23,SEA,NBA,SF,74,,1259,5.2,11.0,.478,0.0,0.2,.200,5.2,10.8,.482,4.5,5.7,.793,2.5,3.3,5.8,4.2,2.2,0.8,3.2,6.4,15.1,,107,106
1627,Luke Harangody,haranlu01,2010-11,23,TOT,NBA,PF,49,0,640,6.4,16.8,.383,1.3,5.4,.242,5.1,11.4,.450,1.5,2.1,.731,3.3,8.4,11.7,2.4,1.2,1.4,1.3,6.5,15.7,,98,107
1628,Anfernee Hardaway,hardaan01,1993-94,22,ORL,NBA,PG,82,82,3015,8.5,18.3,.466,0.8,3.1,.267,7.7,15.1,.507,4.1,5.5,.742,3.2,4.1,7.3,9.1,3.2,0.9,4.9,3.4,22.0,,107,106
1629,Tim Hardaway,hardati01,1989-90,23,GSW,NBA,PG,79,78,2663,7.9,16.8,.471,0.4,1.4,.274,7.5,15.3,.489,3.6,4.7,.764,1.0,4.3,5.3,11.7,2.8,0.2,4.4,3.9,19.8,,105,112
1630,Tim Hardaway,hardati02,2013-14,21,NYK,NBA,SG,81,1,1875,8.3,19.5,.428,3.7,10.2,.363,4.7,9.3,.498,3.0,3.6,.828,0.5,2.9,3.4,1.9,1.2,0.2,1.3,4.1,23.4,,112,114
1631,James Harden,hardeja01,2009-10,20,OKC,NBA,SG,76,0,1738,6.9,17.1,.403,2.8,7.4,.375,4.2,9.8,.424,5.8,7.1,.808,1.4,5.8,7.2,4.1,2.4,0.6,3.1,5.9,22.3,,109,104
1634,Alan Hardy,hardyal01,1980-81,23,LAL,NBA,SG,22,,111,9.3,24.8,.373,0.0,0.0,,9.3,24.8,.373,2.9,4.2,.700,3.4,4.6,8.0,1.3,0.4,3.8,4.6,5.5,21.5,,81,106
1636,James Hardy,hardyja01,1978-79,22,NOJ,NBA,SF,68,,1456,6.0,12.9,.460,,,,6.0,12.9,.460,1.9,2.7,.693,3.7,5.7,9.4,2.0,1.6,1.9,2.8,4.0,13.8,,96,105
1639,Maurice Harkless,harklma01,2012-13,19,ORL,NBA,SF,76,59,1974,6.9,14.9,.461,0.8,3.1,.274,6.0,11.8,.510,1.9,3.4,.570,3.2,5.6,8.8,1.3,2.3,1.6,1.8,3.8,16.5,,101,107
1642,Jerome Harmon,harmoje01,1994-95,25,PHI,NBA,SG,10,0,158,7.0,17.7,.396,0.3,0.3,1.000,6.7,17.4,.385,1.0,2.0,.500,3.0,4.7,7.7,4.0,3.0,0.0,2.3,4.0,15.4,,93,109
1643,Derek Harper,harpede01,1983-84,22,DAL,NBA,PG,82,1,1712,5.7,12.8,.443,0.1,0.7,.115,5.6,12.0,.464,1.9,2.8,.673,1.5,3.4,4.9,6.8,2.7,0.6,3.1,4.1,13.3,,97,109
1644,Justin Harper,harpeju01,2011-12,22,ORL,NBA,PF,14,0,84,5.8,19.9,.290,1.3,8.3,.154,4.5,11.6,.389,0.0,0.6,.000,1.9,5.8,7.7,1.3,1.3,1.9,3.9,3.2,12.8,,63,104
1645,Mike Harper,harpemi01,1980-81,23,POR,NBA,PF,55,,461,5.7,13.7,.412,0.0,0.3,.000,5.7,13.4,.421,3.7,8.6,.435,2.8,6.6,9.4,1.7,2.3,2.0,3.2,7.4,15.1,,86,103
1646,Ron Harper,harpero01,1986-87,23,CLE,NBA,SG,82,82,3064,11.4,25.0,.455,0.3,1.5,.213,11.0,23.5,.470,6.0,8.7,.684,2.6,3.4,6.1,6.1,3.2,1.3,5.3,3.8,29.0,,99,105
1647,Matt Harpring,harprma01,1998-99,22,ORL,NBA,SF,50,22,1114,7.2,15.5,.463,0.5,1.2,.400,6.7,14.3,.468,4.9,6.9,.713,4.3,6.1,10.4,2.2,1.5,0.3,3.5,5.4,19.8,,103,100
1648,Montrezl Harrell,harremo01,2015-16,22,HOU,NBA,PF,39,1,379,7.5,11.7,.644,0.0,0.1,.000,7.5,11.5,.652,3.1,6.0,.522,3.2,5.2,8.4,2.2,1.4,1.4,2.2,6.2,18.2,,119,110
