,Name,link,Year,blank,blank,League,blank,Games Played,Games Started,TotalMin,FGPer100Poss,FGAPer100Poss,FG%Per100Poss,3pPer100Poss,3PAPer100Poss,3p%Per100Poss,2pPer100Poss,2pAPer100Poss,2p%Per100Poss,FTPer100Poss,FTAPer100Poss,FT%Per100Poss,ORGPer100Poss,DRBPer100Poss,TotalRebPer100Poss,AstPer100Poss,StealPer100Poss,BlkPer100Poss,TOVPer100Poss,FoulsPer100Poss,PtsPer100Poss,blank,ORtg,DRtg
1298,Tremaine Fowlkes,fowlktr01,Career,,,NBA,,103,27,1233,4.5,11.1,.409,0.2,0.9,.200,4.4,10.2,.426,3.8,4.8,.791,4.1,5.8,9.9,2.3,2.0,0.3,2.2,6.3,13.0,,105,105
1299,De'Aaron Fox,foxde01,Career,,,NBA,,69,56,1889,8.2,19.9,.415,1.1,3.7,.297,7.1,16.2,.441,3.4,4.7,.723,0.7,4.0,4.7,8.0,1.8,0.5,4.3,4.1,21.0,,94,114
1302,Rick Fox,foxri01,Career,,,NBA,,930,587,23723,7.3,16.2,.450,1.7,4.8,.349,5.6,11.4,.492,3.1,4.0,.770,2.1,5.4,7.6,5.7,2.1,0.8,3.5,5.9,19.3,,106,106
1303,Randy Foye,foyera01,Career,,,NBA,,752,433,19279,7.2,18.0,.401,2.9,8.0,.366,4.3,9.9,.429,3.2,3.8,.852,0.7,3.8,4.5,5.6,1.4,0.6,2.9,4.2,20.6,,105,111
1304,Adonal Foyle,foylead01,Career,,,NBA,,733,269,13060,5.2,10.9,.477,0.0,0.0,.000,5.2,10.8,.477,1.4,2.8,.499,5.1,8.5,13.6,1.3,1.0,4.7,2.3,6.2,11.7,,99,104
1305,Richie Frahm,frahmri01,Career,,,NBA,,140,2,1473,6.5,15.7,.411,3.4,9.7,.356,3.0,6.0,.500,1.9,2.3,.810,1.3,4.6,6.0,3.0,1.3,0.4,1.3,4.4,18.2,,113,110
1306,Steve Francis,francst01,Career,,,NBA,,576,543,21632,8.7,20.3,.429,1.4,4.1,.341,7.3,16.1,.451,6.8,8.6,.797,2.4,5.5,7.9,8.5,2.1,0.5,5.0,4.4,25.6,,106,105
1307,Tellis Frank,frankte01,Career,,,NBA,,264,81,4703,6.5,14.9,.439,0.0,0.0,.000,6.5,14.8,.440,4.4,5.9,.741,3.7,6.7,10.4,2.8,1.6,1.0,3.3,8.1,17.4,,100,110
1309,Jamaal Franklin,frankja01,Career,,,NBA,,24,0,174,5.2,12.5,.415,1.8,4.0,.462,3.4,8.6,.393,0.6,0.6,1.000,1.5,6.1,7.6,2.7,1.2,0.9,4.3,8.2,12.8,,85,106
1310,William Franklin,frankwi01,Career,,,ABA,,34,,274,7.4,18.0,.415,0.3,1.3,.250,7.4,17.8,.417,4.0,6.6,.601,8.6,10.1,18.6,2.5,1.0,0.8,3.9,8.9,18.8,,99,103
1312,Tim Frazier,fraziti01,Career,,,NBA,,182,51,3302,5.1,12.8,.402,1.2,3.7,.310,4.0,9.1,.439,2.8,3.8,.724,1.3,5.0,6.3,11.1,2.1,0.2,3.7,4.8,14.2,,104,109
1313,Walt Frazier,fraziwa01,Career,,,NBA,,359,,13626,9.3,19.3,.490,0.0,1.7,.000,9.3,19.3,.490,4.2,5.1,.786,1.4,5.1,6.5,6.8,2.3,0.2,0.5,3.1,22.7,,104,98
1315,Anthony Frederick,fredean01,Career,,,NBA,,147,29,1640,8.6,19.6,.439,0.2,0.6,.273,8.4,18.9,.445,3.8,5.5,.699,4.0,4.2,8.3,4.0,2.2,1.3,3.9,5.9,21.2,,97,110
1316,Jimmer Fredette,fredeji01,Career,,,NBA,,235,7,3148,8.4,20.4,.412,3.1,8.2,.381,5.3,12.2,.432,3.1,3.5,.876,0.8,3.0,3.8,5.3,1.5,0.2,3.5,3.5,23.0,,102,113
1317,World B. Free,freewo01,Career,,,NBA,,886,345,26893,11.3,24.8,.456,0.5,1.6,.337,10.9,23.7,.461,8.2,10.9,.753,1.8,2.5,4.2,5.8,1.6,0.4,3.2,3.9,31.2,,110,109
1318,Joel Freeland,freeljo01,Career,,,NBA,,151,9,1821,5.9,12.8,.459,0.0,0.1,.000,5.9,12.7,.461,1.7,2.3,.728,5.3,9.2,14.6,1.8,0.9,1.6,2.1,7.2,13.4,,105,105
1319,Donnie Freeman,freemdo01,Career,,,TOT,,207,,5596,9.0,20.2,.456,0.1,0.8,.151,9.0,20.1,.459,5.2,6.4,.800,2.2,2.2,4.4,4.4,1.4,0.4,2.2,4.1,23.2,,107,106
1322,Matt Freije,freijma01,Career,,,NBA,,42,11,588,4.9,16.8,.293,1.6,7.0,.224,3.3,9.7,.343,0.9,1.3,.714,2.2,5.6,7.9,2.5,1.5,0.3,1.9,4.9,12.3,,81,109
1327,Channing Frye,fryech01,Career,,,NBA,,849,439,19336,7.6,17.3,.442,2.7,6.9,.387,5.0,10.4,.478,2.3,2.8,.823,2.0,8.4,10.5,2.2,1.2,1.4,2.0,5.9,20.3,,109,108
1328,Bernie Fryer,fryerbe01,Career,,,TOT,,120,,2370,5.6,12.4,.447,0.0,0.2,.000,5.6,12.4,.447,3.0,3.9,.786,1.5,2.7,4.2,6.7,2.2,0.2,0.3,5.0,14.1,,92,104
1333,Hiram Fuller,fullehi01,Career,,,NBA,,4,0,43,3.7,9.8,.375,0.0,0.0,,3.7,9.8,.375,2.5,7.4,.333,4.9,8.6,13.5,2.5,0.0,1.2,4.9,6.1,9.8,,73,108
1334,Todd Fuller,fulleto02,Career,,,NBA,,225,23,2500,6.7,15.9,.422,0.0,0.1,.000,6.7,15.8,.424,4.2,6.3,.668,5.1,9.2,14.2,1.0,0.7,1.3,3.1,7.4,17.6,,96,106
1335,Tony Fuller,fulleto01,Career,,,NBA,,15,,248,4.6,12.6,.364,0.0,0.2,.000,4.6,12.4,.369,2.3,3.1,.750,2.5,5.5,8.0,5.4,1.9,0.2,4.4,4.8,11.5,,82,105
1336,Markelle Fultz,fultzma01,Career,,,NBA,,8,0,139,7.3,20.1,.362,0.0,0.0,,7.3,20.1,.362,3.1,5.6,.563,2.4,4.5,6.9,9.0,2.1,0.7,2.8,4.2,17.7,,94,106
1337,Lawrence Funderburke,fundela01,Career,,,NBA,,318,7,4726,8.6,17.1,.506,0.0,0.2,.118,8.6,16.9,.510,4.3,6.4,.675,4.8,7.4,12.2,1.9,1.0,1.1,2.4,3.8,21.6,,110,104
1338,Terry Furlow,furlote01,Career,,,NBA,,239,,4809,10.3,22.5,.459,0.6,1.9,.293,10.1,21.7,.466,4.3,5.0,.862,2.1,2.9,5.0,5.6,1.6,0.7,3.7,2.9,25.2,,103,108
1340,Dan Gadzuric,gadzuda01,Career,,,NBA,,527,164,7793,7.1,14.1,.500,0.0,0.1,.000,7.1,14.1,.501,2.5,5.0,.498,6.1,9.5,15.7,1.3,1.6,3.0,2.4,8.4,16.6,,105,104
1341,Deng Gai,gaide01,Career,,,NBA,,2,0,5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,117
1344,Corey Gaines,gaineco01,Career,,,NBA,,80,10,1002,4.4,10.4,.424,0.5,2.3,.229,3.9,8.1,.479,2.5,3.5,.736,0.6,2.7,3.3,11.9,1.9,0.2,3.5,4.7,11.9,,106,113
1346,Reece Gaines,gainere01,Career,,,NBA,,71,1,605,4.2,13.0,.324,0.6,2.3,.269,3.6,10.7,.336,1.8,2.9,.606,0.8,3.9,4.6,4.4,1.5,0.3,2.3,3.5,10.8,,82,111
1347,Sundiata Gaines,gainesu01,Career,,,NBA,,113,12,1311,7.3,18.4,.397,1.8,5.9,.301,5.5,12.5,.442,4.0,7.1,.562,1.8,5.2,7.0,8.3,3.3,0.1,3.7,4.0,20.4,,99,107
1348,Mike Gale,galemi01,Career,,,TOT,,683,70,17090,5.8,12.4,.464,0.1,0.4,.187,5.7,12.2,.469,2.0,2.5,.781,1.3,3.8,5.1,7.1,3.2,0.9,2.8,4.0,13.6,,100,102
1349,Chad Gallagher,gallach01,Career,,,NBA,,2,0,3,51.5,51.5,1.000,0.0,0.0,,51.5,51.5,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.4,103.1,,200,111
1351,Danilo Gallinari,gallida01,Career,,,NBA,,481,411,14993,7.4,17.7,.419,2.9,7.9,.367,4.5,9.8,.461,6.9,8.0,.865,1.2,6.3,7.5,3.1,1.3,0.7,2.1,3.0,24.7,,117,111
1352,Langston Galloway,gallola01,Career,,,NBA,,255,52,5767,6.7,17.2,.389,2.9,8.0,.361,3.8,9.2,.412,2.0,2.6,.783,1.1,5.3,6.3,4.4,1.8,0.4,1.6,3.9,18.3,,103,109
1354,Kevin Gamble,gamblke01,Career,,,NBA,,649,270,14508,8.9,17.7,.502,0.8,2.2,.360,8.1,15.5,.522,2.8,3.4,.810,1.3,3.8,5.1,4.5,1.6,0.6,2.0,4.3,21.3,,114,110
1356,Jorge Garbajosa,garbajo01,Career,,,NBA,,74,60,1983,6.0,14.5,.415,1.9,5.5,.344,4.1,9.0,.458,1.5,2.0,.731,1.3,7.7,9.0,3.3,2.1,0.4,1.7,2.4,15.4,,101,105
1357,Ruben Garces,garceru01,Career,,,NBA,,13,0,73,4.9,15.5,.318,0.0,0.0,,4.9,15.5,.318,1.4,5.6,.250,11.3,9.2,20.4,3.5,2.1,1.4,3.5,9.9,11.3,,82,97
1358,Alex Garcia,garcial01,Career,,,NBA,,10,3,159,6.5,20.3,.322,1.7,6.2,.278,4.8,14.1,.341,1.4,2.1,.667,2.4,2.8,5.2,6.2,2.1,0.3,3.1,5.2,16.2,,85,109
1359,Francisco Garcia,garcifr01,Career,,,NBA,,549,137,11853,6.7,15.7,.427,2.5,7.0,.357,4.2,8.7,.484,2.6,3.3,.799,1.2,4.8,6.0,3.2,1.9,1.7,2.3,5.3,18.5,,106,109
1362,Kenneth Gardner,gardnke01,Career,,,ABA,,9,,51,5.5,16.4,.333,0.0,0.0,,5.5,16.4,.333,1.8,1.8,1.000,7.3,4.5,11.8,2.7,1.8,0.9,0.9,8.2,12.7,,104,110
1363,Thomas Gardner,gardnth01,Career,,,NBA,,20,0,143,6.7,21.8,.305,2.6,13.0,.200,4.1,8.9,.458,0.7,2.2,.333,1.1,3.0,4.1,1.1,1.5,0.4,2.6,3.0,16.7,,73,111
1366,Patricio Garino,garinpa01,Career,,,NBA,,5,0,43,0.0,8.1,.000,0.0,5.8,.000,0.0,2.3,.000,0.0,0.0,,1.2,6.9,8.1,0.0,0.0,0.0,3.5,4.6,0.0,,8,115
1367,Gary Garland,garlaga01,Career,,,NBA,,78,,1106,6.5,14.9,.435,0.3,0.8,.316,6.2,14.1,.442,0.8,1.1,.692,2.1,3.7,5.8,6.1,2.3,0.2,3.0,3.3,13.9,,95,109
1368,Winston Garland,garlawi01,Career,,,NBA,,511,315,13391,6.8,15.9,.430,0.3,0.9,.281,6.6,15.0,.440,3.2,3.9,.830,1.5,3.7,5.1,8.7,2.4,0.3,3.5,4.5,17.2,,102,110
1371,Chris Garner,garnech01,Career,,,NBA,,46,0,442,3.5,12.5,.280,0.5,2.4,.190,3.0,10.0,.302,0.9,1.5,.615,1.0,3.1,4.2,7.3,3.3,0.6,4.0,7.9,8.4,,73,110
1372,Bill Garnett,garnebi02,Career,,,NBA,,300,62,5260,5.1,10.5,.490,0.0,0.1,.000,5.1,10.4,.494,4.4,6.2,.720,4.2,7.4,11.6,3.5,1.4,1.6,3.0,7.5,14.7,,110,107
1373,Kevin Garnett,garneke01,Career,,,NBA,,1462,1425,50418,11.0,22.1,.497,0.2,0.7,.275,10.8,21.5,.504,5.1,6.5,.789,3.4,12.0,15.3,5.7,1.9,2.1,3.3,3.7,27.3,,110,99
1374,Marlon Garnett,garnema01,Career,,,NBA,,24,0,205,3.8,13.1,.294,1.5,5.9,.261,2.3,7.2,.321,3.8,5.1,.750,0.8,4.6,5.4,4.6,1.3,0.3,3.1,4.6,13.1,,89,106
1375,Calvin Garrett,garreca01,Career,,,NBA,,166,22,3008,6.0,13.1,.457,0.1,0.3,.300,5.9,12.8,.461,1.6,2.1,.767,2.2,4.7,6.9,3.9,1.5,0.3,2.6,5.2,13.6,,100,109
1376,Dean Garrett,garrede01,Career,,,NBA,,359,210,6969,5.5,11.4,.480,0.0,0.0,,5.5,11.4,.480,2.2,3.3,.677,4.5,9.2,13.8,1.6,1.3,2.8,1.5,5.2,13.2,,109,105
1377,Diante Garrett,garredi02,Career,,,NBA,,90,0,1197,5.1,13.7,.373,1.7,4.9,.351,3.4,8.9,.384,0.7,1.0,.682,0.7,4.2,4.9,6.6,2.2,0.2,4.0,3.5,12.6,,86,112
1380,Tom Garrick,garrito01,Career,,,NBA,,251,47,4718,5.5,11.7,.469,0.1,0.6,.083,5.4,11.1,.490,2.7,3.5,.775,1.2,3.8,5.1,8.6,2.7,0.2,3.5,4.5,13.7,,103,109
1381,John Garris,garrijo01,Career,,,NBA,,33,1,267,9.6,18.8,.510,0.0,0.0,,9.6,18.8,.510,5.0,6.3,.794,6.5,7.8,14.2,1.8,1.5,1.1,2.0,7.4,24.2,,119,107
1382,Kiwane Garris,garriki01,Career,,,NBA,,31,0,248,5.1,16.1,.320,1.1,3.2,.333,4.1,12.8,.317,4.1,5.4,.760,0.6,3.6,4.3,6.4,1.5,0.2,3.4,4.7,15.4,,89,114
1383,Pat Garrity,garripa01,Career,,,NBA,,552,107,11062,6.9,16.5,.417,2.9,7.4,.398,3.9,9.1,.434,2.0,2.5,.806,1.6,5.2,6.8,2.1,1.1,0.5,1.9,5.9,18.7,,106,107
1385,Marc Gasol,gasolma01,Career,,,NBA,,714,707,24075,8.8,18.0,.487,0.5,1.4,.343,8.3,16.6,.499,5.5,7.1,.779,2.7,9.2,11.9,5.2,1.4,2.3,3.2,4.5,23.6,,111,104
1386,Pau Gasol,gasolpa01,Career,,,NBA,,1191,1141,40542,10.1,20.0,.508,0.2,0.6,.368,9.9,19.4,.512,6.0,8.0,.754,3.9,10.3,14.2,4.9,0.8,2.5,3.3,3.3,26.5,,113,104
1388,Chris Gatling,gatlich01,Career,,,NBA,,700,86,13760,10.4,20.3,.513,0.2,0.7,.249,10.2,19.5,.523,5.8,8.8,.660,4.6,9.2,13.9,1.7,1.7,1.4,4.0,6.9,26.8,,105,104
1389,Kenny Gattison,gattike01,Career,,,NBA,,494,130,9927,7.5,14.5,.520,0.0,0.1,.083,7.5,14.4,.521,4.2,6.4,.649,3.6,7.8,11.4,2.2,1.4,1.6,2.9,6.9,19.2,,106,108
1390,Rudy Gay,gayru01,Career,,,NBA,,805,721,27931,10.1,22.2,.453,1.5,4.4,.344,8.5,17.8,.480,4.9,6.2,.795,2.2,6.5,8.7,3.3,1.9,1.2,3.5,3.6,26.6,,104,107
1392,Andrew Gaze,gazean01,Career,,,NBA,,26,0,128,6.5,17.0,.381,3.6,9.7,.375,2.8,7.3,.389,0.8,0.8,1.000,1.2,3.6,4.9,4.5,1.6,0.8,2.8,6.5,17.4,,100,107
1393,Michael Gbinije,gbinimi01,Career,,,NBA,,9,0,32,1.6,15.8,.100,0.0,6.3,.000,1.6,9.5,.167,3.2,3.2,1.000,3.2,1.6,4.7,3.2,0.0,0.0,0.0,3.2,6.3,,64,114
1394,Reggie Geary,gearyre01,Career,,,NBA,,101,2,931,4.6,13.5,.344,1.2,3.6,.328,3.4,9.8,.349,2.0,4.0,.493,1.4,3.5,4.9,6.5,3.0,0.8,3.4,7.8,12.4,,87,100
1395,Alonzo Gee,geeal01,Career,,,NBA,,417,213,9071,5.7,13.1,.434,1.1,3.2,.325,4.6,9.8,.469,3.2,4.3,.754,2.2,5.5,7.7,2.5,2.1,0.6,2.5,4.5,15.6,,102,109
1396,Matt Geiger,geigema01,Career,,,NBA,,552,214,12221,8.8,17.6,.499,0.1,0.3,.232,8.7,17.3,.504,4.2,5.7,.728,5.0,8.6,13.6,1.7,1.3,1.5,3.2,7.0,21.8,,107,105
1397,Mickael Gelabale,gelabmi01,Career,,,NBA,,145,27,2348,5.8,12.3,.470,0.9,3.0,.316,4.8,9.3,.519,2.2,2.7,.815,2.4,4.9,7.3,2.5,1.1,0.8,2.0,4.1,14.7,,108,111
1398,Devean George,georgde01,Career,,,NBA,,630,108,11682,5.9,15.0,.392,1.9,5.6,.343,4.0,9.4,.421,2.1,2.9,.721,2.4,6.4,8.8,2.4,1.9,1.0,2.0,5.7,15.8,,101,104
1400,Paul George,georgpa01,Career,,,NBA,,523,475,17434,9.7,22.5,.432,3.3,8.8,.375,6.4,13.8,.468,5.7,6.8,.844,1.3,8.2,9.5,4.9,2.6,0.7,3.9,4.1,28.5,,107,102
1401,Tate George,georgta01,Career,,,NBA,,177,14,2019,7.2,17.4,.414,0.0,0.3,.071,7.2,17.1,.421,3.4,4.2,.820,1.6,2.8,4.4,7.9,1.8,0.3,3.8,4.4,17.9,,99,111
1402,Marcus Georges-Hunt,georgma01,Career,,,NBA,,46,0,271,4.0,9.9,.407,0.7,2.9,.250,3.3,7.0,.474,4.0,5.7,.710,1.5,3.1,4.6,1.8,1.3,0.0,0.9,6.8,12.9,,111,115
1403,Gus Gerard,gerargu01,Career,,,TOT,,446,,7953,8.7,19.9,.438,0.0,0.2,.273,8.7,19.7,.439,3.8,5.5,.696,4.0,6.2,10.2,3.2,1.6,1.8,3.1,5.6,21.3,,98,103
1404,Derrick Gervin,gervide01,Career,,,NBA,,77,4,1082,11.5,26.4,.435,0.3,1.4,.226,11.2,25.0,.446,6.9,9.1,.764,3.1,4.7,7.8,1.7,1.7,1.2,2.5,6.0,30.2,,106,109
1405,George Gervin,gervige01,Career,,,TOT,,1030,377,34908,13.3,26.3,.504,0.2,0.8,.271,13.1,25.8,.509,7.3,8.7,.841,2.3,4.8,7.1,3.6,1.7,1.4,3.7,4.1,34.1,,111,106
1407,John Gianelli,gianejo01,Career,,,NBA,,489,,13134,6.0,12.7,.470,0.0,0.0,,6.0,12.7,.470,2.0,2.9,.702,3.4,7.2,10.5,2.8,0.8,1.7,1.0,4.2,14.0,,100,101
1409,Daniel Gibson,gibsoda01,Career,,,NBA,,397,77,9316,6.0,15.0,.402,3.3,8.0,.407,2.8,6.9,.397,2.3,3.0,.780,0.8,3.7,4.5,4.4,1.4,0.5,2.1,4.6,17.6,,109,109
1412,Jonathan Gibson,gibsojo01,Career,,,NBA,,17,0,231,7.9,21.4,.368,3.4,10.1,.333,4.5,11.3,.400,4.7,6.5,.724,0.2,4.7,5.0,5.9,1.8,0.0,4.7,4.7,23.9,,91,111
1414,Mike Gibson,gibsomi01,Career,,,NBA,,64,0,390,5.0,13.0,.387,0.0,0.0,,5.0,13.0,.387,2.3,3.4,.679,5.4,7.6,13.0,1.7,1.6,1.4,2.5,8.0,12.4,,95,106
1415,Taj Gibson,gibsota01,Career,,,NBA,,663,323,17270,8.0,15.8,.506,0.0,0.2,.157,8.0,15.6,.511,3.2,4.6,.703,4.7,8.0,12.7,2.0,1.1,2.3,2.4,5.1,19.3,,109,104
1416,J.R. Giddens,giddejr01,Career,,,NBA,,38,1,247,6.3,13.2,.476,0.0,2.1,.000,6.3,11.1,.566,2.7,4.8,.565,3.8,7.5,11.3,2.7,2.1,0.4,3.8,6.3,15.3,,94,107
1417,Trey Gilder,gildetr01,Career,,,NBA,,2,0,5,10.3,10.3,1.000,0.0,0.0,,10.3,10.3,1.000,0.0,0.0,,0.0,10.3,10.3,0.0,10.3,0.0,0.0,0.0,20.5,,200,91
1418,Eddie Gill,gilled01,Career,,,NBA,,187,9,2033,4.8,13.2,.361,1.7,5.2,.320,3.1,7.9,.388,4.0,4.7,.847,0.7,4.8,5.5,5.8,2.8,0.4,3.7,5.6,15.2,,96,105
1419,Kendall Gill,gillke01,Career,,,NBA,,966,791,29481,8.8,20.2,.434,0.5,1.8,.300,8.2,18.4,.448,4.3,5.6,.754,2.2,4.7,6.9,5.1,2.6,0.7,3.0,4.3,22.3,,103,107
1420,Ben Gillery,gillebe01,Career,,,NBA,,24,0,84,3.4,10.8,.316,0.0,0.0,,3.4,10.8,.316,7.4,13.1,.565,4.0,9.1,13.1,1.1,1.1,2.3,2.8,16.5,14.2,,91,107
1423,Armen Gilliam,gilliar01,Career,,,NBA,,929,527,26421,9.3,18.9,.489,0.0,0.0,.000,9.3,18.9,.490,5.8,7.5,.776,4.1,8.2,12.3,2.1,1.3,1.2,3.3,3.8,24.3,,108,107
1425,Artis Gilmore,gilmoar01,Career,,,TOT,,1161,476,39966,9.3,15.9,.582,0.0,0.0,.150,9.3,15.9,.582,6.3,8.9,.698,4.6,11.0,15.7,3.0,0.8,2.9,3.9,4.6,24.8,,115,101
1428,Manu Ginobili,ginobma01,Career,,,NBA,,1053,349,26775,9.0,20.1,.447,2.9,7.9,.369,6.1,12.2,.498,6.6,8.0,.826,1.3,5.9,7.2,7.8,2.7,0.6,4.1,4.3,27.5,,112,100
1429,Gordan Giricek,giricgo01,Career,,,NBA,,384,191,8824,8.5,19.3,.442,1.7,4.7,.368,6.8,14.6,.465,3.2,3.9,.823,1.0,4.6,5.6,3.5,1.3,0.3,3.1,4.5,22.0,,101,110
1430,Jack Givens,givenja01,Career,,,NBA,,156,,2601,7.6,19.0,.401,0.0,0.1,.000,7.6,19.0,.402,3.8,4.8,.791,3.9,4.5,8.4,2.6,2.3,0.7,2.5,4.6,19.1,,100,104
1431,Mickell Gladness,gladnmi01,Career,,,NBA,,26,7,252,5.2,12.2,.424,0.0,0.0,,5.2,12.2,.424,1.2,2.5,.500,2.9,9.1,12.0,1.0,0.8,4.1,1.4,6.6,11.6,,92,105
1433,Gerald Glass,glassge01,Career,,,NBA,,201,49,3347,10.5,24.1,.433,0.4,1.7,.236,10.1,22.5,.448,2.4,3.7,.643,3.5,4.3,7.8,4.5,2.0,0.9,2.7,5.5,23.7,,99,112
1434,Mike Glenn,glennmi01,Career,,,NBA,,593,10,9617,9.7,17.9,.542,0.1,0.2,.286,9.7,17.8,.544,2.8,3.3,.855,0.8,2.8,3.5,4.7,1.6,0.2,2.1,4.4,22.3,,115,108
1436,Georgi Glouchkov,gloucge01,Career,,,NBA,,49,16,772,5.0,12.4,.402,0.1,0.1,1.000,4.9,12.3,.399,4.2,7.2,.574,1.8,7.8,9.7,1.9,1.5,1.5,4.5,7.4,14.2,,81,106
1438,Dion Glover,glovedi01,Career,,,NBA,,294,105,6132,7.8,19.1,.411,1.3,4.0,.317,6.6,15.1,.436,3.7,4.9,.756,1.8,5.9,7.7,3.9,2.0,0.6,3.2,4.2,20.7,,97,106
1439,Andreas Glyniadakis,glynian01,Career,,,NBA,,13,4,81,5.2,11.0,.471,0.0,0.0,,5.2,11.0,.471,0.6,1.3,.500,1.3,3.9,5.2,0.6,0.0,0.0,5.8,12.3,11.0,,66,116
1440,Mike Gminski,gminsmi01,Career,,,NBA,,938,547,24058,8.4,18.0,.465,0.0,0.1,.122,8.4,17.9,.467,5.0,6.0,.843,4.1,8.8,12.9,2.4,1.0,2.0,2.7,3.1,21.8,,109,107
1441,Rudy Gobert,goberru01,Career,,,NBA,,320,229,8934,6.8,11.0,.614,0.0,0.0,.000,6.8,11.0,.615,5.1,8.0,.631,5.8,12.9,18.6,2.2,1.2,4.1,2.9,4.6,18.6,,121,99
1442,Dan Godfread,godfrda01,Career,,,NBA,,11,0,22,11.8,28.3,.417,0.0,2.4,.000,11.8,25.9,.455,7.1,9.4,.750,0.0,4.7,4.7,0.0,2.4,9.4,0.0,11.8,30.6,,107,103
1445,Anthony Goldwire,goldwan01,Career,,,NBA,,266,72,4951,6.2,15.3,.407,2.2,5.7,.386,4.0,9.6,.419,3.2,4.1,.792,0.8,3.1,3.9,7.9,1.8,0.1,2.8,4.2,17.9,,109,113
1446,Ryan Gomes,gomesry01,Career,,,NBA,,487,371,13463,7.3,16.4,.445,1.3,3.7,.349,6.0,12.7,.473,3.1,3.9,.799,2.4,6.2,8.6,2.7,1.4,0.3,2.1,3.6,19.0,,107,111
1447,Glen Gondrezick,gondrgl01,Career,,,NBA,,435,2,7545,5.8,12.2,.473,0.0,0.1,.143,5.7,12.1,.475,3.4,4.7,.724,4.3,7.2,11.5,3.6,2.8,0.7,2.7,6.5,14.9,,108,105
1448,Grant Gondrezick,gondrgr01,Career,,,NBA,,91,1,1080,7.5,17.1,.438,0.3,1.2,.250,7.2,15.9,.452,4.4,6.4,.687,2.7,3.6,6.3,5.0,1.6,0.2,3.2,5.5,19.7,,101,113
1449,Drew Gooden,goodedr01,Career,,,NBA,,790,500,20127,8.9,19.4,.462,0.2,0.9,.257,8.7,18.5,.471,4.4,5.8,.760,4.9,9.8,14.6,2.3,1.4,1.2,3.0,5.1,22.6,,105,104
1451,Steve Goodrich,goodrst01,Career,,,NBA,,21,0,183,2.6,8.2,.321,0.3,0.9,.333,2.3,7.3,.320,1.5,2.6,.556,2.3,5.2,7.6,3.2,0.9,0.9,3.2,7.0,7.0,,75,108
1452,Archie Goodwin,goodwar01,Career,,,NBA,,165,15,2396,7.5,17.6,.429,0.9,3.9,.236,6.6,13.6,.484,5.4,7.7,.700,1.8,5.0,6.8,4.2,1.4,0.8,4.2,3.9,21.3,,97,110
1454,Aaron Gordon,gordoaa01,Career,,,NBA,,258,169,6743,8.2,18.1,.452,1.8,5.7,.311,6.4,12.4,.517,3.5,5.0,.701,3.0,8.2,11.2,3.2,1.4,1.2,2.1,3.8,21.6,,108,109
1455,Ben Gordon,gordobe01,Career,,,NBA,,744,269,20366,10.1,23.3,.432,3.0,7.5,.401,7.1,15.8,.447,5.3,6.1,.857,0.9,3.9,4.7,4.8,1.3,0.3,4.0,4.4,28.4,,105,110
1456,Drew Gordon,gordodr01,Career,,,NBA,,9,0,71,5.6,13.4,.421,0.0,2.1,.000,5.6,11.3,.500,0.7,1.4,.500,4.9,7.8,12.7,1.4,0.7,0.0,5.6,4.9,12.0,,73,108
1457,Eric Gordon,gordoer01,Career,,,NBA,,559,443,18572,8.8,20.3,.431,3.4,9.0,.377,5.4,11.3,.474,4.9,6.0,.816,0.7,3.2,3.9,4.7,1.5,0.5,3.2,3.0,25.8,,108,112
1458,Lancaster Gordon,gordola01,Career,,,NBA,,201,6,2581,8.6,22.0,.391,0.4,1.5,.271,8.2,20.4,.400,2.9,3.7,.767,2.1,2.6,4.7,5.4,2.3,0.6,4.3,4.8,20.5,,88,113
1460,Marcin Gortat,gortama01,Career,,,NBA,,754,539,19817,8.4,15.2,.552,0.0,0.1,.150,8.4,15.2,.554,2.8,4.2,.678,4.3,11.3,15.6,2.2,1.0,2.2,2.3,4.3,19.7,,114,104
1462,Andrew Goudelock,goudean01,Career,,,NBA,,49,0,475,8.5,21.7,.393,3.2,9.3,.345,5.3,12.4,.429,1.5,1.8,.875,0.8,3.0,3.8,2.7,1.1,0.2,3.1,4.0,21.8,,93,109
1463,Gerald Govan,govange01,Career,,,ABA,,191,,6215,4.3,9.9,.405,0.0,0.2,.208,4.3,9.9,.406,1.4,1.9,.678,2.4,9.2,11.6,4.1,1.1,0.8,3.1,4.2,10.0,,92,104
1466,Ricky Grace,graceri01,Career,,,NBA,,3,0,8,12.7,19.1,.667,0.0,0.0,,12.7,19.1,.667,0.0,12.7,.000,0.0,6.4,6.4,6.4,0.0,0.0,0.0,19.1,25.5,,107,107
1468,Greg Graham,grahagr01,Career,,,NBA,,207,18,2530,6.8,16.7,.407,1.0,3.5,.290,5.8,13.2,.438,4.7,6.0,.775,1.2,3.3,4.5,4.1,2.6,0.2,3.7,4.4,19.2,,97,110
1469,Joey Graham,grahajo01,Career,,,NBA,,377,84,6117,7.3,15.1,.483,0.5,1.5,.300,6.8,13.6,.503,4.0,4.9,.815,2.3,6.7,9.0,1.8,1.1,0.4,2.6,6.8,19.1,,105,111
