,Name,link,Year,blank,blank,League,blank,Games Played,Games Started,MinPerGame,FGPerGame,FGAPerGame,FG%PerGame,3pPerGame,3PAPerGame,3p%PerGame,2pPerGame,2pAPerGame,2p%PerGame,eFG%PerGame,FTPerGame,FTAPerGame,FT%PerGame,ORGPerGame,DRBPerGame,TotalRebPerGame,AstPerGame,StealPerGame,BlkPerGame,TOVPerGame,FoulsPerGame,PtsPerGame
3963,Johnny Taylor,taylojo01,Career,,,NBA,,54,9,16.0,1.9,4.6,.402,0.5,1.3,.394,1.3,3.3,.404,.458,0.5,0.7,.718,0.7,1.6,2.2,0.5,0.6,0.4,0.8,2.3,4.7
3964,Leonard Taylor,taylole01,Career,,,NBA,,10,0,3.7,0.0,0.6,.000,0.0,0.1,.000,0.0,0.5,.000,.000,1.1,1.6,.688,0.4,0.8,1.2,0.1,0.0,0.0,0.5,0.4,1.1
3965,Maurice Taylor,tayloma01,Career,,,NBA,,534,227,25.0,4.6,9.9,.466,0.0,0.1,.152,4.6,9.9,.468,.467,1.8,2.5,.711,1.5,3.1,4.6,1.2,0.5,0.5,1.8,3.0,11.0
3966,Mike Taylor,taylomi01,Career,,,NBA,,51,5,15.1,2.2,5.2,.412,0.3,0.8,.325,1.9,4.5,.427,.436,1.1,1.6,.691,0.4,1.3,1.7,2.1,0.7,0.0,1.4,1.6,5.7
3967,Oliver Taylor,taylool01,Career,,,ABA,,262,,23.5,3.4,7.4,.456,0.1,0.3,.234,3.3,7.1,.465,.460,2.9,4.2,.683,1.6,2.5,4.2,2.4,0.6,0.2,2.2,2.7,9.7
3969,Tyshawn Taylor,tayloty01,Career,,,NBA,,61,3,8.0,1.0,2.9,.354,0.1,0.4,.360,0.9,2.5,.353,.379,0.6,0.9,.684,0.1,0.5,0.5,0.9,0.4,0.0,0.9,0.9,2.9
3970,Vince Taylor,taylovi01,Career,,,NBA,,31,0,10.4,1.2,3.3,.363,0.0,0.0,,1.2,3.3,.363,.363,0.7,1.0,.656,0.6,0.5,1.2,1.3,0.6,0.1,1.0,1.7,3.1
3971,Terry Teagle,teaglte01,Career,,,NBA,,687,193,21.1,4.8,10.3,.465,0.0,0.2,.210,4.8,10.1,.470,.467,2.0,2.5,.792,1.1,1.6,2.6,1.4,0.8,0.2,1.5,2.2,11.6
3972,Jeff Teague,teaguje01,Career,,,NBA,,666,531,27.5,4.5,10.1,.446,0.9,2.5,.357,3.6,7.6,.475,.490,2.8,3.3,.844,0.3,2.1,2.5,5.7,1.2,0.3,2.3,1.9,12.7
3973,Marquis Teague,teaguma01,Career,,,NBA,,90,3,9.9,0.9,2.7,.347,0.1,0.5,.214,0.8,2.2,.375,.366,0.4,0.6,.661,0.1,0.9,1.0,1.5,0.2,0.1,0.8,1.1,2.4
3974,Mirza Teletovic,teletmi01,Career,,,NBA,,324,14,17.8,2.9,7.1,.406,1.7,4.5,.371,1.2,2.5,.468,.524,0.7,1.0,.755,0.6,2.6,3.2,0.8,0.3,0.3,0.8,1.7,8.1
3975,Sebastian Telfair,telfase01,Career,,,NBA,,564,193,21.5,2.7,7.0,.390,0.6,2.0,.319,2.1,5.0,.419,.436,1.3,1.7,.777,0.3,1.3,1.6,3.5,0.7,0.1,1.5,2.1,7.4
3976,Collis Temple,templco01,Career,,,ABA,,24,,4.3,0.7,1.7,.415,0.0,0.0,.000,0.7,1.7,.425,.415,0.3,0.4,.800,0.6,0.7,1.3,0.6,0.2,0.2,0.5,1.2,1.8
3977,Garrett Temple,templga01,Career,,,NBA,,439,157,19.1,2.0,4.9,.405,0.8,2.2,.357,1.2,2.7,.445,.486,0.8,1.1,.725,0.4,1.6,2.0,1.7,0.8,0.3,0.9,1.8,5.5
3978,Milos Teodosic,teodomi01,Career,,,NBA,,45,36,25.2,3.4,8.0,.419,2.0,5.2,.379,1.4,2.8,.492,.542,0.9,1.0,.848,0.4,2.4,2.8,4.6,0.5,0.1,2.2,2.3,9.5
3980,Carlos Terry,terryca01,Career,,,NBA,,94,3,11.5,1.3,3.0,.434,0.0,0.1,.000,1.3,2.9,.452,.434,0.4,0.6,.672,0.8,1.6,2.4,1.3,0.6,0.3,0.9,1.7,3.0
3981,Chuck Terry,terrych01,Career,,,TOT,,341,,14.8,1.7,3.9,.419,0.0,0.2,.323,1.6,3.9,.421,.422,0.5,0.6,.775,0.9,1.6,2.4,0.8,0.6,0.1,0.4,1.9,3.8
3982,Claude Terry,terrycl01,Career,,,TOT,,349,,12.3,2.2,4.8,.468,0.2,0.5,.338,2.1,4.4,.480,.483,0.9,1.2,.785,0.5,0.9,1.4,1.3,0.4,0.0,1.0,1.2,5.5
3983,Jason Terry,terryja01,Career,,,NBA,,1405,679,29.9,4.9,11.1,.444,1.6,4.3,.380,3.3,6.8,.484,.517,2.0,2.3,.845,0.4,2.0,2.3,3.9,1.1,0.2,1.7,1.8,13.4
3984,Hasheem Thabeet,thabeha01,Career,,,NBA,,224,20,10.5,0.8,1.4,.567,0.0,0.0,,0.8,1.4,.567,.567,0.5,0.9,.578,0.9,1.8,2.7,0.1,0.3,0.8,0.5,2.0,2.2
3987,Daniel Theis,theisda01,Career,,,NBA,,63,3,14.9,2.0,3.7,.541,0.3,0.9,.310,1.7,2.8,.617,.579,1.0,1.3,.753,1.4,2.9,4.3,0.9,0.5,0.8,0.9,2.5,5.3
3988,Reggie Theus,theusre01,Career,,,NBA,,1026,743,33.7,6.9,14.6,.471,0.3,1.0,.252,6.6,13.7,.486,.479,4.5,5.5,.826,1.2,2.1,3.3,6.3,1.2,0.2,3.4,2.9,18.5
3989,Peter Thibeaux,thibepe01,Career,,,NBA,,93,9,10.7,2.1,4.6,.453,0.0,0.1,.286,2.1,4.5,.456,.456,0.8,1.2,.626,0.6,0.9,1.5,0.5,0.4,0.3,0.8,1.8,5.0
3991,Justus Thigpen,thigpju01,Career,,,TOT,,22,,7.2,1.3,3.6,.367,0.0,0.0,,1.3,3.6,.367,.367,0.0,0.1,.333,1.3,1.0,0.8,0.5,0.0,0.0,0.3,1.5,2.7
3992,David Thirdkill,thirdda01,Career,,,NBA,,179,5,8.2,1.1,2.3,.457,0.0,0.1,.091,1.1,2.3,.467,.458,0.7,1.3,.565,0.4,0.7,1.2,0.5,0.3,0.1,0.6,1.3,2.8
3993,Adonis Thomas,thomaad01,Career,,,NBA,,6,1,6.2,1.0,2.3,.429,0.2,0.8,.200,0.8,1.5,.556,.464,0.2,0.2,1.000,0.0,0.5,0.5,0.5,0.0,0.0,0.2,1.0,2.3
3994,Billy Thomas,thomabi01,Career,,,NBA,,53,0,10.0,1.0,2.8,.338,0.6,1.9,.304,0.4,0.9,.408,.440,0.2,0.2,.846,0.2,0.8,1.0,0.5,0.5,0.0,0.4,1.0,2.7
3995,Carl Thomas,thomaca01,Career,,,NBA,,63,0,8.5,1.1,2.8,.398,0.4,1.2,.315,0.7,1.6,.456,.463,0.3,0.4,.643,0.2,0.7,1.0,0.4,0.4,0.1,0.4,0.8,2.9
3996,Charles Thomas,thomach01,Career,,,NBA,,36,0,4.3,0.5,1.4,.353,0.1,0.5,.118,0.4,0.9,.471,.373,0.3,0.4,.667,0.2,0.4,0.6,0.6,0.1,0.0,0.5,0.6,1.3
3997,Etan Thomas,thomaet01,Career,,,NBA,,409,74,17.3,2.2,4.2,.513,0.0,0.0,,2.2,4.2,.513,.513,1.4,2.3,.603,1.7,3.1,4.7,0.4,0.3,1.0,0.9,2.2,5.7
3998,Irving Thomas,thomair01,Career,,,NBA,,26,0,4.2,0.7,1.9,.340,0.0,0.0,,0.7,1.9,.340,.340,0.5,0.8,.571,0.5,0.7,1.2,0.4,0.2,0.0,0.5,0.9,1.8
3999,Isaiah Thomas,thomais02,Career,,,NBA,,473,324,29.8,6.1,13.9,.439,1.9,5.4,.361,4.1,8.5,.488,.509,4.7,5.4,.877,0.6,2.0,2.6,5.1,0.9,0.1,2.4,2.1,18.9
4000,Isiah Thomas,thomais01,Career,,,NBA,,979,971,36.3,7.3,16.2,.452,0.4,1.4,.290,6.9,14.8,.468,.465,4.1,5.4,.759,1.0,2.6,3.6,9.3,1.9,0.3,3.8,3.0,19.2
4001,Jamel Thomas,thomaja01,Career,,,NBA,,12,0,8.5,1.2,3.1,.378,0.1,0.5,.167,1.1,2.6,.419,.392,0.1,0.1,1.000,0.4,0.8,1.2,0.5,0.3,0.0,0.9,0.7,2.5
4002,James Thomas,thomaja02,Career,,,NBA,,33,2,8.1,0.7,1.2,.564,0.0,0.0,,0.7,1.2,.564,.564,0.3,0.6,.500,0.9,1.4,2.3,0.2,0.1,0.2,0.4,1.5,1.6
4003,Jim Thomas,thomaji01,Career,,,NBA,,161,67,20.9,3.4,7.1,.471,0.1,0.3,.170,3.3,6.8,.486,.475,1.6,2.1,.763,0.8,1.8,2.6,2.3,0.9,0.1,1.3,2.0,8.4
4005,John Thomas,thomajo02,Career,,,NBA,,208,27,10.8,1.1,2.1,.502,0.0,0.0,.000,1.1,2.1,.505,.502,0.5,0.9,.591,1.0,1.1,2.1,0.3,0.3,0.2,0.5,1.8,2.7
4006,Kenny Thomas,thomake01,Career,,,NBA,,632,406,27.4,3.7,7.9,.465,0.1,0.4,.244,3.6,7.5,.476,.471,1.9,2.7,.699,2.3,4.6,6.9,1.5,0.8,0.4,1.7,2.5,9.3
4007,Kurt Thomas,thomaku01,Career,,,NBA,,1110,650,24.5,3.5,7.1,.486,0.0,0.0,.281,3.4,7.1,.487,.487,1.2,1.5,.760,1.7,4.9,6.6,1.1,0.7,0.8,1.1,3.2,8.1
4008,Lance Thomas,thomala01,Career,,,NBA,,342,104,18.6,1.9,4.5,.421,0.4,1.0,.410,1.5,3.6,.424,.465,1.0,1.3,.801,0.8,1.8,2.6,0.7,0.4,0.1,0.7,1.7,5.3
4009,Malcolm Thomas,thomama01,Career,,,NBA,,40,0,8.2,0.8,1.7,.435,0.0,0.3,.091,0.7,1.5,.500,.442,0.4,0.6,.600,0.7,1.7,2.4,0.4,0.2,0.2,0.6,0.8,1.9
4010,Ronald Thomas,thomaro01,Career,,,ABA,,264,,12.5,1.7,3.6,.468,0.0,0.1,.214,1.7,3.5,.472,.470,0.6,1.2,.536,1.7,2.4,4.1,0.8,0.7,0.2,0.9,2.0,4.0
4012,Tim Thomas,thomati01,Career,,,NBA,,824,408,25.9,4.2,9.6,.437,1.2,3.2,.369,3.0,6.4,.470,.497,1.9,2.5,.758,1.0,3.1,4.1,1.5,0.7,0.4,1.5,2.7,11.5
4013,Tyrus Thomas,thomaty01,Career,,,NBA,,402,129,19.7,2.9,6.5,.438,0.0,0.1,.235,2.8,6.4,.440,.439,2.0,2.7,.732,1.4,3.5,4.8,0.9,0.8,1.3,1.3,2.5,7.7
4015,Trey Thompkins,thomptr02,Career,,,NBA,,24,0,5.0,1.0,2.5,.393,0.2,0.5,.308,0.8,2.0,.417,.426,0.2,0.3,.714,0.2,0.8,1.0,0.1,0.1,0.1,0.3,0.4,2.4
4016,Bernard Thompson,thompbe01,Career,,,NBA,,204,29,14.4,2.0,4.6,.439,0.0,0.1,.000,2.0,4.5,.447,.439,1.3,1.6,.789,0.8,0.9,1.7,1.3,0.6,0.1,0.9,1.9,5.3
4017,Billy Thompson,thompbi01,Career,,,NBA,,300,149,22.3,3.6,7.1,.505,0.0,0.0,.154,3.6,7.1,.507,.505,1.4,2.1,.674,2.2,3.2,5.4,1.7,0.5,0.9,1.8,2.7,8.6
4018,Brooks Thompson,thompbr01,Career,,,NBA,,168,8,10.2,1.7,4.0,.409,0.9,2.4,.376,0.8,1.7,.456,.519,0.3,0.5,.647,0.2,0.8,0.9,1.7,0.5,0.0,0.9,1.4,4.5
4019,Corny Thompson,thompco01,Career,,,NBA,,44,2,11.8,1.0,3.1,.314,0.0,0.0,,1.0,3.1,.314,.314,0.8,1.0,.783,0.9,1.8,2.7,0.8,0.3,0.2,0.7,2.1,2.8
4020,David Thompson,thompda01,Career,,,TOT,,592,69,32.8,8.5,16.8,.505,0.1,0.3,.255,8.4,16.6,.508,.507,5.7,7.3,.781,1.6,2.5,4.1,3.3,1.0,0.9,2.7,2.7,22.7
4021,Dijon Thompson,thompdi01,Career,,,NBA,,16,0,5.8,1.1,2.5,.425,0.3,0.8,.308,0.8,1.7,.481,.475,0.4,0.5,.875,0.4,0.8,1.2,0.2,0.2,0.1,0.2,0.5,2.8
4022,George Thompson,thompge01,Career,,,TOT,,437,,32.1,6.8,14.5,.465,0.3,1.0,.265,6.5,13.7,.478,.473,4.8,6.3,.762,1.3,2.0,3.3,3.6,1.2,0.2,2.6,2.8,18.6
4023,Hollis Thompson,thompho01,Career,,,NBA,,265,90,24.2,2.8,6.8,.413,1.4,3.6,.386,1.4,3.2,.444,.514,0.8,1.1,.707,0.8,2.4,3.1,1.1,0.6,0.3,0.8,2.0,7.7
4025,Jason Thompson,thompja02,Career,,,NBA,,588,412,25.2,3.6,7.2,.496,0.0,0.1,.143,3.6,7.2,.500,.497,1.7,2.5,.657,2.1,4.4,6.6,1.1,0.5,0.7,1.3,3.0,8.9
4027,Kevin Thompson,thompke01,Career,,,NBA,,14,0,4.1,0.4,1.0,.429,0.0,0.1,.000,0.4,0.9,.462,.429,0.1,0.1,.500,0.5,0.4,0.9,0.2,0.0,0.1,0.4,0.8,0.9
4028,Klay Thompson,thompkl01,Career,,,NBA,,532,495,32.9,7.2,15.6,.458,2.9,6.9,.422,4.3,8.8,.486,.551,2.0,2.3,.851,0.4,3.0,3.4,2.3,0.9,0.5,1.7,2.2,19.2
4029,LaSalle Thompson,thompla01,Career,,,NBA,,985,516,21.6,3.2,6.5,.492,0.0,0.0,.154,3.2,6.4,.493,.492,1.6,2.1,.737,2.2,4.6,6.8,1.2,0.8,1.0,1.7,3.2,7.9
4030,Mychal Thompson,thompmy01,Career,,,NBA,,935,454,29.7,5.6,11.0,.504,0.0,0.0,.083,5.6,11.0,.504,.504,2.6,4.0,.655,2.4,5.1,7.4,2.3,0.7,1.1,2.3,2.9,13.7
4031,Mychel Thompson,thompmy02,Career,,,NBA,,5,3,19.0,1.4,4.8,.292,0.8,2.2,.364,0.6,2.6,.231,.375,0.0,0.0,,0.0,1.0,1.0,1.4,0.4,0.2,1.0,1.6,3.6
4032,Paul Thompson,thomppa01,Career,,,NBA,,154,45,20.2,3.7,8.5,.432,0.1,0.5,.210,3.6,8.0,.447,.438,1.4,1.8,.792,1.3,2.1,3.5,1.5,0.9,0.5,1.0,2.3,8.9
4033,Stephen Thompson,thompst01,Career,,,NBA,,19,0,4.8,0.7,1.9,.378,0.0,0.1,.000,0.7,1.9,.389,.378,0.2,0.4,.375,0.6,0.4,1.0,0.4,0.3,0.2,0.3,0.5,1.6
4034,Tristan Thompson,thomptr01,Career,,,NBA,,514,338,28.0,3.6,6.9,.518,0.0,0.0,.000,3.6,6.9,.519,.518,1.9,3.1,.608,3.3,5.2,8.5,0.8,0.5,0.7,1.1,2.4,9.1
4037,Al Thornton,thornal01,Career,,,NBA,,296,167,28.0,4.6,10.2,.452,0.3,0.9,.293,4.4,9.3,.467,.465,2.4,3.2,.747,1.3,2.8,4.2,1.2,0.6,0.5,1.4,2.6,11.9
4038,Bob Thornton,thornbo01,Career,,,NBA,,283,30,12.0,1.1,2.5,.444,0.0,0.0,.222,1.1,2.5,.447,.446,0.7,1.3,.558,0.9,1.6,2.5,0.3,0.3,0.1,0.7,2.0,3.0
4040,Marcus Thornton,thornma01,Career,,,NBA,,483,135,23.4,4.4,10.4,.425,1.5,4.2,.358,2.9,6.1,.471,.498,1.6,1.9,.830,0.8,1.9,2.8,1.4,0.8,0.1,1.0,1.5,11.9
4041,Sindarius Thornwell,thornsi01,Career,,,NBA,,68,15,15.3,1.3,3.0,.426,0.3,0.8,.333,1.0,2.2,.460,.471,0.8,1.1,.688,0.4,1.4,1.9,0.8,0.6,0.3,0.6,1.6,3.6
4042,Otis Thorpe,thorpot01,Career,,,NBA,,1257,989,31.7,5.5,10.0,.546,0.0,0.1,.047,5.5,10.0,.548,.546,3.1,4.5,.687,2.7,5.5,8.2,2.2,0.7,0.4,2.2,3.3,14.0
4043,Sedale Threatt,threase01,Career,,,NBA,,951,304,23.6,4.1,8.5,.485,0.2,0.7,.293,3.9,7.8,.501,.496,1.4,1.7,.815,0.4,1.4,1.8,3.8,1.2,0.1,1.4,2.3,9.8
4048,Darren Tillis,tillida01,Career,,,NBA,,124,5,10.1,1.5,3.5,.423,0.0,0.0,.000,1.5,3.5,.426,.423,0.5,0.7,.626,0.9,1.6,2.5,0.3,0.2,0.7,0.6,2.0,3.4
4051,Jamaal Tinsley,tinslja01,Career,,,NBA,,547,404,26.4,3.2,8.2,.393,0.7,2.4,.299,2.5,5.8,.432,.437,1.3,1.9,.716,0.6,2.3,2.9,6.1,1.4,0.3,2.5,2.4,8.5
4052,Wayman Tisdale,tisdawa01,Career,,,NBA,,840,534,28.4,6.4,12.6,.505,0.0,0.0,.000,6.4,12.6,.506,.505,2.6,3.4,.760,1.9,4.2,6.1,1.3,0.6,0.6,1.7,3.3,15.3
4053,Mike Tobey,tobeymi01,Career,,,NBA,,2,0,12.5,0.5,2.0,.250,0.0,0.0,,0.5,2.0,.250,.250,0.0,0.0,,1.0,0.5,1.5,0.5,0.0,0.0,0.5,1.0,1.0
4055,Ray Tolbert,tolbera01,Career,,,NBA,,261,2,10.7,1.5,3.1,.495,0.0,0.0,.000,1.5,3.0,.499,.495,0.5,1.0,.544,0.8,1.5,2.3,0.5,0.3,0.4,0.8,1.6,3.6
4056,Tom Tolbert,tolbeto01,Career,,,NBA,,312,120,18.2,2.4,5.3,.460,0.1,0.3,.296,2.3,5.0,.470,.468,1.6,2.2,.716,1.3,2.7,4.0,0.9,0.4,0.3,1.1,2.4,6.5
4057,Anthony Tolliver,tollian01,Career,,,NBA,,594,87,20.2,2.1,5.1,.418,1.2,3.2,.371,0.9,1.9,.499,.535,1.0,1.2,.774,0.8,2.6,3.5,0.9,0.4,0.3,0.6,1.7,6.4
4059,Rudy Tomjanovich,tomjaru01,Career,,,NBA,,768,,33.5,7.3,14.6,.501,0.3,1.1,.262,7.3,14.5,.504,.502,2.7,3.5,.784,2.2,5.2,8.1,2.0,0.7,0.3,1.6,2.5,17.4
4060,Andrew Toney,toneyan01,Career,,,NBA,,468,246,26.9,6.1,12.2,.500,0.3,0.9,.342,5.8,11.4,.512,.512,3.4,4.3,.797,0.5,1.7,2.2,4.2,0.8,0.2,3.0,2.9,15.9
4061,Sedric Toney,toneyse01,Career,,,NBA,,112,9,12.6,1.2,3.4,.365,0.3,0.8,.341,1.0,2.6,.372,.406,0.9,1.1,.781,0.2,0.7,0.9,2.1,0.4,0.0,1.0,1.4,3.7
4063,Andy Toolson,toolsan01,Career,,,NBA,,60,15,8.7,1.0,2.4,.397,0.3,0.7,.341,0.7,1.7,.422,.449,0.5,0.6,.757,0.5,0.7,1.2,0.5,0.2,0.0,0.4,1.2,2.7
4065,Bernard Toone,toonebe01,Career,,,NBA,,23,,5.4,1.0,2.8,.359,0.0,0.3,.143,1.0,2.5,.386,.367,0.3,0.4,.800,0.5,1.0,1.5,0.5,0.2,0.2,0.7,0.9,2.4
4068,Oscar Torres,torreos01,Career,,,NBA,,82,13,14.4,1.8,4.6,.401,0.5,1.7,.317,1.3,2.9,.450,.459,1.2,1.5,.768,0.6,1.0,1.6,0.5,0.4,0.1,0.7,0.9,5.4
4071,Axel Toupane,toupaax01,Career,,,NBA,,25,0,14.1,1.2,3.2,.380,0.6,1.8,.318,0.6,1.4,.457,.468,0.5,0.7,.765,0.3,1.0,1.3,0.6,0.3,0.3,0.2,1.8,3.5
4072,Monte Towe,towemo01,Career,,,TOT,,115,,8.6,1.1,2.8,.404,0.1,0.7,.214,1.0,2.4,.433,.418,0.5,0.6,.783,0.1,0.7,0.8,1.9,0.5,0.0,1.3,1.3,2.8
4073,Keith Tower,towerke01,Career,,,NBA,,53,2,7.8,0.7,1.7,.429,0.0,0.0,.000,0.7,1.7,.433,.429,0.4,0.7,.556,0.5,0.8,1.3,0.1,0.1,0.2,0.4,1.3,1.8
4075,Linton Townes,towneli01,Career,,,NBA,,60,0,9.1,1.8,4.1,.440,0.2,0.4,.360,1.7,3.7,.448,.458,0.5,0.7,.750,0.5,0.6,1.1,0.5,0.3,0.1,0.6,1.4,4.3
4076,Karl-Anthony Towns,townska01,Career,,,NBA,,242,242,34.8,8.4,15.5,.542,1.0,2.6,.388,7.4,12.8,.573,.575,3.8,4.5,.835,3.1,8.6,11.7,2.3,0.7,1.5,2.3,3.1,21.6
4077,Raymond Townsend,townsra01,Career,,,NBA,,154,0,13.1,2.0,4.9,.411,0.1,0.4,.171,2.0,4.6,.423,.415,0.8,1.1,.703,0.3,0.7,1.0,1.4,0.6,0.1,0.8,1.3,4.8
4079,John Trapp,trappjo01,Career,,,TOT,,303,,17.3,3.0,7.1,.420,0.0,0.1,.000,3.0,7.1,.421,.420,1.3,1.8,.717,1.1,1.9,4.4,1.0,,,1.0,3.1,7.2
4080,Robert Traylor,traylro01,Career,,,NBA,,438,73,14.3,1.9,4.1,.474,0.0,0.1,.167,1.9,4.0,.478,.475,0.9,1.6,.577,1.5,2.2,3.7,0.7,0.6,0.7,0.9,2.5,4.8
4081,Gary Trent,trentga01,Career,,,NBA,,506,130,19.5,3.5,7.1,.501,0.0,0.1,.080,3.5,7.0,.507,.501,1.5,2.4,.643,1.7,2.8,4.5,1.0,0.4,0.3,1.2,2.2,8.6
4082,Jeff Trepagnier,trepaje01,Career,,,NBA,,31,0,8.7,1.1,3.3,.337,0.2,0.4,.462,0.9,2.8,.318,.366,0.5,0.6,.700,0.5,0.8,1.4,0.7,0.6,0.1,0.8,0.6,2.8
4085,Kelly Tripucka,tripuke01,Career,,,NBA,,707,575,29.6,6.3,13.3,.473,0.2,0.7,.361,6.0,12.6,.479,.482,4.4,5.2,.849,1.3,2.5,3.8,3.0,1.0,0.2,2.4,2.3,17.2
4086,Ansley Truitt,truitan01,Career,,,ABA,,16,,5.4,1.1,2.6,.429,0.0,0.0,,1.1,2.6,.429,.429,0.2,0.6,.333,0.6,1.8,2.4,0.1,,,0.4,0.6,2.4
4087,Cezary Trybanski,trybace01,Career,,,NBA,,22,0,4.6,0.2,1.1,.208,0.0,0.0,,0.2,1.1,.208,.208,0.2,0.5,.417,0.3,0.4,0.7,0.0,0.0,0.3,0.5,0.7,0.7
4088,Jake Tsakalidis,tsakaja01,Career,,,NBA,,315,168,15.9,1.8,3.8,.490,0.0,0.0,.000,1.8,3.8,.490,.490,1.1,1.6,.657,1.4,2.5,3.9,0.3,0.2,0.7,0.9,2.2,4.8
4091,Nikoloz Tskitishvili,tskitni01,Career,,,NBA,,172,16,11.3,1.1,3.6,.304,0.3,1.1,.235,0.9,2.6,.332,.338,0.5,0.7,.730,0.6,1.2,1.8,0.7,0.3,0.3,0.7,1.3,2.9
4093,Alando Tucker,tuckeal02,Career,,,NBA,,51,1,8.4,1.5,3.6,.423,0.2,0.7,.294,1.3,2.9,.453,.451,0.9,1.2,.783,0.6,0.4,1.0,0.3,0.1,0.0,0.4,0.4,4.1
4094,Anthony Tucker,tuckean01,Career,,,NBA,,62,13,15.8,1.5,3.4,.457,0.0,0.0,.000,1.5,3.4,.459,.457,0.8,1.3,.614,0.7,2.0,2.7,1.1,0.7,0.2,0.9,2.1,3.9
4096,P.J. Tucker,tuckepj01,Career,,,NBA,,495,319,27.8,2.7,6.4,.427,0.9,2.4,.356,1.9,3.9,.470,.495,1.1,1.5,.748,1.6,4.1,5.7,1.5,1.2,0.3,1.0,2.3,7.4
4097,Trent Tucker,tucketr01,Career,,,NBA,,756,207,20.7,3.4,7.4,.461,0.8,1.9,.408,2.7,5.6,.478,.512,0.6,0.8,.754,0.7,1.3,2.0,2.0,0.9,0.1,0.8,2.1,8.2
4098,Ronny Turiaf,turiaro01,Career,,,NBA,,473,105,17.0,1.8,3.4,.533,0.0,0.0,.000,1.8,3.4,.535,.533,1.1,1.7,.636,1.1,2.6,3.7,1.3,0.4,1.3,0.8,2.4,4.7
4099,Mirsad Turkcan,turkcmi01,Career,,,NBA,,17,0,5.3,0.8,2.2,.368,0.0,0.4,.000,0.8,1.9,.438,.368,0.3,0.5,.625,0.8,1.2,1.9,0.3,0.2,0.1,0.5,0.8,1.9
4100,Hedo Turkoglu,turkohe01,Career,,,NBA,,997,571,26.8,3.9,9.1,.426,1.2,3.3,.384,2.6,5.8,.450,.495,2.1,2.7,.784,0.6,3.3,4.0,2.8,0.8,0.3,1.6,2.4,11.1
4101,Andre Turner,turnean01,Career,,,NBA,,170,4,14.8,1.8,4.3,.422,0.1,0.3,.237,1.7,3.9,.439,.432,0.8,1.1,.764,0.4,1.2,1.5,3.1,0.8,0.0,1.2,1.2,4.5
4103,Elston Turner,turneel01,Career,,,NBA,,505,97,17.8,2.1,4.8,.432,0.0,0.1,.152,2.1,4.7,.437,.433,0.6,0.8,.714,1.1,1.6,2.7,1.8,0.9,0.1,0.9,1.8,4.7
4104,Evan Turner,turneev01,Career,,,NBA,,608,288,27.9,4.1,9.5,.432,0.4,1.4,.302,3.7,8.1,.455,.455,1.6,2.0,.787,0.6,4.2,4.8,3.5,0.8,0.3,1.8,2.0,10.2
4106,Henry Turner,turnehe02,Career,,,NBA,,66,1,7.0,1.2,2.7,.453,0.0,0.1,.250,1.2,2.6,.462,.458,0.9,1.5,.600,0.6,0.6,1.2,0.4,0.4,0.1,0.6,0.9,3.4
4110,Jeff Turner,turneje01,Career,,,NBA,,612,235,18.4,2.5,5.4,.467,0.1,0.3,.344,2.4,5.1,.475,.478,0.9,1.1,.769,1.0,2.3,3.3,1.0,0.4,0.1,1.1,2.9,6.0
4111,John Turner,turnejo01,Career,,,NBA,,42,0,8.2,1.0,2.3,.439,0.0,0.0,,1.0,2.3,.439,.439,0.7,1.4,.525,0.9,1.0,1.9,0.3,0.1,0.1,0.8,1.0,2.8
4112,Myles Turner,turnemy01,Career,,,NBA,,201,168,28.0,5.0,10.0,.501,0.5,1.4,.355,4.5,8.6,.525,.526,2.4,3.1,.782,1.5,5.1,6.6,1.1,0.7,1.8,1.3,2.9,12.9
4113,Wayne Turner,turnewa01,Career,,,NBA,,3,0,13.7,0.3,2.0,.167,0.0,0.0,,0.3,2.0,.167,.167,0.7,2.0,.333,0.3,0.7,1.0,1.7,0.0,0.0,1.0,1.3,1.3
4114,Melvin Turpin,turpime01,Career,,,NBA,,361,127,19.0,3.6,7.0,.516,0.0,0.0,.111,3.6,6.9,.518,.516,1.3,1.7,.777,1.6,3.0,4.6,0.5,0.4,1.0,1.2,2.4,8.5
4115,Dave Twardzik,twardda01,Career,,,TOT,,536,,24.7,3.1,5.9,.527,0.0,0.2,.245,3.1,5.8,.532,.529,3.1,3.8,.821,0.8,1.6,2.4,3.4,1.4,0.1,2.2,2.7,9.3
4117,B.J. Tyler,tylerbj01,Career,,,NBA,,55,8,14.7,1.3,3.4,.381,0.3,0.9,.314,1.0,2.5,.406,.423,0.6,0.9,.700,0.2,0.9,1.1,3.2,0.7,0.0,1.8,1.1,3.5
4118,Jeremy Tyler,tylerje01,Career,,,NBA,,104,23,9.9,1.5,3.4,.450,0.0,0.0,.000,1.5,3.3,.451,.450,0.6,1.0,.557,0.9,1.6,2.6,0.2,0.2,0.4,0.7,1.6,3.6
4119,Terry Tyler,tylerte01,Career,,,NBA,,871,255,25.0,4.4,9.1,.484,0.0,0.1,.122,4.4,9.0,.488,.485,1.4,2.0,.703,1.8,3.5,5.4,1.2,0.9,1.5,1.3,2.2,10.2
