,Name,link,Year,Age,Position,Games Played,MinPerGame,FGPerGame,FGAPerGame,FG%PerGame,3pPerGame,3PAPerGame,3p%PerGame,2pPerGame,2pAPerGame,2p%PerGame,eFG%PerGame,FTPerGame,FTAPerGame,FT%PerGame,ORGPerGame,DRBPerGame,TotalRebPerGame,AstPerGame,StealPerGame,BlkPerGame,TOVPerGame,FoulsPerGame,PtsPerGame,FGPer100Poss,FGAPer100Poss,FG%Per100Poss,3pPer100Poss,3PAPer100Poss,3p%Per100Poss,2pPer100Poss,2pAPer100Poss,2p%Per100Poss,FTPer100Poss,FTAPer100Poss,FT%Per100Poss,ORGPer100Poss,DRBPer100Poss,TotalRebPer100Poss,AstPer100Poss,StealPer100Poss,BlkPer100Poss,TOVPer100Poss,FoulsPer100Poss,PtsPer100Poss,ORtg,DRtg,Team,League,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,ROY,All-Rookie Team,Draft_Pick
1990,Guy Rucker,ruckegu01,2002-03,25.0,PF,3,1.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,12.7,12.7,12.7,0.0,0.0,0.0,12.7,0.0,214.0,109.0,GSW,NBA,7.8,,,,0.0,26.3,13.3,32.3,0.0,0.0,,0.0,0.0,0.0,0.0,0.11699999999999999,-4.1,-1.1,-5.2,0.0,0,0,
1991,Delaney Rudd,ruddde01,1989-90,27.0,PG,77,11.0,1.4,3.4,0.429,0.2,0.7,0.28600000000000003,1.2,2.6,0.46799999999999997,0.45899999999999996,0.5,0.7,0.66,0.2,0.6,0.7,2.3,0.3,0.0,1.1,1.1,3.5,6.5,15.2,0.429,0.9,3.3,0.28600000000000003,5.6,11.9,0.46799999999999997,2.1,3.1,0.66,0.7,2.5,3.2,10.4,1.3,0.1,5.2,4.8,16.0,94.0,110.0,UTA,NBA,8.6,0.483,0.21600000000000003,0.205,1.8,5.6,3.8,29.4,1.3,0.1,23.8,19.0,-0.6,0.7,0.1,0.004,-3.3,-2.6,-5.9,-0.8,0,0,83.0
1992,Michael Ruffin,ruffimi01,1999-00,23.0,PF,71,13.7,0.8,1.9,0.42,0.0,0.0,,0.8,1.9,0.42,0.42,0.6,1.2,0.489,1.6,1.9,3.5,0.6,0.4,0.4,0.8,2.4,2.2,3.2,7.6,0.42,0.0,0.0,,3.2,7.6,0.42,2.4,4.8,0.489,6.4,7.3,13.8,2.4,1.4,1.4,3.2,9.4,8.8,91.0,104.0,CHI,NBA,7.8,0.45,0.0,0.638,13.8,16.3,15.0,7.7,1.4,2.0,25.0,11.1,-0.4,1.0,0.6,0.032,-4.2,1.2,-3.0,-0.3,0,0,32.0
1993,Trevor Ruffin,ruffitr01,1994-95,24.0,PG,49,6.5,1.7,4.0,0.426,0.8,2.0,0.384,0.9,2.0,0.469,0.523,0.6,0.8,0.711,0.2,0.3,0.5,1.0,0.3,0.0,1.0,1.1,4.8,13.2,30.9,0.426,6.0,15.5,0.384,7.2,15.4,0.469,4.2,6.0,0.711,1.3,2.4,3.6,7.5,2.2,0.3,7.4,8.2,36.5,98.0,112.0,PHO,NBA,15.5,0.545,0.503,0.193,2.9,5.4,4.1,25.8,2.2,0.5,18.0,35.4,-0.1,0.2,0.1,0.009000000000000001,1.7,-4.8,-3.1,-0.1,0,0,
1994,Jeff Ruland,rulanje01,1981-82,23.0,C,82,27.0,5.1,9.1,0.561,0.0,0.0,0.33299999999999996,5.1,9.1,0.562,0.561,4.2,5.5,0.752,3.1,6.2,9.3,1.6,0.5,0.7,2.9,3.9,14.4,9.2,16.3,0.561,0.0,0.1,0.33299999999999996,9.1,16.3,0.562,7.5,9.9,0.752,5.5,11.1,16.6,2.9,1.0,1.3,5.2,7.0,25.8,111.0,100.0,WSB,NBA,18.8,0.623,0.004,0.607,12.7,24.7,18.8,9.1,1.0,1.5,20.0,22.4,3.7,4.1,7.8,0.17,1.0,1.5,2.6,2.6,0,1,25.0
1995,Stefano Rusconi,ruscost01,1995-96,27.0,PF,7,4.3,0.4,1.3,0.33299999999999996,0.0,0.0,,0.4,1.3,0.33299999999999996,0.33299999999999996,0.3,0.7,0.4,0.4,0.4,0.9,0.4,0.0,0.3,0.4,1.4,1.1,5.1,15.4,0.33299999999999996,0.0,0.0,,5.1,15.4,0.33299999999999996,3.4,8.6,0.4,5.1,5.1,10.3,5.1,0.0,3.4,5.1,17.2,13.7,78.0,111.0,PHO,NBA,2.4,0.35700000000000004,0.0,0.556,11.8,11.4,11.6,14.5,0.0,5.0,21.1,21.1,-0.1,0.0,-0.1,-0.10400000000000001,-7.4,-0.2,-7.6,0.0,0,0,52.0
1996,Brandon Rush,rushbr01,2008-09,23.0,SG,75,24.0,3.2,7.7,0.423,1.0,2.8,0.373,2.2,4.9,0.451,0.49,0.6,0.9,0.6970000000000001,0.5,2.7,3.1,0.9,0.5,0.5,1.0,1.7,8.1,6.7,15.9,0.423,2.2,5.8,0.373,4.6,10.1,0.451,1.3,1.8,0.6970000000000001,0.9,5.5,6.4,1.8,1.0,1.0,2.1,3.5,16.8,97.0,111.0,IND,NBA,9.0,0.505,0.363,0.115,2.1,12.3,7.1,5.4,1.0,1.5,11.0,16.4,-0.4,1.3,0.9,0.024,-2.6,-0.9,-3.4,-0.7,0,0,13.0
1997,Kareem Rush,rushka01,2002-03,22.0,PG,76,11.5,1.3,3.2,0.39299999999999996,0.3,0.9,0.27899999999999997,1.0,2.3,0.43799999999999994,0.43200000000000005,0.2,0.3,0.696,0.3,0.9,1.2,0.9,0.1,0.1,0.8,0.9,3.0,5.7,14.5,0.39299999999999996,1.1,4.0,0.27899999999999997,4.6,10.5,0.43799999999999994,1.0,1.4,0.696,1.5,4.0,5.6,4.0,0.6,0.7,3.7,4.2,13.5,85.0,110.0,LAL,NBA,5.8,0.447,0.27899999999999997,0.094,3.3,8.9,6.1,11.7,0.6,0.9,19.9,16.1,-0.9,0.3,-0.6,-0.033,-4.6,-2.6,-7.2,-1.1,0,0,20.0
1998,Bryon Russell,russebr01,1993-94,23.0,SF,67,16.7,2.0,4.2,0.484,0.0,0.3,0.091,2.0,3.8,0.518,0.48700000000000004,0.9,1.5,0.614,0.9,1.8,2.7,0.8,1.0,0.3,0.8,2.1,5.0,6.2,12.8,0.484,0.1,1.0,0.091,6.1,11.8,0.518,2.9,4.6,0.614,2.8,5.5,8.3,2.5,3.1,0.9,2.5,6.3,15.4,101.0,102.0,UTA,NBA,11.1,0.516,0.079,0.36200000000000004,6.4,12.2,9.3,7.0,3.1,1.2,14.5,14.9,0.4,1.7,2.1,0.08900000000000001,-1.6,2.3,0.7,0.8,0,0,45.0
1999,Campy Russell,russeca02,1974-75,23.0,SF,68,11.1,2.2,5.4,0.41100000000000003,,,,2.2,5.4,0.41100000000000003,0.41100000000000003,1.8,2.4,0.752,0.6,1.6,2.2,0.7,0.3,0.0,,1.5,6.2,9.5,23.1,0.41100000000000003,,,,9.5,23.1,0.41100000000000003,7.9,10.5,0.752,2.7,6.9,9.6,2.9,1.3,0.2,,6.3,26.9,,98.0,CLE,NBA,15.8,0.484,,0.452,6.0,15.4,10.7,9.1,1.3,0.2,,,0.4,0.7,1.1,0.069,-0.8,-3.2,-4.0,-0.4,0,0,8.0
2000,Walker Russell,russewa01,1982-83,22.0,PG,68,11.1,1.0,2.7,0.364,0.0,0.3,0.111,1.0,2.4,0.392,0.37,0.7,0.9,0.81,0.3,0.8,1.1,1.9,0.2,0.0,1.4,1.0,2.7,4.0,11.0,0.364,0.1,1.1,0.111,3.9,9.9,0.392,2.8,3.5,0.81,1.1,3.2,4.4,7.8,1.0,0.1,5.5,4.3,11.0,81.0,110.0,DET,NBA,5.3,0.43700000000000006,0.098,0.315,2.6,7.6,5.0,21.0,1.0,0.1,30.5,15.4,-1.2,0.3,-0.8,-0.054000000000000006,-5.7,-2.5,-8.2,-1.2,0,0,78.0
2001,Walker Russell,russewa02,2011-12,29.0,PG,28,12.8,1.2,3.4,0.34700000000000003,0.1,0.5,0.308,1.0,2.9,0.354,0.368,0.5,0.8,0.636,0.3,0.7,0.9,2.1,0.6,0.0,1.2,1.0,3.0,5.0,14.3,0.34700000000000003,0.6,2.0,0.308,4.4,12.4,0.354,2.1,3.3,0.636,1.1,2.9,3.9,8.7,2.7,0.2,5.0,4.4,12.7,82.0,107.0,DET,NBA,7.2,0.401,0.13699999999999998,0.23199999999999998,2.3,6.6,4.4,26.0,2.7,0.2,24.0,17.8,-0.6,0.3,-0.4,-0.049,-5.0,-1.8,-6.8,-0.4,0,0,
2002,Arvydas Sabonis,sabonar01,1995-96,31.0,C,73,23.8,5.4,9.9,0.545,0.5,1.4,0.375,4.9,8.5,0.574,0.5720000000000001,3.2,4.2,0.757,2.0,6.0,8.1,1.8,0.9,1.1,2.1,2.9,14.5,11.8,21.6,0.545,1.2,3.1,0.375,10.6,18.5,0.574,6.9,9.1,0.757,4.4,13.2,17.6,3.9,1.9,2.3,4.6,6.3,31.6,116.0,97.0,POR,NBA,24.7,0.617,0.14400000000000002,0.42200000000000004,9.7,28.8,19.3,13.8,1.9,3.4,15.2,25.5,4.5,3.9,8.4,0.233,2.5,3.1,5.6,3.3,0,1,77.0
2003,Robert Sacre,sacrero01,2012-13,23.0,C,32,6.3,0.6,1.5,0.375,0.0,0.0,,0.6,1.5,0.375,0.375,0.2,0.3,0.636,0.3,0.8,1.1,0.2,0.0,0.3,0.3,1.2,1.3,4.5,12.0,0.375,0.0,0.0,,4.5,12.0,0.375,1.8,2.8,0.636,2.3,6.3,8.5,1.5,0.0,2.5,2.5,9.5,10.8,83.0,108.0,LAL,NBA,3.4,0.40700000000000003,0.0,0.22899999999999998,5.0,13.2,9.2,4.3,0.0,3.6,15.9,13.8,-0.2,0.1,-0.1,-0.024,-7.3,-0.2,-7.5,-0.3,0,0,60.0
2004,John Salley,sallejo01,1986-87,22.0,C,82,17.8,2.0,3.5,0.562,0.0,0.0,0.0,2.0,3.5,0.564,0.562,1.3,2.1,0.614,1.3,2.3,3.6,0.7,0.5,1.5,0.9,3.1,5.3,5.3,9.4,0.562,0.0,0.0,0.0,5.3,9.4,0.564,3.4,5.6,0.614,3.5,6.1,9.6,1.8,1.4,4.1,2.4,8.3,14.0,112.0,103.0,DET,NBA,11.9,0.59,0.003,0.59,8.2,13.4,10.9,4.7,1.4,4.9,16.8,12.2,1.4,2.4,3.8,0.124,-1.3,3.5,2.2,1.5,0,0,11.0
2005,John Salmons,salmojo01,2002-03,23.0,PG,64,7.9,0.8,1.8,0.414,0.2,0.5,0.32299999999999995,0.6,1.3,0.447,0.457,0.4,0.5,0.743,0.3,0.7,0.9,0.7,0.3,0.1,0.5,0.8,2.1,5.0,12.1,0.414,1.0,3.2,0.32299999999999995,4.0,8.9,0.447,2.7,3.6,0.743,1.7,4.5,6.1,4.9,1.8,0.6,3.0,5.5,13.7,99.0,105.0,PHI,NBA,9.5,0.502,0.267,0.302,3.7,10.2,6.9,14.3,1.8,0.9,18.1,14.3,0.2,0.4,0.6,0.057999999999999996,-2.4,-0.7,-3.0,-0.1,0,0,26.0
2006,Kevin Salvadori,salvake01,1996-97,26.0,C,23,6.7,0.5,1.4,0.364,0.0,0.0,,0.5,1.4,0.364,0.364,0.6,0.8,0.722,0.3,0.8,1.1,0.4,0.1,0.6,0.5,0.7,1.6,4.1,11.3,0.364,0.0,0.0,,4.1,11.3,0.364,4.5,6.2,0.722,2.1,6.5,8.6,3.4,0.7,4.5,4.1,5.8,12.7,86.0,107.0,SAC,NBA,8.3,0.452,0.0,0.545,4.5,14.5,9.5,9.6,0.7,6.4,22.7,15.4,-0.2,0.2,0.0,-0.006999999999999999,-7.0,1.9,-5.1,-0.1,0,0,
2007,Soumaila Samake,samakso01,2000-01,22.0,C,34,6.6,0.5,1.4,0.375,0.0,0.0,,0.5,1.4,0.375,0.375,0.3,0.7,0.41700000000000004,0.6,0.9,1.6,0.0,0.1,0.4,0.1,0.7,1.4,4.2,11.1,0.375,0.0,0.0,,4.2,11.1,0.375,2.3,5.6,0.41700000000000004,5.1,7.2,12.3,0.2,0.5,3.2,0.9,5.3,10.6,93.0,106.0,NJN,NBA,9.0,0.39299999999999996,0.0,0.5,10.9,16.2,13.5,0.7,0.5,4.6,6.4,12.6,0.0,0.2,0.1,0.027999999999999997,-6.0,-1.5,-7.5,-0.3,0,0,36.0
2008,Cheikh Samb,sambch01,2007-08,23.0,C,4,7.8,0.8,1.0,0.75,0.0,0.0,,0.8,1.0,0.75,0.75,0.3,0.5,0.5,0.8,1.0,1.8,0.0,0.3,0.5,0.3,2.0,1.8,5.3,7.1,0.75,0.0,0.0,,5.3,7.1,0.75,1.8,3.5,0.5,5.3,7.1,12.4,0.0,1.8,3.5,1.8,14.2,12.4,129.0,100.0,DET,NBA,12.0,0.7170000000000001,0.0,0.5,11.5,15.5,13.5,0.0,1.8,5.1,17.0,8.9,0.1,0.1,0.1,0.17800000000000002,-2.1,0.9,-1.2,0.0,0,0,51.0
2009,Jamal Sampson,sampsja01,2002-03,19.0,PF,5,1.6,0.0,0.4,0.0,0.0,0.0,,0.0,0.4,0.0,0.0,0.0,0.0,,0.2,0.2,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.0,13.3,0.0,0.0,0.0,,0.0,13.3,0.0,0.0,0.0,,6.6,6.6,13.3,6.6,6.6,0.0,0.0,0.0,0.0,59.0,99.0,MIL,NBA,8.4,0.0,0.0,0.0,14.6,14.7,14.6,16.3,6.6,0.0,0.0,11.6,0.0,0.0,0.0,-0.066,-5.3,3.9,-1.4,0.0,0,0,47.0
2010,Ralph Sampson,sampsra01,1983-84,23.0,C,82,32.8,8.7,16.7,0.523,0.0,0.0,0.25,8.7,16.6,0.524,0.523,3.5,5.3,0.6609999999999999,3.6,7.6,11.1,2.0,0.9,2.4,3.6,4.1,21.0,12.2,23.3,0.523,0.0,0.1,0.25,12.2,23.2,0.524,4.9,7.4,0.6609999999999999,5.0,10.6,15.5,2.8,1.2,3.4,5.0,5.8,29.3,104.0,104.0,HOU,NBA,20.1,0.551,0.003,0.317,11.8,24.7,18.3,8.9,1.2,4.0,15.9,27.1,1.9,4.1,6.0,0.10800000000000001,0.1,1.3,1.4,2.3,1,1,1.0
2011,Samardo Samuels,samuesa01,2010-11,22.0,PF,37,18.9,3.0,6.5,0.456,0.0,0.1,0.0,3.0,6.4,0.462,0.456,1.8,3.0,0.618,2.0,2.2,4.3,0.5,0.4,0.5,1.4,2.4,7.8,8.1,17.7,0.456,0.0,0.2,0.0,8.1,17.5,0.462,5.0,8.1,0.618,5.5,6.1,11.6,1.3,1.1,1.3,3.9,6.5,21.2,96.0,112.0,CLE,NBA,11.7,0.498,0.012,0.456,12.0,14.0,13.0,4.2,1.1,2.0,15.5,22.1,-0.3,0.3,0.0,0.002,-3.9,-2.0,-5.9,-0.7,0,0,
2012,Pepe Sanchez,sanchpe01,2000-01,23.0,PG,29,5.2,0.3,1.0,0.321,0.0,0.0,0.0,0.3,0.9,0.33299999999999996,0.321,0.1,0.1,1.0,0.1,0.4,0.5,1.4,0.4,0.0,0.2,0.7,0.7,3.2,9.9,0.321,0.0,0.4,0.0,3.2,9.5,0.33299999999999996,0.7,0.7,1.0,1.1,4.2,5.3,14.4,3.9,0.4,2.1,7.4,7.0,102.0,98.0,TOT,NBA,12.6,0.34600000000000003,0.036000000000000004,0.071,2.3,8.9,5.6,41.3,3.9,0.5,17.2,10.5,0.1,0.2,0.3,0.107,-2.8,-0.5,-3.4,-0.1,0,0,
2013,Frankie Sanders,sandefr01,1978-79,22.0,SF,46,10.4,2.3,5.3,0.42700000000000005,,,,2.3,5.3,0.42700000000000005,0.42700000000000005,1.2,1.5,0.794,0.8,1.6,2.4,1.1,0.5,0.1,1.2,1.5,5.7,9.7,22.7,0.42700000000000005,,,,9.7,22.7,0.42700000000000005,5.0,6.3,0.794,3.2,6.9,10.1,4.8,1.9,0.6,5.1,6.4,24.3,94.0,103.0,TOT,NBA,13.9,0.478,,0.276,8.0,16.5,12.4,14.7,1.9,0.6,16.6,26.5,-0.1,0.5,0.4,0.039,-2.3,-1.3,-3.6,-0.2,0,0,20.0
2014,Jeff Sanders,sandeje01,1989-90,24.0,PF,31,5.9,0.4,1.3,0.325,0.0,0.0,,0.4,1.3,0.325,0.325,0.1,0.1,0.5,0.5,0.7,1.3,0.3,0.1,0.1,0.5,0.9,0.9,3.5,10.9,0.325,0.0,0.0,,3.5,10.9,0.325,0.5,1.1,0.5,4.6,6.0,10.6,2.5,1.1,1.1,4.1,7.4,7.6,74.0,110.0,CHI,NBA,2.5,0.335,0.0,0.1,11.0,14.3,12.7,6.0,1.1,1.4,26.4,13.3,-0.4,0.1,-0.3,-0.069,-7.3,-0.7,-8.0,-0.3,0,0,20.0
2015,Larry Sanders,sandela01,2010-11,22.0,C,60,14.5,1.9,4.5,0.433,0.0,0.0,,1.9,4.5,0.433,0.433,0.5,0.8,0.56,1.0,2.0,3.0,0.3,0.4,1.2,0.6,2.0,4.3,7.1,16.4,0.433,0.0,0.0,,7.1,16.4,0.433,1.7,3.1,0.56,3.6,7.3,10.9,1.0,1.3,4.4,2.3,7.2,15.9,91.0,99.0,MIL,NBA,11.0,0.44799999999999995,0.0,0.187,7.7,16.3,11.9,3.2,1.3,6.5,11.6,17.6,-0.7,1.8,1.0,0.057,-6.2,3.0,-3.2,-0.3,0,0,15.0
2016,Melvin Sanders,sandeme01,2005-06,25.0,SG,16,7.1,1.0,2.1,0.485,0.1,0.2,0.667,0.9,1.9,0.467,0.515,0.4,0.6,0.7,0.3,1.2,1.4,0.2,0.3,0.0,0.5,1.3,2.6,7.7,15.8,0.485,1.0,1.4,0.667,6.7,14.4,0.467,3.4,4.8,0.7,1.9,9.1,11.0,1.4,2.4,0.0,3.8,9.6,19.7,96.0,97.0,SAS,NBA,10.5,0.5479999999999999,0.091,0.303,4.3,19.4,12.0,4.3,2.4,0.0,17.6,19.2,0.0,0.2,0.2,0.09300000000000001,-4.5,0.2,-4.2,-0.1,0,0,
2017,Mike Sanders,sandemi01,1982-83,22.0,SF,26,15.1,2.9,6.0,0.484,0.0,0.1,0.0,2.9,6.0,0.49,0.484,1.2,1.7,0.721,1.2,2.4,3.6,0.7,0.7,0.2,1.1,2.2,7.0,9.0,18.6,0.484,0.0,0.2,0.0,9.0,18.3,0.49,3.7,5.1,0.721,3.7,7.4,11.1,2.2,2.1,0.7,3.3,6.7,21.6,104.0,105.0,SAS,NBA,14.2,0.52,0.013000000000000001,0.27399999999999997,8.9,16.9,13.0,6.5,2.1,0.8,13.7,20.7,0.4,0.4,0.8,0.09300000000000001,-1.1,-1.0,-2.1,0.0,0,0,74.0
2018,Daniel Santiago,santida01,2000-01,24.0,C,54,10.8,1.2,2.5,0.478,0.0,0.0,,1.2,2.5,0.478,0.478,0.8,1.1,0.6890000000000001,0.6,1.2,1.9,0.2,0.3,0.4,0.9,1.9,3.1,5.7,11.9,0.478,0.0,0.0,,5.7,11.9,0.478,3.7,5.4,0.6890000000000001,3.1,5.9,9.0,1.0,1.5,1.9,4.2,9.0,15.1,90.0,99.0,PHO,NBA,7.9,0.528,0.0,0.455,6.7,13.3,9.9,3.0,1.5,2.6,22.6,16.0,-0.3,0.9,0.6,0.052000000000000005,-5.5,0.9,-4.6,-0.4,0,0,
2019,Wayne Sappleton,sapplwa01,1984-85,24.0,PF,33,9.0,1.2,2.6,0.47100000000000003,0.0,0.0,,1.2,2.6,0.47100000000000003,0.47100000000000003,0.4,1.0,0.41200000000000003,0.8,1.4,2.3,0.2,0.2,0.1,0.6,1.5,2.9,6.5,13.9,0.47100000000000003,0.0,0.0,,6.5,13.9,0.47100000000000003,2.2,5.4,0.41200000000000003,4.5,7.5,12.0,1.1,1.1,0.6,3.3,8.0,15.3,92.0,108.0,NJN,NBA,7.7,0.47100000000000003,0.0,0.391,10.2,18.3,14.1,3.0,1.1,0.8,17.1,16.7,-0.2,0.3,0.1,0.012,-5.1,-1.8,-6.8,-0.4,0,0,38.0
2020,Jason Sasser,sasseja01,1996-97,23.0,SF,8,8.6,1.1,2.9,0.391,0.1,0.4,0.33299999999999996,1.0,2.5,0.4,0.413,0.0,0.0,,0.1,0.9,1.0,0.3,0.4,0.0,0.3,1.4,2.4,7.2,18.3,0.391,0.8,2.4,0.33299999999999996,6.4,15.9,0.4,0.0,0.0,,0.8,5.6,6.4,1.6,2.4,0.0,1.6,8.7,15.1,86.0,112.0,TOT,NBA,5.8,0.413,0.13,0.0,1.7,12.6,6.9,5.0,2.4,0.0,8.0,16.8,-0.1,0.0,0.0,-0.032,-5.7,-2.4,-8.1,-0.1,0,0,41.0
2021,Jeryl Sasser,sasseje01,2001-02,22.0,SG,7,5.1,0.4,2.0,0.214,0.0,0.0,,0.4,2.0,0.214,0.214,0.6,0.7,0.8,0.4,0.6,1.0,0.3,0.4,0.0,0.3,0.4,1.4,4.3,20.0,0.214,0.0,0.0,,4.3,20.0,0.214,5.7,7.2,0.8,4.3,5.7,10.0,2.9,4.3,0.0,2.9,4.3,14.3,75.0,101.0,ORL,NBA,7.0,0.309,0.0,0.35700000000000004,9.2,12.5,10.9,8.0,4.3,0.0,11.0,22.6,-0.1,0.1,-0.1,-0.07,-7.4,-0.3,-7.8,-0.1,0,0,22.0
2022,Kenny Satterfield,satteke01,2001-02,20.0,PG,36,15.6,2.0,5.5,0.36700000000000005,0.2,0.8,0.259,1.8,4.8,0.384,0.384,1.0,1.3,0.7829999999999999,0.5,1.0,1.4,3.0,0.9,0.0,1.5,1.2,5.3,6.9,18.9,0.36700000000000005,0.7,2.6,0.259,6.3,16.3,0.384,3.4,4.4,0.7829999999999999,1.6,3.3,4.9,10.2,2.9,0.1,5.0,4.1,17.9,90.0,108.0,DEN,NBA,11.5,0.431,0.136,0.231,3.3,7.5,5.3,31.8,2.9,0.1,19.5,21.8,-0.5,0.3,-0.2,-0.013999999999999999,-2.8,-1.9,-4.7,-0.4,0,0,54.0
2023,Predrag Savovic,savovpr01,2002-03,26.0,SG,27,9.5,1.1,3.4,0.312,0.1,1.0,0.154,0.9,2.5,0.373,0.33299999999999996,0.8,1.1,0.7240000000000001,0.3,0.6,0.9,0.8,0.5,0.0,0.8,1.2,3.1,6.0,19.2,0.312,0.8,5.4,0.154,5.1,13.8,0.373,4.3,6.0,0.7240000000000001,1.9,3.3,5.1,4.5,2.9,0.2,4.3,6.8,17.1,80.0,102.0,DEN,NBA,6.0,0.392,0.28,0.312,3.9,7.6,5.7,15.1,2.9,0.3,16.6,22.0,-0.5,0.3,-0.2,-0.04,-5.1,-1.1,-6.1,-0.3,0,0,
2024,Brian Scalabrine,scalabr01,2001-02,23.0,PF,28,10.4,0.8,2.4,0.34299999999999997,0.1,0.4,0.3,0.7,2.0,0.35100000000000003,0.366,0.4,0.5,0.733,0.4,1.4,1.8,0.8,0.3,0.1,0.9,1.4,2.1,4.1,12.1,0.34299999999999997,0.5,1.8,0.3,3.6,10.3,0.35100000000000003,2.0,2.7,0.733,2.2,7.0,9.2,3.8,1.6,0.4,4.3,7.0,10.8,77.0,101.0,NJN,NBA,4.2,0.408,0.149,0.22399999999999998,4.6,15.2,9.9,10.5,1.6,0.5,24.6,15.1,-0.5,0.4,-0.1,-0.015,-6.5,0.5,-6.0,-0.3,0,0,35.0
2025,Alex Scales,scaleal01,2005-06,27.0,SG,1,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,SAS,NBA,,,,,,,,,,,,,0.0,0.0,0.0,,-6.0,1.6,-4.4,0.0,0,0,
2026,DeWayne Scales,scalede01,1980-81,22.0,PF,44,11.0,2.1,5.1,0.418,0.0,0.1,0.16699999999999998,2.1,5.0,0.425,0.42,0.6,0.9,0.667,1.1,1.9,3.0,0.2,0.3,0.1,0.7,1.2,4.9,9.2,22.1,0.418,0.1,0.6,0.16699999999999998,9.1,21.5,0.425,2.6,3.8,0.667,4.6,8.3,13.0,1.0,1.2,0.4,2.9,5.3,21.1,93.0,105.0,NYK,NBA,11.5,0.444,0.027000000000000003,0.17300000000000001,10.7,20.8,15.6,3.0,1.2,0.5,11.0,22.8,-0.3,0.6,0.3,0.027999999999999997,-4.7,-3.4,-8.2,-0.8,0,0,36.0
2027,Billy Schaeffer,schaebi01,1973-74,22.0,SF,59,14.8,2.9,5.8,0.49700000000000005,0.0,0.2,0.222,2.9,5.7,0.504,0.5,0.7,0.9,0.759,0.8,1.6,2.4,0.6,0.4,0.2,0.9,2.4,6.5,9.0,18.0,0.49700000000000005,0.1,0.5,0.222,8.9,17.6,0.504,2.2,2.8,0.759,2.6,4.8,7.4,1.9,1.3,0.5,2.8,7.3,20.2,103.0,101.0,NYA,ABA,11.8,0.523,0.026000000000000002,0.157,5.7,10.2,8.0,5.6,1.3,0.6,12.6,18.7,0.8,1.1,1.9,0.10400000000000001,-1.6,-1.2,-2.7,-0.2,0,0,23.0
2028,Danny Schayes,schayda01,1981-82,22.0,C,82,19.8,3.1,6.4,0.48100000000000004,0.0,0.0,0.0,3.1,6.4,0.48200000000000004,0.48100000000000004,1.7,2.3,0.757,1.6,3.6,5.2,1.8,0.6,0.9,1.8,3.6,7.9,7.2,14.9,0.48100000000000004,0.0,0.0,0.0,7.2,14.9,0.48200000000000004,4.0,5.3,0.757,3.7,8.4,12.2,4.2,1.3,2.1,4.3,8.3,18.3,101.0,109.0,UTA,NBA,13.2,0.532,0.002,0.353,8.5,20.0,14.1,11.6,1.3,2.4,20.0,18.7,0.4,1.3,1.7,0.05,-1.9,0.5,-1.5,0.2,0,0,13.0
2029,Steve Scheffler,schefst01,1990-91,23.0,C,39,5.8,0.5,1.0,0.513,0.0,0.0,,0.5,1.0,0.513,0.513,0.5,0.5,0.905,0.5,0.6,1.2,0.2,0.2,0.1,0.1,0.5,1.5,4.3,8.5,0.513,0.0,0.0,,4.3,8.5,0.513,4.1,4.6,0.905,4.6,5.2,9.8,2.0,1.3,0.4,0.9,4.3,12.8,135.0,112.0,CHH,NBA,12.4,0.612,0.0,0.5379999999999999,10.3,12.5,11.4,5.3,1.3,0.5,7.7,9.8,0.5,0.1,0.6,0.132,-0.5,-0.5,-1.1,0.1,0,0,39.0
2030,Tom Scheffler,schefto01,1984-85,30.0,C,39,6.9,0.5,1.3,0.41200000000000003,0.0,0.0,,0.5,1.3,0.41200000000000003,0.41200000000000003,0.3,0.5,0.5,0.5,1.5,1.9,0.3,0.2,0.3,0.4,1.2,1.3,3.6,8.8,0.41200000000000003,0.0,0.0,,3.6,8.8,0.41200000000000003,1.7,3.5,0.5,3.1,10.0,13.1,1.9,1.4,1.9,2.6,8.3,9.0,89.0,104.0,POR,NBA,6.9,0.435,0.0,0.392,7.5,24.1,15.9,4.8,1.4,2.2,20.1,11.1,-0.2,0.4,0.2,0.037000000000000005,-5.6,1.0,-4.6,-0.2,0,0,117.0
