,Name,link,Year,blank,blank,League,blank,Games Played,TotalMin,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,blank,OWS,DWS,WS,WS/48,blank,OBPM,DBPM,BPM,VORP
153,William Avery,averywi01,Career,,,NBA,,142,1205,7.3,.416,.378,.219,1.6,7.3,4.5,24.0,1.5,0.4,18.9,21.0,,-1.5,0.7,-0.9,-0.034,,-3.8,-3.4,-7.2,-1.6
154,Dennis Awtrey,awtrede01,Career,,,NBA,,733,14159,10.5,.500,.000,.384,7.1,15.5,12.0,13.4,0.8,0.9,27.5,9.4,,6.2,16.2,22.4,.076,,-2.3,1.1,-1.2,2.2
155,Gustavo Ayon,ayongu01,Career,,,NBA,,135,2251,14.7,.539,.002,.251,9.7,20.5,15.1,12.2,2.3,2.6,17.2,14.6,,1.9,3.2,5.1,.109,,-1.5,2.7,1.2,1.8
156,Jeff Ayres,pendeje02,Career,,,NBA,,237,2322,12.4,.591,.010,.283,9.9,21.0,15.5,6.3,0.8,2.1,18.4,14.1,,2.8,3.6,6.3,.131,,-2.3,0.9,-1.4,0.4
157,Kelenna Azubuike,azubuke01,Career,,,NBA,,208,5025,14.3,.557,.294,.271,5.4,12.6,8.9,6.8,1.3,1.5,9.4,18.3,,7.1,2.2,9.3,.088,,0.2,-1.5,-1.3,0.9
158,Chris Babb,babbch01,Career,,,NBA,,14,132,3.7,.367,.900,.000,3.3,11.5,7.3,3.3,2.3,0.0,9.1,11.1,,-0.1,0.1,0.0,-0.008,,-3.7,-0.7,-4.4,-0.1
159,Luke Babbitt,babbilu01,Career,,,NBA,,379,5300,10.1,.548,.612,.105,2.3,15.9,9.0,6.4,0.9,0.9,9.1,15.5,,4.0,3.2,7.3,.066,,-0.9,-1.8,-2.7,-1.0
160,Milos Babic,babicmi01,Career,,,NBA,,21,87,10.9,.453,.000,.625,10.6,15.7,13.1,17.1,1.1,0.7,19.7,25.0,,-0.1,0.1,-0.1,-0.028,,-4.6,-1.7,-6.3,-0.1
162,Dwayne Bacon,bacondw01,Career,,,NBA,,53,713,5.8,.431,.224,.130,0.6,18.6,9.4,7.6,1.1,0.2,10.2,13.8,,-0.7,0.6,-0.1,-0.008,,-5.5,-0.4,-5.9,-0.7
165,Dalibor Bagaric,bagarda01,Career,,,NBA,,95,973,7.0,.400,.007,.379,9.8,19.0,14.3,6.3,1.6,3.3,18.7,18.2,,-1.8,0.9,-0.9,-0.043,,-6.8,0.0,-6.8,-1.2
166,John Bagley,baglejo01,Career,,,NBA,,665,17120,13.0,.488,.088,.231,2.7,8.6,5.6,32.1,2.1,0.2,20.3,18.0,,2.8,13.9,16.6,.047,,-1.1,-0.8,-1.9,0.3
167,Carl Bailey,baileca01,Career,,,NBA,,1,7,-6.8,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,66.7,17.6,,0.0,0.0,0.0,-0.268,,-10.3,-3.3,-13.6,0.0
168,Gus Bailey,bailegu01,Career,,,NBA,,147,1346,11.3,.433,.003,.388,7.3,11.6,9.5,16.1,1.9,1.7,17.2,15.6,,-0.4,1.2,0.8,.029,,-2.8,0.4,-2.4,-0.1
169,James Bailey,baileja01,Career,,,NBA,,595,11625,13.0,.530,.003,.389,9.5,19.1,14.2,6.1,1.2,2.5,17.6,20.9,,1.4,14.9,16.3,.067,,-2.6,0.3,-2.3,-0.8
170,Thurl Bailey,baileth01,Career,,,NBA,,928,24873,14.3,.523,.003,.285,6.0,14.7,10.5,8.0,0.8,2.6,11.3,21.5,,15.0,30.1,45.0,.087,,-1.8,0.5,-1.3,4.2
171,Toby Bailey,baileto01,Career,,,NBA,,73,698,11.0,.463,.066,.345,8.2,12.3,10.2,9.7,1.6,0.6,11.9,19.0,,0.2,0.8,1.0,.072,,-3.1,-0.9,-4.0,-0.3
172,Cameron Bairstow,bairsca01,Career,,,NBA,,36,167,5.0,.368,.093,.241,6.6,16.1,11.4,6.2,1.2,1.7,10.5,17.7,,-0.3,0.2,-0.1,-0.021,,-6.8,-0.9,-7.7,-0.2
173,Jimmie Baker,bakerji01,Career,,,ABA,,5,40,-3.2,.189,.000,.133,9.8,23.5,16.8,11.8,0.0,4.0,27.4,20.9,,-0.3,0.1,-0.2,-0.226,,-12.0,1.6,-10.4,-0.1
174,LaMark Baker,bakerla01,Career,,,NBA,,1,2,-46.6,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,45.4,,-0.1,0.0,-0.1,-1.289,,-41.2,-7.7,-48.9,0.0
175,Maurice Baker,bakerma01,Career,,,NBA,,5,19,-0.2,.000,.000,.000,6.3,5.8,6.1,7.2,2.8,0.0,50.0,4.8,,0.0,0.0,0.0,-0.057,,-7.0,2.0,-5.0,0.0
177,Ron Baker,bakerro01,Career,,,NBA,,81,1242,8.0,.467,.431,.250,1.5,9.7,5.6,16.7,2.4,0.9,19.5,13.3,,-0.5,0.9,0.3,.013,,-3.0,-0.3,-3.3,-0.4
178,Vin Baker,bakervi01,Career,,,NBA,,791,25737,16.3,.522,.019,.391,10.2,16.7,13.4,10.2,1.2,2.3,13.4,23.0,,25.5,21.5,47.0,.088,,-0.5,0.1,-0.4,10.4
179,Wade Baldwin,baldwwa01,Career,,,NBA,,37,434,7.2,.429,.189,.377,2.8,10.7,6.7,22.0,2.2,1.5,22.4,19.1,,-0.8,0.5,-0.2,-0.027,,-5.8,0.3,-5.5,-0.4
180,Renaldo Balkman,balkmre01,Career,,,NBA,,221,3064,14.3,.532,.089,.376,10.6,18.6,14.6,6.9,2.8,2.7,13.8,14.3,,2.8,4.3,7.2,.113,,-1.2,2.1,0.9,2.2
181,Cedric Ball,ballce01,Career,,,NBA,,7,26,10.8,.450,.000,.250,20.4,25.3,22.8,0.0,0.0,4.6,18.4,17.0,,0.0,0.0,0.0,.054,,-7.4,-4.3,-11.7,-0.1
182,Lonzo Ball,balllo01,Career,,,NBA,,52,1780,12.5,.444,.523,.126,4.1,17.4,10.8,29.0,2.4,2.0,18.6,17.4,,-0.5,2.5,2.0,.054,,-0.9,2.5,1.6,1.6
183,Greg Ballard,ballagr01,Career,,,NBA,,802,22073,15.7,.511,.031,.202,6.9,16.8,11.8,11.5,1.9,0.6,9.8,19.9,,24.1,29.9,54.0,.117,,0.3,1.2,1.5,19.3
185,Gene Banks,banksge01,Career,,,NBA,,468,13074,15.1,.579,.012,.358,8.6,14.2,11.4,13.5,1.6,0.4,15.4,16.6,,21.9,9.4,31.2,.115,,1.7,0.4,2.0,13.3
186,Marcus Banks,banksma01,Career,,,NBA,,348,5571,12.2,.522,.223,.345,2.2,8.6,5.5,21.2,2.5,0.8,18.1,19.9,,1.5,5.1,6.6,.057,,-1.5,-0.9,-2.4,-0.6
188,Ken Bannister,bannike01,Career,,,NBA,,253,3867,8.9,.502,.003,.557,7.9,18.6,13.1,4.2,1.4,1.3,18.8,19.8,,-4.0,4.6,0.6,.007,,-4.9,-0.6,-5.5,-3.4
189,Mike Bantom,bantomi01,Career,,,NBA,,706,19725,14.3,.508,.002,.328,8.4,15.3,11.8,11.6,1.5,1.3,15.7,19.7,,15.3,19.5,34.8,.085,,-0.3,0.2,-0.1,9.4
191,Leandro Barbosa,barbole01,Career,,,NBA,,850,18386,15.1,.560,.345,.204,2.0,8.4,5.3,15.1,1.9,0.5,11.6,22.2,,24.7,12.8,37.4,.098,,1.2,-1.6,-0.4,7.4
192,Steve Bardo,bardost01,Career,,,NBA,,33,299,8.1,.384,.118,.271,4.5,18.5,11.3,21.9,2.0,0.9,18.8,16.7,,-0.4,0.3,-0.1,-0.020,,-4.9,0.4,-4.5,-0.2
193,J.J. Barea,bareajo01,Career,,,NBA,,762,15055,14.4,.516,.347,.177,1.7,10.3,6.0,32.3,1.0,0.1,14.9,23.2,,12.7,9.4,22.1,.070,,0.6,-2.2,-1.6,1.6
194,Andrea Bargnani,bargnan01,Career,,,NBA,,550,15806,14.4,.531,.265,.251,3.9,15.0,9.5,7.1,0.7,2.4,10.3,24.0,,9.8,9.1,18.9,.057,,-0.6,-1.6,-2.2,-0.9
197,Charles Barkley,barklch01,Career,,,NBA,,1073,39330,24.6,.612,.129,.554,12.5,23.7,18.2,17.5,2.1,1.4,14.8,24.8,,123.3,53.9,177.2,.216,,5.7,1.8,7.4,93.5
198,Erick Barkley,barkler01,Career,,,NBA,,27,266,9.9,.408,.167,.111,2.2,7.1,4.7,23.7,3.8,0.3,15.3,19.2,,-0.2,0.3,0.2,.027,,-3.3,-0.5,-3.8,-0.1
200,Harrison Barnes,barneha02,Career,,,NBA,,460,13952,13.4,.538,.258,.246,3.8,14.1,9.0,7.9,1.2,0.5,8.7,19.7,,12.7,13.6,26.3,.091,,-0.8,-0.4,-1.1,3.1
203,Marvin Barnes,barnema01,Career,,,TOT,,315,9281,18.1,.514,.003,.279,10.6,20.9,15.7,10.2,1.8,2.5,14.8,23.8,,9.1,11.4,20.6,.106,,0.3,0.7,1.0,7.0
204,Matt Barnes,barnema02,Career,,,NBA,,929,21967,12.7,.542,.459,.217,5.6,16.4,11.1,11.4,1.7,1.6,14.3,16.6,,19.4,23.4,42.8,.093,,0.3,0.7,1.0,16.7
207,Nathaniel Barnett,barnena01,Career,,,ABA,,12,73,4.9,.457,.038,.308,3.5,6.6,5.0,14.5,1.8,0.7,21.3,19.1,,-0.1,0.1,0.0,-0.031,,-5.1,-1.6,-6.7,-0.1
212,Mike Barr,barrmi01,Career,,,TOT,,307,6341,9.6,.518,.017,.244,2.8,7.1,4.9,17.1,2.2,0.5,23.0,13.7,,2.5,4.3,6.9,.052,,-2.5,-0.3,-2.8,-0.9
214,Andre Barrett,barrean01,Career,,,NBA,,67,819,9.6,.429,.286,.137,3.0,7.1,5.1,26.0,1.9,0.1,15.5,16.9,,-0.2,0.6,0.4,.021,,-2.6,-2.1,-4.6,-0.5
217,Earl Barron,barroea01,Career,,,NBA,,140,1985,8.6,.417,.026,.263,10.9,18.1,14.5,5.3,1.2,1.2,12.2,20.5,,-2.4,1.7,-0.6,-0.015,,-5.8,-1.6,-7.4,-2.7
218,Dana Barros,barroda01,Career,,,NBA,,850,19480,16.4,.572,.371,.204,1.3,8.3,4.7,23.7,1.9,0.2,13.5,20.0,,38.4,11.1,49.6,.122,,2.5,-2.3,0.2,10.6
219,Brent Barry,barrybr01,Career,,,NBA,,912,23643,15.7,.607,.546,.251,2.2,11.5,6.9,19.4,2.1,0.8,15.6,16.1,,47.4,23.1,70.5,.143,,2.5,0.0,2.6,27.2
220,Drew Barry,barrydr01,Career,,,NBA,,60,598,9.8,.574,.612,.301,1.6,11.2,6.4,28.0,1.7,0.2,32.0,13.0,,0.3,0.3,0.6,.051,,-2.0,-2.5,-4.5,-0.4
221,Jon Barry,barryjo01,Career,,,NBA,,821,13880,14.7,.572,.456,.279,2.6,9.9,6.2,20.3,2.7,0.6,16.4,16.0,,21.5,15.7,37.2,.129,,1.0,-0.1,0.8,9.8
222,Rick Barry,barryri01,Career,,,TOT,,1020,38153,21.0,.525,.028,.301,2.9,12.0,8.0,19.1,2.5,0.7,12.2,25.5,,89.2,39.7,128.9,.162,,3.0,0.2,3.2,25.8
225,Will Barton,bartowi01,Career,,,NBA,,390,8815,14.8,.529,.332,.251,3.3,15.7,9.4,15.6,1.6,1.4,12.0,21.3,,7.9,6.4,14.3,.078,,-0.1,-0.5,-0.6,3.2
226,Eddie Basden,basdeed01,Career,,,NBA,,19,141,10.3,.471,.189,.270,5.7,17.0,11.4,8.8,3.3,1.1,17.9,16.1,,-0.1,0.3,0.2,.065,,-4.0,2.7,-1.4,0.0
228,Brandon Bass,bassbr01,Career,,,NBA,,758,16410,15.3,.558,.011,.340,8.0,16.0,12.0,6.1,0.9,2.2,10.9,18.4,,23.9,18.9,42.8,.125,,-1.4,0.3,-1.1,3.7
229,Tim Bassett,basseti01,Career,,,TOT,,473,11230,10.2,.451,.005,.288,9.7,18.0,13.7,6.5,1.4,1.1,16.3,12.4,,0.5,12.4,12.9,.055,,-2.7,1.1,-1.6,1.2
230,Maceo Baston,bastoma01,Career,,,NBA,,105,831,14.4,.667,.047,.558,7.6,16.7,12.0,5.0,1.5,3.9,20.1,14.5,,1.2,1.1,2.3,.134,,-2.1,0.8,-1.3,0.1
231,Mengke Bateer,bateeme01,Career,,,NBA,,46,494,6.4,.450,.096,.250,8.7,18.0,13.2,9.0,1.2,0.7,18.8,19.5,,-0.5,0.4,-0.1,-0.010,,-4.8,-1.1,-5.9,-0.5
232,Billy Ray Bates,batesbi01,Career,,,NBA,,187,3328,18.1,.525,.063,.250,4.9,5.5,5.2,16.4,2.1,0.3,11.6,28.7,,4.4,2.5,6.9,.099,,1.1,-2.9,-1.8,0.2
233,Esteban Batista,batises01,Career,,,NBA,,70,576,7.9,.494,.010,.625,13.8,22.7,18.2,2.9,1.7,1.5,25.5,13.0,,-0.2,0.5,0.3,.024,,-4.8,-1.5,-6.3,-0.6
234,Mike Batiste,batismi01,Career,,,NBA,,75,1248,12.2,.476,.173,.188,7.5,15.6,11.6,6.9,1.7,0.9,12.0,20.7,,0.0,0.7,0.8,.029,,-2.2,-1.7,-3.9,-0.6
235,Tony Battie,battito01,Career,,,NBA,,837,17649,12.6,.520,.017,.259,8.9,19.1,14.0,4.9,1.2,3.0,12.6,14.4,,14.6,21.8,36.4,.099,,-2.6,1.0,-1.6,1.9
236,Shane Battier,battish01,Career,,,NBA,,977,30004,12.6,.559,.477,.236,5.0,10.8,7.9,8.8,1.7,2.3,10.4,12.9,,40.4,35.3,75.7,.121,,1.0,1.9,2.9,37.0
237,John Battle,battljo01,Career,,,NBA,,612,10910,13.7,.526,.051,.332,1.8,6.6,4.2,17.4,1.2,0.2,11.5,22.2,,12.3,5.6,17.9,.079,,-0.6,-2.6,-3.2,-3.3
238,Kenny Battle,battlke01,Career,,,NBA,,134,1795,12.5,.555,.062,.392,7.9,11.0,9.5,7.4,2.5,1.0,13.9,14.2,,2.0,1.7,3.7,.098,,-0.7,0.6,-0.1,0.9
239,Dave Batton,battoda01,Career,,,NBA,,58,589,10.2,.451,.015,.085,8.6,14.6,11.5,7.8,1.2,1.5,13.3,16.9,,-0.2,0.9,0.7,.055,,-3.8,0.8,-3.0,-0.2
240,Lloyd Batts,battsll01,Career,,,ABA,,58,1317,11.3,.414,.216,.138,5.5,10.2,7.8,12.7,2.6,0.3,11.0,24.8,,-1.4,1.0,-0.5,-0.017,,-1.6,-1.2,-2.8,-0.3
241,Nicolas Batum,batumni01,Career,,,NBA,,688,21783,15.2,.555,.461,.226,3.8,15.1,9.4,18.8,1.6,1.6,14.8,18.2,,28.1,22.1,50.2,.111,,1.6,1.0,2.6,25.0
242,Johnny Baum,baumjo01,Career,,,TOT,,244,3397,13.8,.516,.002,.239,7.6,11.4,9.8,6.1,1.4,0.7,11.6,18.1,,4.2,1.5,5.7,.081,,-1.4,-1.1,-2.5,-0.1
244,Lonny Baxter,baxtelo01,Career,,,NBA,,162,1884,11.6,.510,.009,.408,10.7,18.1,14.4,3.7,1.1,2.3,14.7,17.8,,0.8,2.1,2.9,.075,,-4.0,-1.1,-5.1,-1.5
245,Jerryd Bayless,bayleje01,Career,,,NBA,,552,11829,12.4,.527,.325,.294,1.6,10.0,5.8,21.1,1.6,0.5,15.1,20.3,,9.0,9.7,18.7,.076,,-0.4,-1.4,-1.8,0.5
248,Aron Baynes,baynear01,Career,,,NBA,,370,5515,13.9,.552,.013,.298,10.8,21.5,16.1,6.6,0.7,2.5,14.5,16.9,,6.4,8.0,14.4,.126,,-2.5,1.0,-1.5,0.7
249,Sergei Bazarevich,bazarse01,Career,,,NBA,,10,74,13.6,.578,.273,.409,1.5,9.7,5.5,31.4,0.7,1.0,21.2,20.2,,0.1,0.1,0.2,.101,,-1.8,-3.1,-4.9,-0.1
250,Kent Bazemore,bazemke01,Career,,,NBA,,416,8337,12.3,.527,.391,.265,1.8,14.2,8.1,14.3,2.4,1.8,15.4,20.4,,-1.3,11.6,10.3,.059,,-1.8,1.0,-0.7,2.7
252,Bradley Beal,bealbr01,Career,,,NBA,,401,13565,16.3,.549,.348,.222,2.5,9.9,6.2,16.6,1.6,0.8,10.7,25.0,,16.2,12.2,28.4,.101,,1.7,-1.1,0.6,8.8
257,Jerome Beasley,beaslje01,Career,,,NBA,,2,5,5.9,.333,.000,.000,0.0,23.6,11.7,0.0,0.0,0.0,0.0,28.2,,0.0,0.0,0.0,-0.117,,-13.2,-9.3,-22.4,0.0
258,John Beasley,beasljo01,Career,,,ABA,,506,13947,19.6,.545,.045,.267,10.0,18.2,13.9,6.1,0.7,1.2,9.0,18.6,,27.3,10.6,37.9,.131,,-0.2,-2.9,-3.1,-0.1
259,Malik Beasley,beaslma01,Career,,,NBA,,83,746,9.9,.513,.436,.172,2.9,10.4,6.6,8.0,1.5,0.8,10.6,17.4,,0.2,0.3,0.5,.031,,-2.3,-2.7,-5.0,-0.6
260,Michael Beasley,beaslmi01,Career,,,NBA,,579,13555,15.6,.519,.126,.217,5.5,18.3,11.8,10.0,1.3,1.8,12.3,26.8,,2.1,13.1,15.2,.054,,-2.1,-1.1,-3.2,-4.2
261,Zelmo Beaty,beatyze01,Career,,,TOT,,889,29676,18.7,.554,.001,.421,9.2,18.9,15.0,6.7,1.4,1.4,12.4,20.0,,70.0,36.0,106.0,.171,,-0.2,0.0,-0.1,1.7
262,Rodrigue Beaubois,beaubro01,Career,,,NBA,,182,2896,14.5,.524,.347,.165,1.9,11.2,6.6,21.5,2.2,1.4,14.3,22.8,,1.3,3.5,4.8,.079,,0.0,0.0,-0.1,1.4
263,Byron Beck,beckby01,Career,,,TOT,,747,19197,16.3,.540,.006,.208,8.3,14.3,12.8,7.0,1.3,0.4,10.8,17.2,,31.3,23.7,55.0,.137,,0.6,-1.3,-0.7,1.9
264,Corey Beck,beckco01,Career,,,NBA,,88,951,9.1,.503,.024,.369,4.6,11.1,7.9,20.1,2.4,0.7,26.7,15.9,,-0.4,0.9,0.5,.026,,-3.5,0.1,-3.4,-0.3
269,William Bedford,bedfowi01,Career,,,NBA,,238,2514,9.7,.446,.023,.249,9.1,16.5,12.9,6.3,0.7,3.0,13.8,21.1,,-2.3,3.2,0.9,.017,,-4.9,-0.3,-5.1,-2.0
271,Ron Behagen,behagro01,Career,,,NBA,,388,9131,14.2,.472,.000,.279,9.8,20.4,15.1,10.1,1.4,0.9,15.8,23.4,,1.9,11.0,13.0,.068,,-1.4,-0.2,-1.6,0.9
273,Marco Belinelli,belinma01,Career,,,NBA,,718,16683,12.3,.549,.444,.219,1.1,8.7,5.0,11.4,1.3,0.3,10.4,19.5,,15.8,11.0,26.7,.077,,0.2,-1.9,-1.6,1.5
274,Charlie Bell,bellch01,Career,,,NBA,,376,9368,11.2,.515,.420,.172,2.2,8.2,5.1,14.3,1.7,0.3,10.4,16.7,,7.5,5.0,12.5,.064,,0.0,-1.3,-1.3,1.7
276,Jordan Bell,belljo01,Career,,,NBA,,52,755,18.6,.650,.017,.243,9.1,19.1,14.5,17.2,2.2,5.6,19.4,13.8,,1.6,1.3,3.0,.189,,0.4,4.0,4.4,1.2
277,Raja Bell,bellra01,Career,,,NBA,,706,19813,10.9,.544,.396,.185,2.5,9.1,5.8,9.3,1.3,0.5,9.7,16.4,,20.7,12.0,32.7,.079,,0.6,-0.8,-0.3,8.7
278,Troy Bell,belltr01,Career,,,NBA,,6,34,-4.5,.285,.222,.167,9.9,3.4,6.6,18.7,1.5,0.0,23.7,33.5,,-0.2,0.0,-0.2,-0.326,,-10.4,-3.9,-14.4,-0.1
281,DeAndre' Bembry,bembrde01,Career,,,NBA,,60,749,7.3,.473,.213,.203,3.3,14.1,8.7,12.3,1.4,1.7,20.0,16.0,,-0.9,0.7,-0.2,-0.012,,-5.5,0.5,-5.0,-0.6
284,Dragan Bender,bendedr01,Career,,,NBA,,121,2510,6.3,.494,.655,.094,2.4,15.9,9.0,8.3,0.6,2.3,18.0,13.0,,-1.6,0.9,-0.7,-0.013,,-3.2,-0.2,-3.4,-0.9
285,Jonathan Bender,bendejo01,Career,,,NBA,,262,3847,10.9,.514,.243,.359,4.6,12.4,8.6,7.4,0.6,3.2,15.4,19.9,,0.2,3.6,3.8,.047,,-3.0,-0.6,-3.5,-1.5
286,Jerrelle Benimon,benimje01,Career,,,NBA,,2,3,4.7,,,,38.7,76.6,57.8,0.0,0.0,0.0,100.0,15.3,,0.0,0.0,0.0,-0.215,,-20.3,-6.6,-26.9,0.0
287,Benoit Benjamin,benjabe01,Career,,,NBA,,807,21911,14.8,.544,.003,.393,7.3,23.8,15.4,7.3,1.2,4.3,17.9,19.6,,3.2,29.5,32.7,.072,,-3.0,1.8,-1.3,4.0
288,Corey Benjamin,benjaco01,Career,,,NBA,,153,2191,8.9,.459,.243,.272,4.4,9.6,6.9,12.5,1.7,1.6,15.3,22.6,,-2.2,1.3,-0.9,-0.019,,-3.6,-2.1,-5.6,-2.0
289,Anthony Bennett,bennean01,Career,,,NBA,,151,1905,10.2,.457,.215,.279,7.6,20.5,13.9,6.5,1.5,1.1,12.1,19.0,,-0.9,1.4,0.5,.013,,-4.0,-1.6,-5.6,-1.7
290,Elmer Bennett,benneel01,Career,,,NBA,,21,159,6.2,.437,.234,.383,0.7,6.6,3.6,23.6,3.1,0.5,26.7,21.4,,-0.4,0.1,-0.3,-0.095,,-6.4,-1.7,-8.1,-0.2
291,Mario Bennett,bennema01,Career,,,NBA,,68,606,18.2,.543,.014,.433,16.1,18.1,17.1,6.7,2.6,2.6,11.8,20.5,,1.0,0.9,1.9,.153,,0.2,0.1,0.3,0.3
292,Mel Bennett,benneme01,Career,,,TOT,,204,3725,10.8,.445,.003,.574,11.5,14.2,12.8,7.4,1.6,1.4,16.7,19.5,,-1.6,2.5,0.9,.011,,-2.6,-0.7,-3.3,-1.2
294,Tony Bennett,benneto01,Career,,,NBA,,152,1886,9.5,.480,.306,.104,1.7,7.1,4.5,21.4,1.8,0.0,14.2,14.6,,0.8,0.9,1.6,.041,,-1.7,-2.2,-3.9,-0.9
295,Winston Bennett,bennewi01,Career,,,NBA,,136,2157,8.4,.470,.002,.320,9.3,12.2,10.8,7.9,1.2,0.6,14.3,16.2,,-0.1,1.8,1.7,.037,,-3.3,-0.6,-3.9,-1.0
296,David Benoit,benoida01,Career,,,NBA,,492,9314,12.0,.513,.217,.237,7.5,17.5,12.6,4.7,1.2,1.9,11.2,18.1,,5.7,11.2,16.9,.087,,-1.5,-0.2,-1.8,0.6
297,Keith Benson,bensoke02,Career,,,NBA,,3,9,6.0,.000,.000,.000,25.3,12.6,18.9,0.0,0.0,0.0,0.0,5.1,,0.0,0.0,0.0,-0.005,,-5.4,-5.1,-10.4,0.0
298,Kent Benson,bensoke01,Career,,,NBA,,680,15719,14.2,.531,.007,.254,8.2,18.8,13.4,10.2,1.8,2.0,15.5,17.1,,13.0,20.6,33.6,.103,,-0.8,1.6,0.9,11.3
299,Ben Bentil,bentibe01,Career,,,NBA,,3,10,-17.6,.000,.333,.000,0.0,24.4,11.6,0.0,0.0,0.0,25.0,18.9,,-0.1,0.0,-0.1,-0.473,,-22.4,-4.5,-26.9,-0.1
303,Ricky Berry,berryri01,Career,,,NBA,,64,1406,13.1,.552,.282,.293,4.3,10.9,7.5,8.5,1.3,0.9,11.4,21.1,,1.6,0.8,2.4,.083,,0.0,-1.8,-1.7,0.1
304,Walter Berry,berrywa01,Career,,,NBA,,205,4863,16.6,.563,.002,.337,8.8,13.1,10.9,9.2,1.2,1.8,13.6,24.3,,5.1,3.1,8.2,.081,,0.1,-1.4,-1.3,0.8
305,Davis Bertans,bertada01,Career,,,NBA,,140,1871,13.5,.594,.709,.140,2.4,12.4,7.4,9.4,1.2,2.5,9.6,16.7,,2.6,2.7,5.3,.136,,1.2,0.2,1.4,1.6
306,Del Beshore,beshode01,Career,,,NBA,,69,870,6.4,.423,.104,.348,2.1,5.9,4.1,21.5,3.1,0.3,26.5,18.4,,-1.7,0.8,-0.9,-0.052,,-5.3,-1.1,-6.4,-1.0
307,Travis Best,besttr01,Career,,,NBA,,708,15150,13.8,.514,.166,.285,1.8,7.7,4.8,27.3,2.3,0.3,15.1,18.9,,16.8,14.1,30.9,.098,,0.0,-0.9,-0.9,4.0
308,Patrick Beverley,beverpa01,Career,,,NBA,,302,8624,12.7,.539,.542,.164,4.8,10.9,7.9,17.3,2.2,1.1,13.4,15.2,,11.8,8.1,19.9,.111,,1.2,0.6,1.8,8.3
309,Sim Bhullar,bhullsi01,Career,,,NBA,,3,3,44.3,.500,.000,.000,0.0,36.5,18.9,78.5,0.0,26.3,0.0,29.4,,0.0,0.0,0.0,.389,,9.4,17.1,26.6,0.0
313,Henry Bibby,bibbyhe01,Career,,,NBA,,675,15475,12.3,.491,.029,.362,3.3,7.0,5.3,19.5,1.7,0.1,16.6,16.4,,10.9,13.6,24.5,.076,,-0.9,-1.0,-1.9,0.5
314,Mike Bibby,bibbymi01,Career,,,NBA,,1001,33962,16.1,.536,.322,.237,1.8,8.7,5.3,27.2,1.8,0.3,13.5,21.1,,51.2,22.0,73.2,.104,,2.0,-1.6,0.5,21.1
316,Andris Biedrins,biedran01,Career,,,NBA,,516,11146,15.3,.591,.001,.318,11.5,24.5,17.9,6.1,1.5,3.8,14.9,12.4,,16.7,14.0,30.7,.132,,-1.1,2.2,1.1,8.6
319,Lionel Billingy,billili01,Career,,,ABA,,46,1022,10.5,.475,.006,.407,10.7,18.1,14.3,7.1,1.9,0.5,22.8,21.2,,-1.3,0.9,-0.4,-0.018,,-3.6,0.1,-3.6,-0.4
320,Chauncey Billups,billuch01,Career,,,NBA,,1043,33008,18.8,.580,.414,.441,1.7,8.9,5.3,28.1,1.7,0.4,13.6,21.9,,92.4,28.3,120.8,.176,,4.1,-1.6,2.5,37.6
322,Joe Binion,biniojo01,Career,,,NBA,,11,51,12.0,.486,.000,1.000,18.0,21.4,19.7,2.3,1.8,2.2,17.2,13.4,,0.0,0.1,0.1,.092,,-3.1,-0.6,-3.8,0.0
323,Khem Birch,birchkh01,Career,,,NBA,,36,434,12.9,.528,.000,.356,13.6,19.0,16.3,7.5,1.2,2.4,15.4,12.5,,0.5,0.4,0.9,.096,,-2.5,0.9,-1.6,0.0
324,Jabari Bird,birdja01,Career,,,NBA,,8,35,4.0,.377,.500,1.500,6.4,6.2,6.3,3.7,1.4,0.0,13.1,9.8,,0.0,0.0,0.0,.022,,-4.8,-0.1,-4.9,0.0
326,Larry Bird,birdla01,Career,,,NBA,,897,34443,23.5,.564,.100,.258,5.9,22.4,14.5,24.7,2.2,1.2,12.7,26.5,,86.8,59.0,145.8,.203,,4.7,2.5,7.2,79.7
327,Otis Birdsong,birdsot01,Career,,,NBA,,696,21627,16.5,.533,.017,.260,4.6,6.0,5.3,16.0,1.8,0.4,11.2,24.5,,28.8,19.4,48.2,.107,,1.4,-1.2,0.3,12.4
329,Bismack Biyombo,biyombi01,Career,,,NBA,,523,10956,12.6,.540,.001,.607,10.5,24.3,17.3,3.4,0.6,5.5,16.9,11.9,,7.0,13.5,20.5,.090,,-4.0,1.9,-2.1,-0.2
330,Nemanja Bjelica,bjeline01,Career,,,NBA,,188,3551,11.7,.570,.503,.172,5.0,18.4,11.6,9.8,1.6,1.3,13.4,14.6,,3.7,2.4,6.1,.082,,0.2,-0.3,-0.1,1.7
331,Uwe Blab,blabuw01,Career,,,NBA,,235,1966,6.6,.481,.000,.520,7.3,15.4,11.4,6.6,0.5,2.4,21.2,13.9,,-1.1,1.5,0.4,.009,,-4.7,-0.1,-4.8,-1.4
